"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Todd Gurley II","RB","FA","2017",16,16,"ppr","1","22","118","5.4","34","1","0","10","13","158","15.8","2","0","1","49.6","49.6","0.1%"
"2","Dion Lewis","RB","FA","2017",16,16,"ppr","2","24","129","5.4","16","0","1","5","5","24","4.8","1","0","1","32.3","32.3","2.0%"
"3","Giovani Bernard","RB","TB","2017",16,16,"ppr","3","23","116","5.0","25","1","1","7","7","52","7.4","0","0","1","29.8","29.8","0.2%"
"4","C.J. Anderson","RB","FA","2017",16,16,"ppr","4","16","88","5.5","21","2","1","7","9","45","6.4","0","0","1","28.3","28.3","1.0%"
"5","Melvin Gordon III","RB","KC","2017",16,16,"ppr","5","19","81","4.3","19","0","1","3","3","47","15.7","0","0","1","21.8","21.8","29.3%"
"6","Le'Veon Bell","RB","FA","2017",16,16,"ppr","6","14","69","4.9","22","1","1","5","8","28","5.6","0","0","1","20.7","20.7","0.1%"
"7","T.J. Yeldon","RB","FA","2017",16,16,"ppr","7","5","13","2.6","6","0","1","7","10","64","9.1","0","0","1","20.7","20.7","0.0%"
"8","Kareem Hunt","RB","CLE","2017",16,16,"ppr","8","29","91","3.1","24","1","1","4","4","15","3.8","0","0","1","20.6","20.6","76.3%"
"9","Bilal Powell","RB","FA","2017",16,16,"ppr","9","19","145","7.6","57","3","1","0","1","0","0","0","0","1","20.5","20.5","0.0%"
"10","LeSean McCoy","RB","FA","2017",16,16,"ppr","10","17","71","4.2","18","0","0","5","7","76","15.2","0","0","1","19.7","19.7","2.0%"
"11","Duke Johnson Jr.","RB","BUF","2017",16,16,"ppr","11","4","20","5.0","7","0","0","7","7","81","11.6","0","0","1","17.1","17.1","0.0%"
"12","Frank Gore","RB","FA","2017",16,16,"ppr","12","17","68","4.0","12","0","0","2","2","18","9.0","1","0","1","16.6","16.6","12.1%"
"13","Jordan Howard","RB","FA","2017",16,16,"ppr","13","22","44","2.0","16","0","2","0","0","0","0","0","0","1","16.4","16.4","0.0%"
"14","Carlos Hyde","RB","FA","2017",16,16,"ppr","14","21","54","2.6","10","0","1","3","3","19","6.3","0","0","1","16.3","16.3","0.0%"
"15","Leonard Fournette","RB","TB","2017",16,16,"ppr","15","18","48","2.7","7","0","1","3","3","22","7.3","0","0","1","16.0","16.0","96.9%"
"16","Alvin Kamara","RB","NO","2017",16,16,"ppr","16","12","32","2.7","15","0","0","7","9","58","8.3","0","0","1","16.0","16.0","99.3%"
"17","Ezekiel Elliott","RB","DAL","2017",16,16,"ppr","17","24","97","4.0","9","0","0","4","7","21","5.3","0","0","1","15.8","15.8","97.0%"
