"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Andrew Luck","QB","FA","2016",1,1,"ppr","1","31","47","66.0","385","8.2","4","0","2","3","21","0","0","1","35.5","35.5","2.2%"
"2","Drew Brees","QB","FA","2016",1,1,"ppr","2","28","42","66.7","423","10.1","4","0","1","2","5","0","1","1","31.4","31.4","35.7%"
"3","Alex Smith","QB","FA","2016",1,1,"ppr","3","34","48","70.8","363","7.6","2","1","3","4","15","1","0","1","28.0","28.0","5.0%"
"4","Matthew Stafford","QB","LAR","2016",1,1,"ppr","4","31","39","79.5","340","8.7","3","0","1","2","5","0","0","1","26.1","26.1","29.7%"
"5","Jameis Winston","QB","NO","2016",1,1,"ppr","5","23","32","71.9","281","8.8","4","1","0","4","3","0","0","1","25.5","25.5","5.6%"
"6","Matt Ryan","QB","IND","2016",1,1,"ppr","6","27","39","69.2","334","8.6","2","0","3","3","10","0","0","1","24.4","24.4","10.6%"
"7","Aaron Rodgers","QB","GB","2016",1,1,"ppr","7","20","34","58.8","199","5.9","2","0","1","4","16","1","0","1","23.6","23.6","75.1%"
"8","Derek Carr","QB","LV","2016",1,1,"ppr","8","24","38","63.2","319","8.4","1","0","0","2","16","0","0","1","22.4","22.4","64.3%"
"9","Ben Roethlisberger","QB","FA","2016",1,1,"ppr","9","27","37","73.0","300","8.1","3","1","1","1","-2","0","0","1","21.8","21.8","13.6%"
"10","Cam Newton","QB","FA","2016",1,1,"ppr","10","18","33","54.5","194","5.9","1","1","3","11","54","1","0","1","21.2","21.2","9.1%"
"11","Carson Wentz","QB","WAS","2016",1,1,"ppr","11","22","37","59.5","278","7.5","2","0","2","2","1","0","0","1","19.2","19.2","6.5%"
"12","Carson Palmer","QB","FA","2016",1,1,"ppr","12","24","37","64.9","271","7.3","2","0","3","2","1","0","0","1","18.9","18.9","5.6%"
"13","Eli Manning","QB","FA","2016",1,1,"ppr","13","19","28","67.9","207","7.4","3","1","2","0","0","0","0","1","18.3","18.3","2.3%"
"14","Andy Dalton","QB","NO","2016",1,1,"ppr","14","23","30","76.7","366","12.2","1","1","7","3","7","0","0","1","17.3","17.3","12.2%"
"15","Marcus Mariota","QB","ATL","2016",1,1,"ppr","15","25","41","61.0","271","6.6","2","1","2","4","19","0","1","1","16.7","16.7","19.4%"
"16","Brock Osweiler","QB","FA","2016",1,1,"ppr","16","22","35","62.9","231","6.6","2","1","2","4","14","0","0","1","16.6","16.6","0.0%"
"17","Ryan Fitzpatrick","QB","FA","2016",1,1,"ppr","17","19","35","54.3","189","5.4","2","1","1","4","15","0","0","1","15.1","15.1","0.0%"
"18","Ryan Tannehill","QB","TEN","2016",1,1,"ppr","18","16","29","55.2","186","6.4","0","0","5","5","17","1","0","1","15.1","15.1","28.5%"
"19","Jimmy Garoppolo","QB","SF","2016",1,1,"ppr","19","24","33","72.7","264","8.0","1","0","2","4","12","0","1","1","15.1","15.1","16.2%"
"20","Blake Bortles","QB","FA","2016",1,1,"ppr","20","24","39","61.5","320","8.2","1","1","3","2","2","0","0","1","15.0","15.0","0.0%"
"21","Philip Rivers","QB","FA","2016",1,1,"ppr","21","25","36","69.4","243","6.8","1","0","1","2","9","0","0","1","14.6","14.6","20.6%"
"22","Blaine Gabbert","QB","TB","2016",1,1,"ppr","22","22","35","62.9","170","4.9","1","0","0","9","43","0","0","1","14.5","14.5","0.0%"
"23","Joe Flacco","QB","NYJ","2016",1,1,"ppr","23","22","33","66.7","258","7.8","1","0","4","4","-3","0","1","1","12.0","12.0","0.3%"
"24","Russell Wilson","QB","DEN","2016",1,1,"ppr","24","27","43","62.8","258","6.0","1","1","3","4","16","0","1","1","11.9","11.9","43.7%"
"25","Jay Cutler","QB","FA","2016",1,1,"ppr","25","16","29","55.2","216","7.4","1","1","5","2","12","0","0","1","11.8","11.8","0.2%"
"26","Dak Prescott","QB","DAL","2016",1,1,"ppr","26","25","45","55.6","227","5.0","0","0","0","2","12","0","0","1","10.3","10.3","93.5%"
"27","Shaun Hill","QB","FA","2016",1,1,"ppr","27","18","33","54.5","236","7.2","0","0","0","2","8","0","0","1","10.2","10.2","0.0%"
"28","Kirk Cousins","QB","MIN","2016",1,1,"ppr","28","30","43","69.8","329","7.7","0","2","0","1","8","0","0","1","10.0","10.0","87.8%"
"29","Robert Griffin III","QB","FA","2016",1,1,"ppr","29","12","26","46.2","190","7.3","0","1","3","5","37","0","0","1","9.3","9.3","1.0%"
"30","Trevor Siemian","QB","CHI","2016",1,1,"ppr","30","18","26","69.2","178","6.8","1","2","2","5","20","0","0","1","9.1","9.1","0.1%"
"31","Tyrod Taylor","QB","NYG","2016",1,1,"ppr","31","15","22","68.2","111","5.0","0","0","2","5","11","0","0","1","5.5","5.5","0.1%"
"32","Case Keenum","QB","BUF","2016",1,1,"ppr","32","17","35","48.6","130","3.7","0","2","2","3","10","0","0","1","2.2","2.2","0.4%"
"33","Colin Kaepernick","QB","FA","2016",1,1,"ppr","33","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"34","Joe Webb III","QB","FA","2016",1,1,"ppr","34","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
