"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Dion Lewis","RB","FA","2017",17,17,"ppr","1","26","93","3.6","17","0","1","6","7","40","6.7","1","0","1","31.3","31.3","2.0%"
"2","Devonta Freeman","RB","FA","2017",17,17,"ppr","2","11","23","2.1","5","0","0","9","11","85","9.4","1","0","1","25.8","25.8","0.0%"
"3","Alvin Kamara","RB","NO","2017",17,17,"ppr","3","9","44","4.9","19","0","1","6","7","84","14.0","0","0","1","24.8","24.8","99.3%"
"4","Latavius Murray","RB","DEN","2017",17,17,"ppr","4","20","111","5.6","22","1","2","1","1","3","3.0","0","0","1","24.4","24.4","75.6%"
"5","Carlos Hyde","RB","FA","2017",17,17,"ppr","5","15","88","5.9","16","0","2","2","4","10","5.0","0","1","1","21.8","21.8","0.0%"
"6","Orleans Darkwa","RB","FA","2017",17,17,"ppr","6","20","154","7.7","75","1","1","0","1","0","0","0","0","1","21.4","21.4","0.0%"
"7","Duke Johnson Jr.","RB","BUF","2017",17,17,"ppr","7","6","20","3.3","10","0","1","6","6","75","12.5","0","1","1","19.5","19.5","0.0%"
"8","Derrick Henry","RB","TEN","2017",17,17,"ppr","8","28","51","1.8","13","0","0","1","2","66","66.0","1","0","1","18.7","18.7","100.0%"
"9","Melvin Gordon III","RB","KC","2017",17,17,"ppr","9","17","93","5.5","17","0","0","6","7","31","5.2","0","0","1","18.4","18.4","29.3%"
"10","Kapri Bibbs","RB","FA","2017",17,17,"ppr","10","12","47","3.9","16","0","0","8","9","53","6.6","0","0","1","18.0","18.0","0.1%"
"11","Leonard Fournette","RB","TB","2017",17,17,"ppr","11","19","69","3.6","9","0","0","4","5","67","16.8","0","0","1","17.6","17.6","96.9%"
"12","Alex Collins","RB","FA","2017",17,17,"ppr","12","20","78","3.9","17","0","1","2","6","18","9.0","0","0","1","17.6","17.6","19.0%"
"13","Alfred Blue","RB","FA","2017",17,17,"ppr","13","18","39","2.2","8","0","1","4","5","36","9.0","0","0","1","17.5","17.5","0.0%"
