"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Melvin Gordon III","RB","KC","2017",6,6,"ppr","1","25","83","3.3","18","0","1","9","12","67","7.4","1","0","1","36.0","36.0","29.3%"
"2","Mark Ingram II","RB","NO","2017",6,6,"ppr","2","25","114","4.6","51","1","2","5","5","36","7.2","0","1","1","30.0","30.0","4.3%"
"3","Le'Veon Bell","RB","FA","2017",6,6,"ppr","3","32","179","5.6","27","1","1","3","6","12","4.0","0","0","1","28.1","28.1","0.1%"
"4","Adrian Peterson","RB","FA","2017",6,6,"ppr","4","26","134","5.2","27","1","2","0","0","0","0","0","0","1","25.4","25.4","2.1%"
"5","Jerick McKinnon","RB","KC","2017",6,6,"ppr","5","15","69","4.6","20","1","1","5","6","30","6.0","1","1","1","24.9","24.9","68.7%"
"6","Carlos Hyde","RB","FA","2017",6,6,"ppr","6","13","28","2.2","7","0","2","5","6","47","9.4","0","0","1","24.5","24.5","0.0%"
"7","Chris Ivory","RB","FA","2017",6,6,"ppr","7","2","3","1.5","2","0","0","9","10","74","8.2","1","0","1","22.7","22.7","0.0%"
"8","Christian McCaffrey","RB","SF","2017",6,6,"ppr","8","4","8","2.0","4","0","0","10","14","56","5.6","1","0","1","22.4","22.4","100.0%"
"9","Leonard Fournette","RB","TB","2017",6,6,"ppr","9","21","130","6.2","75","1","1","2","2","8","4.0","0","0","1","21.8","21.8","96.9%"
"10","Derrick Henry","RB","TEN","2017",6,6,"ppr","10","19","131","6.9","72","1","1","1","1","14","14.0","0","0","1","21.5","21.5","100.0%"
"11","DeMarco Murray","RB","FA","2017",6,6,"ppr","11","12","40","3.3","7","0","1","4","4","47","11.8","0","0","1","18.7","18.7","0.1%"
"12","Jordan Howard","RB","FA","2017",6,6,"ppr","12","36","167","4.6","53","1","0","1","1","9","9.0","0","0","1","18.6","18.6","0.0%"
"13","Chris Thompson","RB","FA","2017",6,6,"ppr","13","16","33","2.1","11","0","0","4","5","105","26.3","0","0","1","17.8","17.8","0.0%"
"14","Matt Forte","RB","FA","2017",6,6,"ppr","14","9","22","2.4","7","0","0","8","8","59","7.4","0","0","1","16.1","16.1","19.1%"
"15","Kareem Hunt","RB","CLE","2017",6,6,"ppr","15","9","21","2.3","5","0","0","5","6","89","17.8","0","0","1","16.0","16.0","76.3%"
"16","Doug Martin","RB","FA","2017",6,6,"ppr","16","14","53","3.8","27","1","1","1","2","11","11.0","0","0","1","15.4","15.4","0.0%"
"17","Orleans Darkwa","RB","FA","2017",6,6,"ppr","17","21","117","5.6","47","1","0","1","1","13","13.0","0","0","1","14.0","14.0","0.0%"
"18","Samaje Perine","RB","CIN","2017",6,6,"ppr","18","9","23","2.6","8","0","0","3","3","24","8.0","1","0","1","13.7","13.7","59.4%"
"19","Jay Ajayi","RB","FA","2017",6,6,"ppr","19","26","130","5.0","18","0","0","0","3","0","0","0","0","1","13.0","13.0","7.0%"
"20","Todd Gurley II","RB","FA","2017",6,6,"ppr","20","23","116","5.0","14","0","0","1","1","4","4.0","0","0","1","13.0","13.0","0.1%"
