"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Tyler Kroft","TE","SF","2017",4,4,"ppr","1","6","7","68","11.3","21","1","2","0","0","0","0","1","24.8","24.8","0.0%"
"2","Travis Kelce","TE","KC","2017",4,4,"ppr","2","7","8","111","15.9","32","3","1","1","3","0","0","1","24.4","24.4","100.0%"
"3","Cameron Brate","TE","TB","2017",4,4,"ppr","3","4","6","80","20.0","35","2","1","0","0","0","0","1","18.0","18.0","1.6%"
"4","A.J. Derby","TE","FA","2017",4,4,"ppr","4","4","6","75","18.8","29","2","1","0","0","0","0","1","17.5","17.5","0.0%"
"5","Charles Clay","TE","FA","2017",4,4,"ppr","5","5","7","112","22.4","44","2","0","0","0","0","0","1","16.2","16.2","0.0%"
"6","O.J. Howard","TE","HOU","2017",4,4,"ppr","6","2","4","63","31.5","58","1","1","0","0","0","0","1","14.3","14.3","0.3%"
"7","Zach Ertz","TE","ARI","2017",4,4,"ppr","7","5","8","81","16.2","38","1","0","0","0","0","0","1","13.1","13.1","32.6%"
"8","Evan Engram","TE","JAC","2017",4,4,"ppr","8","6","11","62","10.3","21","1","0","0","0","0","0","1","12.2","12.2","68.5%"
"9","Rob Gronkowski","TE","FA","2017",4,4,"ppr","9","4","5","80","20.0","43","1","0","0","0","0","0","1","12.0","12.0","1.0%"
"10","Vernon Davis","TE","FA","2017",4,4,"ppr","10","2","3","89","44.5","69","2","0","0","0","0","0","1","10.9","10.9","1.6%"
"11","Jimmy Graham","TE","FA","2017",4,4,"ppr","11","4","6","61","15.3","33","1","0","0","0","0","0","1","10.1","10.1","0.0%"
"12","Austin Hooper","TE","TEN","2017",4,4,"ppr","12","5","7","50","10.0","18","0","0","0","0","0","0","1","10.0","10.0","13.8%"
"13","Martellus Bennett","TE","FA","2017",4,4,"ppr","13","6","7","39","6.5","26","1","0","0","0","0","0","1","9.9","9.9","23.0%"
"14","James Hanna","TE","FA","2017",4,4,"ppr","14","1","1","28","28.0","28","1","1","0","0","0","0","1","9.8","9.8","0.0%"
"15","Hunter Henry","TE","NE","2017",4,4,"ppr","15","2","3","16","8.0","12","0","1","0","0","0","0","1","9.6","9.6","38.7%"
"16","Benjamin Watson","TE","FA","2017",4,4,"ppr","16","5","6","43","8.6","11","0","0","0","0","0","0","1","9.3","9.3","2.8%"
"17","Ed Dickson","TE","FA","2017",4,4,"ppr","17","3","4","62","20.7","25","2","0","0","0","0","0","1","9.2","9.2","0.0%"
"18","Rhett Ellison","TE","FA","2017",4,4,"ppr","18","2","2","11","5.5","9","0","1","0","0","0","0","1","9.1","9.1","0.0%"
"19","Austin Seferian-Jenkins","TE","FA","2017",4,4,"ppr","19","4","4","46","11.5","27","1","0","0","0","0","0","1","8.6","8.6","0.0%"
"20","Nick Boyle","TE","BAL","2017",4,4,"ppr","20","5","5","36","7.2","14","0","0","0","0","0","0","1","8.6","8.6","0.0%"
"21","Delanie Walker","TE","FA","2017",4,4,"ppr","21","3","7","51","17.0","21","2","0","0","0","0","0","1","8.1","8.1","0.1%"
"22","Darren Fells","TE","FA","2017",4,4,"ppr","22","4","5","40","10.0","10","0","0","0","0","0","0","1","8.0","8.0","0.0%"
"23","Jack Doyle","TE","FA","2017",4,4,"ppr","23","5","7","27","5.4","7","0","0","0","0","0","0","1","7.7","7.7","2.0%"
"24","Tyler Higbee","TE","LAR","2017",4,4,"ppr","24","3","6","47","15.7","29","1","0","0","0","0","0","1","7.7","7.7","71.9%"
"25","Jared Cook","TE","FA","2017",4,4,"ppr","25","3","8","46","15.3","28","1","0","0","0","0","0","1","7.6","7.6","0.0%"
"26","Luke Willson","TE","FA","2017",4,4,"ppr","26","1","1","6","6.0","6","0","1","0","0","0","0","1","7.6","7.6","0.0%"
"27","Jesse James","TE","CLE","2017",4,4,"ppr","27","3","3","40","13.3","18","0","0","0","0","0","0","1","7.0","7.0","0.0%"
"28","Zach Miller","TE","FA","2017",4,4,"ppr","28","2","2","45","22.5","29","1","0","0","0","0","0","1","6.5","6.5","0.0%"
