"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Miami Dolphins","DST","MIA","2017",13,13,"ppr",1,3,3,0,0,1,2,0,1,27,27,"25.9%"
"2","Los Angeles Rams","DST","LAR","2017",13,13,"ppr",2,7,2,0,0,1,0,0,1,20,20,"34.3%"
"3","Baltimore Ravens","DST","BAL","2017",13,13,"ppr",3,3,2,1,1,1,0,0,1,16,16,"89.6%"
"4","Green Bay Packers","DST","GB","2017",13,13,"ppr",4,7,0,1,1,1,0,0,1,16,16,"80.7%"
"5","Dallas Cowboys","DST","DAL","2017",13,13,"ppr",5,4,2,2,2,0,0,1,1,13,13,"90.0%"
"6","Denver Broncos","DST","DEN","2017",13,13,"ppr",6,2,2,1,1,1,0,0,1,13,13,"38.8%"
"7","New England Patriots","DST","NE","2017",13,13,"ppr",7,4,1,0,0,0,0,0,1,13,13,"54.0%"
"8","Jacksonville Jaguars","DST","JAC","2017",13,13,"ppr",8,4,2,0,1,0,0,0,1,12,12,"3.8%"
"9","Los Angeles Chargers","DST","LAC","2017",13,13,"ppr",9,3,1,1,1,0,0,0,1,11,11,"30.2%"
"10","Tennessee Titans","DST","TEN","2017",13,13,"ppr",10,4,1,0,0,0,0,0,1,10,10,"26.3%"
"11","Seattle Seahawks","DST","SEA","2017",13,13,"ppr",11,3,1,0,1,0,0,0,1,9,9,"20.5%"
"12","Las Vegas Raiders","DST","LV","2017",13,13,"ppr",12,3,0,2,2,0,0,0,1,8,8,"14.2%"
"13","Buffalo Bills","DST","BUF","2017",13,13,"ppr",13,3,1,0,0,0,0,0,1,5,5,"99.0%"
"14","Chicago Bears","DST","CHI","2017",13,13,"ppr",14,2,1,0,0,0,0,1,1,5,5,"2.2%"
"15","Tampa Bay Buccaneers","DST","TB","2017",13,13,"ppr",15,2,1,0,0,0,0,0,1,5,5,"81.2%"
"16","Minnesota Vikings","DST","MIN","2017",13,13,"ppr",16,0,0,0,0,0,0,0,1,4,4,"23.7%"
"17","New Orleans Saints","DST","NO","2017",13,13,"ppr",17,2,0,1,1,0,0,0,1,4,4,"65.3%"
"18","Houston Texans","DST","HOU","2017",13,13,"ppr",18,2,0,1,1,0,0,0,1,4,4,"0.8%"
"19","Pittsburgh Steelers","DST","PIT","2017",13,13,"ppr",19,2,0,0,0,0,0,0,1,3,3,"53.2%"
"20","San Francisco 49ers","DST","SF","2017",13,13,"ppr",20,2,0,0,1,0,0,0,1,3,3,"95.5%"
"21","Arizona Cardinals","DST","ARI","2017",13,13,"ppr",21,1,1,0,1,0,0,0,1,3,3,"12.3%"
"22","New York Giants","DST","NYG","2017",13,13,"ppr",22,1,0,1,1,0,0,0,1,3,3,"6.2%"
"23","Atlanta Falcons","DST","ATL","2017",13,13,"ppr",23,2,0,0,0,0,0,0,1,3,3,"1.7%"
"24","Cincinnati Bengals","DST","CIN","2017",13,13,"ppr",24,1,1,0,0,0,0,0,1,3,3,"31.6%"
"25","Carolina Panthers","DST","CAR","2017",13,13,"ppr",25,2,0,1,1,0,0,0,1,3,3,"14.1%"
"26","Philadelphia Eagles","DST","PHI","2017",13,13,"ppr",26,2,0,0,0,0,0,0,1,2,2,"58.2%"
"27","Cleveland Browns","DST","CLE","2017",13,13,"ppr",27,1,0,0,2,0,0,0,1,2,2,"37.2%"
"28","New York Jets","DST","NYJ","2017",13,13,"ppr",28,2,0,0,0,0,0,0,1,1,1,"21.1%"
"29","Indianapolis Colts","DST","IND","2017",13,13,"ppr",29,1,0,0,1,0,0,0,1,0,0,"52.4%"
"30","Washington Commanders","DST","WAS","2017",13,13,"ppr",30,1,0,0,0,0,0,0,1,-3,-3,"54.8%"
"31","Kansas City Chiefs","DST","KC","2017",13,13,"ppr",31,0,0,0,0,0,0,0,1,-4,-4,"47.9%"
"32","Detroit Lions","DST","DET","2017",13,13,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"2.5%"
