"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Patrick Mahomes II","QB","KC","2020",5,5,"ppr","1","22","43","51.2","340","7.9","2","1","3","6","21","1","0","1","30.7","30.7","100.0%"
"2","Ryan Tannehill","QB","TEN","2020",5,5,"ppr","2","21","28","75.0","195","7.0","3","0","0","4","42","1","0","1","30.0","30.0","28.5%"
"3","Ryan Fitzpatrick","QB","FA","2020",5,5,"ppr","3","22","28","78.6","350","12.5","3","0","2","3","16","0","0","1","27.6","27.6","0.0%"
"4","Justin Herbert","QB","LAC","2020",5,5,"ppr","4","20","34","58.8","264","7.8","4","0","3","4","8","0","0","1","27.4","27.4","98.8%"
"5","Kyler Murray","QB","ARI","2020",5,5,"ppr","5","27","37","73.0","380","10.3","1","1","1","9","31","1","0","1","27.3","27.3","62.1%"
"6","Deshaun Watson","QB","CLE","2020",5,5,"ppr","6","25","35","71.4","359","10.3","3","2","1","2","25","0","0","1","26.9","26.9","75.7%"
"7","Russell Wilson","QB","DEN","2020",5,5,"ppr","7","20","32","62.5","217","6.8","3","1","4","5","58","0","0","1","25.5","25.5","43.7%"
"8","Jared Goff","QB","DET","2020",5,5,"ppr","8","21","30","70.0","309","10.3","2","1","1","3","0","1","0","1","25.4","25.4","60.4%"
"9","Derek Carr","QB","LV","2020",5,5,"ppr","9","22","31","71.0","347","11.2","3","1","1","4","1","0","0","1","25.0","25.0","64.3%"
"10","Drew Brees","QB","FA","2020",5,5,"ppr","10","33","47","70.2","325","6.9","1","1","2","1","1","1","0","1","22.1","22.1","35.7%"
"11","Ben Roethlisberger","QB","FA","2020",5,5,"ppr","11","27","34","79.4","239","7.0","3","0","1","2","-2","0","0","1","21.4","21.4","13.6%"
"12","Teddy Bridgewater","QB","MIA","2020",5,5,"ppr","12","27","36","75.0","313","8.7","2","0","0","3","3","0","0","1","20.8","20.8","0.6%"
"13","Gardner Minshew II","QB","PHI","2020",5,5,"ppr","13","31","49","63.3","301","6.1","2","0","3","4","18","0","1","1","19.8","19.8","0.2%"
"14","Carson Wentz","QB","WAS","2020",5,5,"ppr","14","20","35","57.1","258","7.4","2","2","5","4","11","0","0","1","19.4","19.4","6.5%"
"15","Josh Allen","QB","BUF","2020",5,5,"ppr","15","26","41","63.4","263","6.4","2","2","1","4","18","0","0","1","18.3","18.3","100.0%"
"16","Baker Mayfield","QB","LAR","2020",5,5,"ppr","16","21","37","56.8","247","6.7","2","2","1","2","17","0","0","1","17.6","17.6","6.6%"
"17","Kirk Cousins","QB","MIN","2020",5,5,"ppr","17","27","39","69.2","249","6.4","2","1","3","1","2","0","1","1","15.2","15.2","87.8%"
"18","Lamar Jackson","QB","BAL","2020",5,5,"ppr","18","19","37","51.4","180","4.9","2","1","1","2","3","0","0","1","14.5","14.5","96.8%"
"19","Dak Prescott","QB","DAL","2020",5,5,"ppr","19","14","21","66.7","166","7.9","0","1","1","2","7","0","0","1","14.4","14.4","93.5%"
"20","Tom Brady","QB","TB","2020",5,5,"ppr","20","25","41","61.0","253","6.2","1","0","3","3","0","0","0","1","14.1","14.1","86.0%"
"21","Joe Flacco","QB","NYJ","2020",5,5,"ppr","21","18","33","54.5","195","5.9","1","0","2","4","20","0","0","1","13.8","13.8","0.3%"
"22","Nick Foles","QB","IND","2020",5,5,"ppr","22","30","42","71.4","243","5.8","1","1","3","1","-1","0","0","1","12.6","12.6","0.0%"
"23","Kyle Allen","QB","HOU","2020",5,5,"ppr","23","9","13","69.2","74","5.7","0","0","2","1","7","1","0","1","9.7","9.7","0.7%"
"24","Daniel Jones","QB","NYG","2020",5,5,"ppr","24","20","33","60.6","222","6.7","0","0","2","2","-7","0","1","1","8.2","8.2","58.2%"
"25","Matt Ryan","QB","IND","2020",5,5,"ppr","25","21","37","56.8","226","6.1","0","1","2","1","-1","0","0","1","7.9","7.9","10.6%"
"26","Philip Rivers","QB","FA","2020",5,5,"ppr","26","21","33","63.6","243","7.4","0","2","1","1","-1","0","0","1","7.6","7.6","20.6%"
"27","Taysom Hill","QB","NO","2020",5,5,"ppr","27","0","1","0.0","0","0.0","0","0","0","3","13","1","0","1","7.3","7.3","45.3%"
"28","C.J. Beathard","QB","JAC","2020",5,5,"ppr","28","9","18","50.0","94","5.2","1","0","2","0","0","0","1","1","5.8","5.8","0.1%"
"29","Joe Burrow","QB","CIN","2020",5,5,"ppr","29","19","30","63.3","183","6.1","0","1","7","3","10","0","1","1","5.3","5.3","99.4%"
"30","Andy Dalton","QB","NO","2020",5,5,"ppr","30","9","11","81.8","111","10.1","0","0","1","1","0","0","1","1","2.4","2.4","12.2%"
"31","Alex Smith","QB","FA","2020",5,5,"ppr","31","9","17","52.9","37","2.2","0","0","6","1","1","0","0","1","1.6","1.6","5.0%"
"32","Jimmy Garoppolo","QB","SF","2020",5,5,"ppr","32","7","17","41.2","77","4.5","0","2","3","0","0","0","0","1","1.1","1.1","16.2%"
"33","Matt Barkley","QB","BUF","2020",5,5,"ppr","33","3","5","60.0","22","4.4","0","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"34","Jalen Hurts","QB","PHI","2020",5,5,"ppr","34","1","1","100.0","18","18.0","0","0","0","0","0","0","0","1","0.7","0.7","99.9%"
"35","Robert Griffin III","QB","FA","2020",5,5,"ppr","35","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","1.0%"
