"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Russell Wilson","QB","DEN","2019",3,3,"ppr","1","32","50","64.0","406","8.1","2","0","0","7","51","2","0","1","41.3","41.3","43.7%"
"2","Daniel Jones","QB","NYG","2019",3,3,"ppr","2","23","36","63.9","336","9.3","2","0","5","4","28","2","2","1","34.2","34.2","58.2%"
"3","Patrick Mahomes II","QB","KC","2019",3,3,"ppr","3","27","37","73.0","374","10.1","3","0","1","4","9","0","0","1","27.9","27.9","100.0%"
"4","Jameis Winston","QB","NO","2019",3,3,"ppr","4","23","37","62.2","380","10.3","3","1","4","4","3","0","0","1","26.5","26.5","5.6%"
"5","Deshaun Watson","QB","CLE","2019",3,3,"ppr","5","25","34","73.5","351","10.3","3","0","2","7","18","0","1","1","25.8","25.8","75.7%"
"6","Kyle Allen","QB","HOU","2019",3,3,"ppr","6","19","26","73.1","261","10.0","4","0","2","3","-1","0","1","1","24.3","24.3","0.7%"
"7","Matt Ryan","QB","IND","2019",3,3,"ppr","7","29","34","85.3","304","8.9","3","1","0","2","3","0","0","1","23.5","23.5","10.6%"
"8","Dak Prescott","QB","DAL","2019",3,3,"ppr","8","19","32","59.4","246","7.7","2","1","1","2","7","1","0","1","23.5","23.5","93.5%"
"9","Carson Wentz","QB","WAS","2019",3,3,"ppr","9","19","36","52.8","259","7.2","2","0","3","4","33","0","0","1","21.7","21.7","6.5%"
"10","Lamar Jackson","QB","BAL","2019",3,3,"ppr","10","22","43","51.2","267","6.2","0","0","3","8","46","1","0","1","21.3","21.3","96.8%"
"11","Jacoby Brissett","QB","CLE","2019",3,3,"ppr","11","28","37","75.7","310","8.4","2","0","1","3","4","0","0","1","20.8","20.8","4.8%"
"12","Mitch Trubisky","QB","PIT","2019",3,3,"ppr","12","25","31","80.6","231","7.5","3","1","3","1","2","0","0","1","20.4","20.4","0.8%"
"13","Tom Brady","QB","TB","2019",3,3,"ppr","13","28","42","66.7","306","7.3","2","0","0","2","-1","0","0","1","20.1","20.1","86.0%"
"14","Kyler Murray","QB","ARI","2019",3,3,"ppr","14","30","43","69.8","173","4.0","2","2","8","8","69","0","0","1","19.8","19.8","62.1%"
"15","Philip Rivers","QB","FA","2019",3,3,"ppr","15","31","46","67.4","318","6.9","2","0","5","2","9","0","1","1","19.6","19.6","20.6%"
"16","Josh Allen","QB","BUF","2019",3,3,"ppr","16","23","36","63.9","243","6.8","1","1","1","9","46","0","0","1","19.3","19.3","100.0%"
"17","Andy Dalton","QB","NO","2019",3,3,"ppr","17","20","36","55.6","250","6.9","1","2","2","1","1","1","0","1","18.1","18.1","12.2%"
"18","Gardner Minshew II","QB","PHI","2019",3,3,"ppr","18","20","30","66.7","204","6.8","2","0","0","4","18","0","0","1","18.0","18.0","0.2%"
"19","Derek Carr","QB","LV","2019",3,3,"ppr","19","27","34","79.4","242","7.1","2","1","4","1","0","0","0","1","16.7","16.7","64.3%"
"20","Teddy Bridgewater","QB","MIA","2019",3,3,"ppr","20","19","27","70.4","177","6.6","2","0","0","3","12","0","0","1","16.3","16.3","0.6%"
"21","Jared Goff","QB","DET","2019",3,3,"ppr","21","24","38","63.2","268","7.1","2","2","2","4","14","0","1","1","16.1","16.1","60.4%"
"22","Marcus Mariota","QB","ATL","2019",3,3,"ppr","22","23","40","57.5","304","7.6","0","0","9","6","34","0","0","1","15.6","15.6","19.4%"
"23","Mason Rudolph","QB","PIT","2019",3,3,"ppr","23","14","27","51.9","174","6.4","2","1","2","4","15","0","0","1","15.5","15.5","0.1%"
"24","Case Keenum","QB","BUF","2019",3,3,"ppr","24","30","43","69.8","332","7.7","2","3","4","2","3","0","2","1","14.6","14.6","0.4%"
"25","Aaron Rodgers","QB","GB","2019",3,3,"ppr","25","17","29","58.6","227","7.8","1","0","0","1","-1","0","0","1","13.0","13.0","75.1%"
"26","Kirk Cousins","QB","MIN","2019",3,3,"ppr","26","15","21","71.4","174","8.3","1","0","0","4","16","0","0","1","12.6","12.6","87.8%"
"27","Matthew Stafford","QB","LAR","2019",3,3,"ppr","27","18","32","56.3","201","6.3","1","0","0","3","1","0","0","1","12.1","12.1","29.7%"
"28","Jimmy Garoppolo","QB","SF","2019",3,3,"ppr","28","23","32","71.9","277","8.7","1","2","1","6","3","0","1","1","11.4","11.4","16.2%"
"29","Baker Mayfield","QB","LAR","2019",3,3,"ppr","29","18","36","50.0","195","5.4","1","1","3","1","-1","0","0","1","10.7","10.7","6.6%"
"30","Josh Rosen","QB","FA","2019",3,3,"ppr","30","18","39","46.2","200","5.1","0","0","3","3","13","0","0","1","9.3","9.3","0.0%"
"31","Joe Flacco","QB","NYJ","2019",3,3,"ppr","31","20","29","69.0","213","7.3","0","1","6","2","5","0","1","1","6.0","6.0","0.3%"
"32","Luke Falk","QB","FA","2019",3,3,"ppr","32","12","22","54.5","98","4.5","0","1","5","0","0","0","0","1","2.9","2.9","0.1%"
"33","Taysom Hill","QB","NO","2019",3,3,"ppr","33","0","0","0","0","0","0","0","0","1","5","0","0","1","2.0","2.0","45.3%"
