"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Le'Veon Bell","RB","FA","2016",14,14,"ppr","1","38","236","6.2","33","2","3","4","5","62","15.5","0","0","1","51.8","51.8","0.1%"
"2","Bilal Powell","RB","FA","2016",14,14,"ppr","2","29","145","5.0","19","0","2","5","5","34","6.8","0","0","1","34.9","34.9","0.0%"
"3","Carlos Hyde","RB","FA","2016",14,14,"ppr","3","17","193","11.4","47","4","0","1","1","7","7.0","1","0","1","27.0","27.0","0.0%"
"4","Jeremy Hill","RB","FA","2016",14,14,"ppr","4","25","111","4.4","11","0","1","3","4","31","10.3","0","0","1","23.2","23.2","0.0%"
"5","LeSean McCoy","RB","FA","2016",14,14,"ppr","5","12","27","2.3","9","0","1","6","7","81","13.5","0","0","1","22.8","22.8","2.0%"
"6","Kenneth Dixon","RB","FA","2016",14,14,"ppr","6","11","39","3.5","9","0","0","8","11","42","5.3","1","0","1","22.1","22.1","0.1%"
"7","Tevin Coleman","RB","SF","2016",14,14,"ppr","7","8","36","4.5","10","0","1","2","3","19","9.5","1","0","1","19.5","19.5","0.6%"
"8","Lamar Miller","RB","FA","2016",14,14,"ppr","8","21","107","5.1","20","2","1","1","1","15","15.0","0","0","1","19.2","19.2","0.0%"
"9","Ty Montgomery","RB","NE","2016",14,14,"ppr","9","9","41","4.6","17","0","1","3","4","45","15.0","0","0","1","17.6","17.6","0.5%"
"10","Todd Gurley II","RB","FA","2016",14,14,"ppr","10","16","61","3.8","9","0","1","3","4","22","7.3","0","0","1","17.3","17.3","0.1%"
"11","David Johnson","RB","NO","2016",14,14,"ppr","11","20","80","4.0","19","0","0","5","8","41","8.2","0","1","1","17.1","17.1","0.1%"
"12","Robert Kelley","RB","FA","2016",14,14,"ppr","12","16","63","3.9","22","1","1","2","2","25","12.5","0","0","1","16.8","16.8","0.0%"
"13","Doug Martin","RB","FA","2016",14,14,"ppr","13","23","66","2.9","8","0","1","2","2","19","9.5","0","0","1","16.5","16.5","0.0%"
"14","Latavius Murray","RB","DEN","2016",14,14,"ppr","14","22","103","4.7","12","0","1","0","1","0","0","0","0","1","16.3","16.3","75.6%"
"15","T.J. Yeldon","RB","FA","2016",14,14,"ppr","15","17","59","3.5","12","0","0","7","9","31","4.4","0","0","1","16.0","16.0","0.0%"
"16","Frank Gore","RB","FA","2016",14,14,"ppr","16","10","41","4.1","13","0","0","2","2","33","16.5","1","0","1","15.4","15.4","12.1%"
"17","DeMarco Murray","RB","FA","2016",14,14,"ppr","17","21","92","4.4","11","0","1","0","2","0","0","0","0","1","15.2","15.2","0.1%"
"18","LeGarrette Blount","RB","FA","2016",14,14,"ppr","18","18","72","4.0","13","0","1","1","1","7","7.0","0","0","1","14.9","14.9","0.1%"
"19","Kenneth Farrow","RB","FA","2016",14,14,"ppr","19","16","55","3.4","11","0","0","6","6","23","3.8","0","0","1","13.8","13.8","0.0%"
"20","Jordan Howard","RB","FA","2016",14,14,"ppr","20","13","86","6.6","31","2","0","2","5","24","12.0","0","0","1","13.0","13.0","0.0%"
"21","Jerick McKinnon","RB","KC","2016",14,14,"ppr","21","14","31","2.2","7","0","0","6","6","38","6.3","0","0","1","12.9","12.9","68.7%"
"22","Isaiah Crowell","RB","FA","2016",14,14,"ppr","22","10","113","11.3","42","2","0","1","2","5","5.0","0","0","1","12.8","12.8","0.1%"
"23","Jonathan Stewart","RB","FA","2016",14,14,"ppr","23","24","66","2.8","20","1","1","0","2","0","0","0","0","1","12.6","12.6","0.0%"
"24","Darren Sproles","RB","FA","2016",14,14,"ppr","24","5","27","5.4","8","0","0","2","3","13","6.5","1","0","1","12.0","12.0","0.1%"
"25","James White","RB","FA","2016",14,14,"ppr","25","2","3","1.5","5","0","0","3","3","81","27.0","0","0","1","11.4","11.4","0.1%"
"26","Matt Asiata","RB","FA","2016",14,14,"ppr","26","11","37","3.4","23","1","1","2","2","14","7.0","0","1","1","11.1","11.1","0.0%"
"27","Ezekiel Elliott","RB","DAL","2016",14,14,"ppr","27","24","107","4.5","15","0","0","0","2","0","0","0","0","1","10.7","10.7","97.0%"
"28","Chris Thompson","RB","FA","2016",14,14,"ppr","28","3","38","12.7","25","1","1","0","1","0","0","0","0","1","9.8","9.8","0.0%"
"29","Shaun Draughn","RB","FA","2016",14,14,"ppr","29","7","32","4.6","11","0","1","1","1","-5","-5.0","0","0","1","9.7","9.7","0.0%"
"30","Damien Williams","RB","FA","2016",14,14,"ppr","30","5","7","1.4","5","0","0","2","3","1","0.5","1","0","1","8.8","8.8","1.1%"
