"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Denver Broncos","DST","DEN","2018",7,7,"ppr",1,6,3,2,3,2,0,0,1,32,32,"38.8%"
"2","Los Angeles Rams","DST","LAR","2018",7,7,"ppr",2,7,2,2,2,0,1,0,1,22,22,"34.3%"
"3","Indianapolis Colts","DST","IND","2018",7,7,"ppr",3,2,3,2,2,0,0,0,1,19,19,"52.4%"
"4","Washington Commanders","DST","WAS","2018",7,7,"ppr",4,4,0,2,3,1,0,0,1,15,15,"54.8%"
"5","Houston Texans","DST","HOU","2018",7,7,"ppr",5,4,1,2,3,0,0,0,1,14,14,"0.8%"
"6","Kansas City Chiefs","DST","KC","2018",7,7,"ppr",6,2,1,0,1,1,0,0,1,14,14,"47.9%"
"7","Cleveland Browns","DST","CLE","2018",7,7,"ppr",7,4,2,2,2,0,1,0,1,14,14,"37.2%"
"8","Minnesota Vikings","DST","MIN","2018",7,7,"ppr",8,3,3,1,0,0,0,0,1,12,12,"23.7%"
"9","New England Patriots","DST","NE","2018",7,7,"ppr",9,2,2,0,0,0,0,2,1,12,12,"54.0%"
"10","Tampa Bay Buccaneers","DST","TB","2018",7,7,"ppr",10,5,0,1,1,0,0,0,1,7,7,"81.2%"
"11","Carolina Panthers","DST","CAR","2018",7,7,"ppr",11,4,0,1,2,0,0,0,1,7,7,"14.1%"
"12","Chicago Bears","DST","CHI","2018",7,7,"ppr",12,1,1,2,1,0,0,0,1,6,6,"2.2%"
"13","Los Angeles Chargers","DST","LAC","2018",7,7,"ppr",13,2,1,0,0,0,0,0,1,5,5,"30.2%"
"14","New York Giants","DST","NYG","2018",7,7,"ppr",14,3,0,1,1,0,0,0,1,5,5,"6.2%"
"15","Atlanta Falcons","DST","ATL","2018",7,7,"ppr",15,4,0,0,0,0,0,0,1,5,5,"1.7%"
"16","Detroit Lions","DST","DET","2018",7,7,"ppr",16,4,0,0,0,0,0,0,1,4,4,"2.5%"
"17","Tennessee Titans","DST","TEN","2018",7,7,"ppr",17,2,0,0,0,0,0,0,1,3,3,"26.3%"
"18","Arizona Cardinals","DST","ARI","2018",7,7,"ppr",18,2,1,0,0,0,0,0,1,3,3,"12.3%"
"19","Baltimore Ravens","DST","BAL","2018",7,7,"ppr",19,1,0,1,0,0,0,0,1,3,3,"89.6%"
"20","Jacksonville Jaguars","DST","JAC","2018",7,7,"ppr",20,1,0,0,0,0,0,0,1,2,2,"3.8%"
"21","Philadelphia Eagles","DST","PHI","2018",7,7,"ppr",21,2,0,0,0,0,0,0,1,2,2,"58.2%"
"22","Dallas Cowboys","DST","DAL","2018",7,7,"ppr",22,1,0,0,0,0,0,0,1,2,2,"90.0%"
"23","New Orleans Saints","DST","NO","2018",7,7,"ppr",23,1,0,0,0,0,0,0,1,1,1,"65.3%"
"24","Cincinnati Bengals","DST","CIN","2018",7,7,"ppr",24,2,1,0,0,0,0,0,1,0,0,"31.6%"
"25","Miami Dolphins","DST","MIA","2018",7,7,"ppr",25,1,0,0,2,0,0,0,1,0,0,"25.9%"
"26","Buffalo Bills","DST","BUF","2018",7,7,"ppr",26,0,0,0,0,0,1,0,1,-2,-2,"99.0%"
"27","New York Jets","DST","NYJ","2018",7,7,"ppr",27,1,0,0,0,0,0,0,1,-3,-3,"21.1%"
"28","San Francisco 49ers","DST","SF","2018",7,7,"ppr",28,1,0,0,0,0,0,0,1,-3,-3,"95.5%"
