"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","James Conner","RB","ARI","2018",8,8,"ppr","1","24","146","6.1","30","3","2","5","6","66","13.2","0","0","1","38.2","38.2","97.8%"
"2","Todd Gurley II","RB","FA","2018",8,8,"ppr","2","25","114","4.6","23","1","0","6","7","81","13.5","1","0","1","33.5","33.5","0.1%"
"3","Marlon Mack","RB","DEN","2018",8,8,"ppr","3","25","132","5.3","49","3","2","2","4","17","8.5","0","0","1","28.9","28.9","5.3%"
"4","Joe Mixon","RB","CIN","2018",8,8,"ppr","4","21","123","5.9","43","3","2","3","4","15","5.0","0","0","1","28.8","28.8","99.9%"
"5","Adrian Peterson","RB","FA","2018",8,8,"ppr","5","26","149","5.7","64","4","1","1","1","7","7.0","1","1","1","26.6","26.6","2.1%"
"6","Alvin Kamara","RB","NO","2018",8,8,"ppr","6","13","45","3.5","17","0","1","7","8","31","4.4","1","0","1","26.6","26.6","99.3%"
"7","James White","RB","FA","2018",8,8,"ppr","7","8","15","1.9","5","0","1","10","13","79","7.9","0","0","1","25.4","25.4","0.1%"
"8","Kenyan Drake","RB","BAL","2018",8,8,"ppr","8","12","58","4.8","12","0","1","2","2","37","18.5","1","0","1","23.5","23.5","26.8%"
"9","Christian McCaffrey","RB","SF","2018",8,8,"ppr","9","14","45","3.2","12","0","1","4","6","11","2.8","1","0","1","21.6","21.6","100.0%"
"10","Latavius Murray","RB","DEN","2018",8,8,"ppr","10","13","56","4.3","12","0","1","5","6","39","7.8","0","0","1","20.5","20.5","75.6%"
"11","Chris Carson","RB","FA","2018",8,8,"ppr","11","25","105","4.2","12","0","1","2","2","19","9.5","0","0","1","20.4","20.4","0.3%"
"12","Phillip Lindsay","RB","FA","2018",8,8,"ppr","12","18","95","5.3","14","0","1","3","3","17","5.7","0","0","1","20.2","20.2","0.4%"
"13","Saquon Barkley","RB","NYG","2018",8,8,"ppr","13","13","38","2.9","9","0","0","9","10","73","8.1","0","0","1","20.1","20.1","100.0%"
"14","Kareem Hunt","RB","CLE","2018",8,8,"ppr","14","16","50","3.1","11","0","0","5","6","36","7.2","1","0","1","19.6","19.6","76.3%"
"15","Lamar Miller","RB","FA","2018",8,8,"ppr","15","18","133","7.4","58","4","1","0","2","0","0","0","0","1","19.3","19.3","0.0%"
"16","Tarik Cohen","RB","FA","2018",8,8,"ppr","16","5","40","8.0","21","1","0","1","3","70","70.0","1","0","1","18.0","18.0","0.0%"
"17","Aaron Jones","RB","GB","2018",8,8,"ppr","17","12","86","7.2","33","2","1","2","2","0","0.0","0","0","1","16.6","16.6","99.6%"
"18","T.J. Yeldon","RB","FA","2018",8,8,"ppr","18","2","7","3.5","4","0","0","7","9","83","11.9","0","0","1","16.0","16.0","0.0%"
"19","LeSean McCoy","RB","FA","2018",8,8,"ppr","19","12","13","1.1","12","0","0","6","8","82","13.7","0","0","1","15.5","15.5","2.0%"
"20","Kerryon Johnson","RB","FA","2018",8,8,"ppr","20","8","22","2.8","7","0","0","6","8","69","11.5","0","0","1","15.1","15.1","0.0%"
"21","Wendell Smallwood","RB","FA","2018",8,8,"ppr","21","8","24","3.0","10","0","0","2","3","42","21.0","1","0","1","14.6","14.6","0.0%"
"22","Peyton Barber","RB","FA","2018",8,8,"ppr","22","19","85","4.5","16","0","1","0","0","0","0","0","0","1","14.5","14.5","1.0%"
"23","Jalen Richard","RB","FA","2018",8,8,"ppr","23","2","14","7.0","13","0","0","8","8","50","6.3","0","0","1","14.4","14.4","1.0%"
"24","Jordan Howard","RB","FA","2018",8,8,"ppr","24","22","81","3.7","24","1","1","0","1","0","0","0","0","1","14.1","14.1","0.0%"
"25","Devontae Booker","RB","FA","2018",8,8,"ppr","25","9","78","8.7","26","1","0","4","4","23","5.8","0","0","1","14.1","14.1","0.0%"
"26","David Johnson","RB","NO","2018",8,8,"ppr","26","16","59","3.7","13","0","0","4","4","41","10.3","0","0","1","14.0","14.0","0.1%"
"27","Alex Collins","RB","FA","2018",8,8,"ppr","27","11","49","4.5","15","0","1","2","2","14","7.0","0","1","1","12.3","12.3","19.0%"
"28","Mark Ingram II","RB","NO","2018",8,8,"ppr","28","13","63","4.8","11","0","0","3","3","29","9.7","0","0","1","12.2","12.2","4.3%"
"29","Javorius Allen","RB","FA","2018",8,8,"ppr","29","0","0","0","0","0","0","3","5","18","6.0","1","0","1","10.8","10.8","0.1%"
"30","Nyheim Hines","RB","BUF","2018",8,8,"ppr","30","11","78","7.1","15","0","0","2","2","7","3.5","0","0","1","10.5","10.5","29.1%"
"31","Nick Chubb","RB","CLE","2018",8,8,"ppr","31","18","65","3.6","20","1","0","2","3","10","5.0","0","0","1","9.5","9.5","99.9%"
"32","Doug Martin","RB","FA","2018",8,8,"ppr","32","13","72","5.5","29","1","0","2","2","17","8.5","0","1","1","8.9","8.9","0.0%"
"33","Josh Adams","RB","FA","2018",8,8,"ppr","33","9","61","6.8","21","1","0","1","1","6","6.0","0","0","1","7.7","7.7","0.0%"
"34","Jamaal Williams","RB","DET","2018",8,8,"ppr","34","4","9","2.3","5","0","1","0","1","0","0","0","0","1","6.9","6.9","91.0%"
"35","Jacquizz Rodgers","RB","FA","2018",8,8,"ppr","35","1","4","4.0","4","0","0","4","4","25","6.3","0","0","1","6.9","6.9","0.0%"
"36","Frank Gore","RB","FA","2018",8,8,"ppr","36","12","53","4.4","9","0","0","1","2","5","5.0","0","0","1","6.8","6.8","12.1%"
"37","Chris Ivory","RB","FA","2018",8,8,"ppr","37","6","34","5.7","13","0","0","1","2","11","11.0","0","0","1","5.5","5.5","0.0%"
"38","Trenton Cannon","RB","TEN","2018",8,8,"ppr","38","6","10","1.7","4","0","0","3","4","12","4.0","0","0","1","5.2","5.2","0.0%"
"39","Isaiah Crowell","RB","FA","2018",8,8,"ppr","39","13","25","1.9","7","0","0","1","1","13","13.0","0","0","1","4.8","4.8","0.1%"
"40","Mike Davis","RB","FA","2018",8,8,"ppr","40","10","33","3.3","6","0","0","1","1","2","2.0","0","0","1","4.5","4.5","1.0%"
"41","Alfred Blue","RB","FA","2018",8,8,"ppr","41","15","42","2.8","12","0","0","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"42","Chris Thompson","RB","FA","2018",8,8,"ppr","42","3","13","4.3","10","0","0","2","3","9","4.5","0","0","1","4.2","4.2","0.0%"
