"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Baltimore Ravens","DST","BAL","2020",2,2,"ppr",1,4,1,1,1,1,0,0,1,15,15,"89.6%"
"2","Indianapolis Colts","DST","IND","2020",2,2,"ppr",2,3,3,0,0,0,1,0,1,15,15,"52.4%"
"3","Tampa Bay Buccaneers","DST","TB","2020",2,2,"ppr",3,5,2,2,2,0,0,0,1,14,14,"81.2%"
"4","Pittsburgh Steelers","DST","PIT","2020",2,2,"ppr",4,7,1,1,1,0,1,0,1,13,13,"53.2%"
"5","Chicago Bears","DST","CHI","2020",2,2,"ppr",5,4,1,1,1,0,0,0,1,12,12,"2.2%"
"6","Green Bay Packers","DST","GB","2020",2,2,"ppr",6,4,1,0,0,1,0,0,1,12,12,"80.7%"
"7","Arizona Cardinals","DST","ARI","2020",2,2,"ppr",7,4,0,2,1,0,0,0,1,9,9,"12.3%"
"8","New York Giants","DST","NYG","2020",2,2,"ppr",8,4,2,0,1,0,0,0,1,9,9,"6.2%"
"9","Los Angeles Rams","DST","LAR","2020",2,2,"ppr",9,0,2,1,1,0,0,0,1,7,7,"34.3%"
"10","New England Patriots","DST","NE","2020",2,2,"ppr",10,2,1,0,0,1,0,0,1,6,6,"54.0%"
"11","Tennessee Titans","DST","TEN","2020",2,2,"ppr",11,2,2,0,0,0,0,0,1,5,5,"26.3%"
"12","San Francisco 49ers","DST","SF","2020",2,2,"ppr",12,1,0,0,0,0,0,0,1,5,5,"95.5%"
"13","Denver Broncos","DST","DEN","2020",2,2,"ppr",13,1,1,1,1,0,0,0,1,5,5,"38.8%"
"14","Kansas City Chiefs","DST","KC","2020",2,2,"ppr",14,2,1,0,0,0,0,0,1,5,5,"47.9%"
"15","New York Jets","DST","NYJ","2020",2,2,"ppr",15,3,1,0,1,0,0,0,1,4,4,"21.1%"
"16","New Orleans Saints","DST","NO","2020",2,2,"ppr",16,3,0,1,0,0,0,0,1,4,4,"65.3%"
"17","Washington Commanders","DST","WAS","2020",2,2,"ppr",17,3,1,0,1,0,0,0,1,4,4,"54.8%"
"18","Cleveland Browns","DST","CLE","2020",2,2,"ppr",18,3,0,1,1,0,0,0,1,4,4,"37.2%"
"19","Houston Texans","DST","HOU","2020",2,2,"ppr",19,4,0,0,0,0,0,0,1,4,4,"0.8%"
"20","Minnesota Vikings","DST","MIN","2020",2,2,"ppr",20,2,1,0,1,0,0,0,1,3,3,"23.7%"
"21","Atlanta Falcons","DST","ATL","2020",2,2,"ppr",21,1,0,3,4,0,0,0,1,3,3,"1.7%"
"22","Los Angeles Chargers","DST","LAC","2020",2,2,"ppr",22,1,0,0,0,0,0,0,1,3,3,"30.2%"
"23","Seattle Seahawks","DST","SEA","2020",2,2,"ppr",23,1,1,0,0,0,0,0,1,3,3,"20.5%"
"24","Carolina Panthers","DST","CAR","2020",2,2,"ppr",24,0,1,1,0,0,0,0,1,3,3,"14.1%"
"25","Las Vegas Raiders","DST","LV","2020",2,2,"ppr",25,0,1,0,0,0,0,0,1,2,2,"14.2%"
"26","Buffalo Bills","DST","BUF","2020",2,2,"ppr",26,3,0,0,1,0,0,0,1,2,2,"99.0%"
"27","Miami Dolphins","DST","MIA","2020",2,2,"ppr",27,1,0,1,1,0,0,0,1,2,2,"25.9%"
"28","Philadelphia Eagles","DST","PHI","2020",2,2,"ppr",28,1,0,1,0,0,0,0,1,1,1,"58.2%"
"29","Jacksonville Jaguars","DST","JAC","2020",2,2,"ppr",29,1,0,0,0,0,0,0,1,0,0,"3.8%"
"30","Cincinnati Bengals","DST","CIN","2020",2,2,"ppr",30,0,1,0,0,0,0,0,1,-2,-2,"31.6%"
"31","Detroit Lions","DST","DET","2020",2,2,"ppr",31,1,0,0,0,0,0,0,1,-3,-3,"2.5%"
"32","Dallas Cowboys","DST","DAL","2020",2,2,"ppr",32,1,0,0,0,0,0,0,1,-3,-3,"90.0%"
