"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Stephen Gostkowski","K","FA","2020",3,3,"ppr",1,6,6,100,55,0,0,3,0,3,1,1,1,25,25,"0.0%"
"2","Mason Crosby","K","GB","2020",3,3,"ppr",2,3,3,100,52,0,0,1,1,1,4,4,1,16,16,"3.2%"
"3","Joey Slye","K","WAS","2020",3,3,"ppr",3,5,5,100,31,0,3,2,0,0,0,1,1,15,15,"2.0%"
"4","Matt Prater","K","ARI","2020",3,3,"ppr",4,4,4,100,39,0,1,3,0,0,2,2,1,14,14,"14.9%"
"5","Robbie Gould","K","SF","2020",3,3,"ppr",5,3,4,75,52,0,1,1,0,1,3,3,1,14,14,"42.9%"
"6","Jake Elliott","K","PHI","2020",3,3,"ppr",6,3,3,100,54,0,1,0,1,1,2,2,1,14,14,"27.9%"
"7","Wil Lutz","K","NO","2020",3,3,"ppr",7,3,3,100,45,0,0,2,1,0,3,3,1,13,13,"8.0%"
"8","Graham Gano","K","NYG","2020",3,3,"ppr",8,3,3,100,52,0,0,0,2,1,0,0,1,13,13,"61.0%"
"9","Rodrigo Blankenship","K","FA","2020",3,3,"ppr",9,2,3,66.7,42,0,0,0,2,0,4,4,1,12,12,"0.7%"
"10","Nick Folk","K","NE","2020",3,3,"ppr",10,3,3,100,33,0,1,2,0,0,3,4,1,12,12,"75.5%"
"11","Randy Bullock","K","TEN","2020",3,3,"ppr",11,3,3,100,48,0,1,1,1,0,2,2,1,12,12,"1.5%"
"12","Cody Parkey","K","FA","2020",3,3,"ppr",12,2,2,100,42,0,0,1,1,0,4,4,1,11,11,"0.0%"
"13","Justin Tucker","K","BAL","2020",3,3,"ppr",13,2,2,100,42,0,1,0,1,0,2,2,1,9,9,"99.0%"
"14","Ryan Succop","K","TB","2020",3,3,"ppr",14,2,2,100,43,0,0,1,1,0,2,3,1,9,9,"34.3%"
"15","Greg Zuerlein","K","NYJ","2020",3,3,"ppr",15,2,2,100,43,0,0,0,2,0,1,3,1,9,9,"15.9%"
"16","Chris Boswell","K","PIT","2020",3,3,"ppr",16,2,2,100,33,0,1,1,0,0,2,2,1,8,8,"14.1%"
"17","Daniel Carlson","K","LV","2020",3,3,"ppr",17,2,3,66.7,29,0,2,0,0,0,2,2,1,8,8,"96.6%"
"18","Younghoe Koo","K","ATL","2020",3,3,"ppr",18,2,3,66.7,36,0,1,1,0,0,2,3,1,8,8,"46.2%"
"19","Dan Bailey","K","FA","2020",3,3,"ppr",19,1,2,50,41,0,0,0,1,0,3,3,1,7,7,"0.0%"
"20","Jason Sanders","K","MIA","2020",3,3,"ppr",20,1,1,100,30,0,0,1,0,0,4,4,1,7,7,"13.2%"
"21","Zane Gonzalez","K","CAR","2020",3,3,"ppr",21,1,1,100,54,0,0,0,0,1,2,3,1,7,7,"0.1%"
"22","Brandon McManus","K","DEN","2020",3,3,"ppr",22,1,1,100,56,0,0,0,0,1,1,1,1,6,6,"36.0%"
"23","Cairo Santos","K","CHI","2020",3,3,"ppr",23,1,2,50,35,0,0,1,0,0,3,3,1,6,6,"13.3%"
"24","Sam Sloman","K","FA","2020",3,3,"ppr",24,1,2,50,30,0,0,1,0,0,3,3,1,6,6,"0.0%"
"25","Tyler Bass","K","BUF","2020",3,3,"ppr",25,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"94.4%"
"26","Michael Badgley","K","DET","2020",3,3,"ppr",26,1,1,100,41,0,0,0,1,0,1,1,1,5,5,"27.0%"
"27","Jason Myers","K","SEA","2020",3,3,"ppr",27,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"55.6%"
"28","Harrison Butker","K","KC","2020",3,3,"ppr",28,0,1,0,0,0,0,0,0,0,4,5,1,4,4,"91.8%"
"29","Ka'imi Fairbairn","K","HOU","2020",3,3,"ppr",29,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"2.0%"
"30","Dustin Hopkins","K","LAC","2020",3,3,"ppr",30,0,0,0,0,0,0,0,0,0,2,3,1,2,2,"2.7%"
"31","Brandon Wright","K","FA","2020",3,3,"ppr",31,0,0,0,0,0,0,0,0,0,1,2,1,1,1,"0.0%"
"32","Sam Ficken","K","DET","2020",3,3,"ppr",32,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"33","Ty Long","K","FA","2020",3,3,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
