"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Jonathan Taylor","RB","IND","2020",17,17,"ppr","1","30","253","8.4","56","9","2","1","2","1","1.0","0","0","1","38.4","38.4","100.0%"
"2","Derrick Henry","RB","TEN","2020",17,17,"ppr","2","34","250","7.4","52","8","2","0","0","0","0","0","1","1","35.0","35.0","100.0%"
"3","Darwin Thompson","RB","SEA","2020",17,17,"ppr","3","14","45","3.2","10","0","1","7","7","65","9.3","1","0","1","30.0","30.0","0.0%"
"4","Alexander Mattison","RB","MIN","2020",17,17,"ppr","4","21","95","4.5","20","1","1","3","3","50","16.7","1","0","1","29.5","29.5","27.5%"
"5","David Montgomery","RB","CHI","2020",17,17,"ppr","5","22","69","3.1","8","0","1","9","9","63","7.0","0","0","1","28.2","28.2","95.6%"
"6","J.K. Dobbins","RB","BAL","2020",17,17,"ppr","6","13","160","12.3","72","6","2","0","0","0","0","0","0","1","28.0","28.0","80.2%"
"7","Jeff Wilson Jr.","RB","MIA","2020",17,17,"ppr","7","20","76","3.8","18","0","1","3","7","12","4.0","1","0","1","23.8","23.8","76.6%"
"8","Sony Michel","RB","LAC","2020",17,17,"ppr","8","16","76","4.8","13","0","0","3","3","60","20.0","1","0","1","22.6","22.6","2.2%"
"9","Antonio Williams","RB","FA","2020",17,17,"ppr","9","12","63","5.3","18","0","2","1","1","20","20.0","0","0","1","21.3","21.3","0.0%"
"10","Melvin Gordon III","RB","KC","2020",17,17,"ppr","10","26","93","3.6","15","0","1","4","6","17","4.3","0","0","1","21.0","21.0","29.3%"
"11","David Johnson","RB","NO","2020",17,17,"ppr","11","14","84","6.0","26","1","1","3","5","36","12.0","0","0","1","21.0","21.0","0.1%"
"12","Josh Jacobs","RB","LV","2020",17,17,"ppr","12","15","89","5.9","28","1","2","0","1","0","0","0","0","1","20.9","20.9","99.3%"
"13","Aaron Jones","RB","GB","2020",17,17,"ppr","13","11","42","3.8","10","0","1","4","5","43","10.8","0","0","1","18.5","18.5","99.6%"
"14","Myles Gaskin","RB","MIA","2020",17,17,"ppr","14","7","20","2.9","7","0","1","4","5","57","14.3","0","0","1","17.7","17.7","0.3%"
"15","Austin Ekeler","RB","LAC","2020",17,17,"ppr","15","7","18","2.6","6","0","0","6","7","33","5.5","1","0","1","17.1","17.1","100.0%"
"16","Nick Chubb","RB","CLE","2020",17,17,"ppr","16","14","108","7.7","47","3","1","0","1","0","0","0","0","1","16.8","16.8","99.9%"
"17","Brian Hill","RB","FA","2020",17,17,"ppr","17","9","94","10.4","62","4","0","3","3","42","14.0","0","0","1","16.6","16.6","0.0%"
"18","D'Andre Swift","RB","DET","2020",17,17,"ppr","18","12","54","4.5","13","0","1","3","3","16","5.3","0","0","1","16.0","16.0","97.8%"
"19","Ezekiel Elliott","RB","DAL","2020",17,17,"ppr","19","14","42","3.0","13","0","1","3","4","19","6.3","0","0","1","15.1","15.1","97.0%"
"20","Josh Adams","RB","FA","2020",17,17,"ppr","20","11","47","4.3","10","0","1","2","4","12","6.0","0","0","1","13.9","13.9","0.0%"
"21","Salvon Ahmed","RB","MIA","2020",17,17,"ppr","21","6","29","4.8","16","0","1","3","3","19","6.3","0","0","1","13.8","13.8","0.1%"
"22","Ronald Jones II","RB","KC","2020",17,17,"ppr","22","12","78","6.5","16","0","1","0","0","0","0","0","0","1","13.8","13.8","2.5%"
"23","Justin Jackson","RB","DET","2020",17,17,"ppr","23","9","72","8.0","34","2","0","1","2","32","32.0","0","0","1","13.4","13.4","1.1%"
"24","James White","RB","FA","2020",17,17,"ppr","24","0","0","0","0","0","0","4","7","31","7.8","1","0","1","13.1","13.1","0.1%"
"25","Nyheim Hines","RB","BUF","2020",17,17,"ppr","25","2","17","8.5","20","1","0","6","7","50","8.3","0","0","1","12.7","12.7","29.1%"
"26","Adrian Peterson","RB","FA","2020",17,17,"ppr","26","7","63","9.0","38","2","1","0","0","0","0","0","0","1","12.3","12.3","2.1%"
"27","Ty Montgomery","RB","NE","2020",17,17,"ppr","27","18","105","5.8","36","2","0","1","2","2","2.0","0","0","1","11.7","11.7","0.5%"
"28","Rodney Smith","RB","FA","2020",17,17,"ppr","28","10","40","4.0","8","0","1","1","1","4","4.0","0","0","1","11.4","11.4","0.0%"
"29","James Conner","RB","ARI","2020",17,17,"ppr","29","9","37","4.1","9","0","0","5","8","25","5.0","0","0","1","11.2","11.2","97.8%"
"30","Dare Ogunbowale","RB","HOU","2020",17,17,"ppr","30","14","50","3.6","11","0","0","4","7","22","5.5","0","0","1","11.2","11.2","3.7%"
