"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Jeff Wilson Jr.","RB","MIA","2020",7,7,"ppr","1","17","112","6.6","17","0","3","2","2","8","4.0","0","0","1","32.0","32.0","76.6%"
"2","James Robinson","RB","NYJ","2020",7,7,"ppr","2","22","119","5.4","22","1","1","4","6","18","4.5","1","0","1","31.7","31.7","39.4%"
"3","Alvin Kamara","RB","NO","2020",7,7,"ppr","3","14","83","5.9","32","2","0","8","8","65","8.1","0","0","1","22.8","22.8","99.3%"
"4","Todd Gurley II","RB","FA","2020",7,7,"ppr","4","23","63","2.7","13","0","2","2","3","19","9.5","0","0","1","22.2","22.2","0.1%"
"5","Chase Edmonds","RB","DEN","2020",7,7,"ppr","5","5","58","11.6","32","2","0","7","7","87","12.4","0","0","1","21.5","21.5","23.9%"
"6","Jamaal Williams","RB","DET","2020",7,7,"ppr","6","19","77","4.1","13","0","1","4","5","37","9.3","0","0","1","21.4","21.4","91.0%"
"7","Giovani Bernard","RB","TB","2020",7,7,"ppr","7","13","37","2.8","8","0","0","5","5","59","11.8","1","0","1","20.6","20.6","0.2%"
"8","Kareem Hunt","RB","CLE","2020",7,7,"ppr","8","18","76","4.2","15","0","0","3","4","26","8.7","1","0","1","19.2","19.2","76.3%"
"9","Antonio Gibson","RB","WAS","2020",7,7,"ppr","9","20","128","6.4","40","3","1","0","1","0","0","0","0","1","18.8","18.8","85.6%"
"10","Boston Scott","RB","PHI","2020",7,7,"ppr","10","12","46","3.8","12","0","0","3","5","46","15.3","1","0","1","18.2","18.2","1.3%"
"11","Carlos Hyde","RB","FA","2020",7,7,"ppr","11","15","68","4.5","24","1","1","3","4","8","2.7","0","0","1","16.6","16.6","0.0%"
"12","David Johnson","RB","NO","2020",7,7,"ppr","12","14","42","3.0","13","0","0","4","4","42","10.5","1","1","1","16.4","16.4","0.1%"
"13","Wayne Gallman Jr.","RB","SEA","2020",7,7,"ppr","13","10","34","3.4","14","0","1","5","5","20","4.0","0","0","1","16.4","16.4","0.1%"
"14","Leonard Fournette","RB","TB","2020",7,7,"ppr","14","11","50","4.5","24","1","0","6","7","47","7.8","0","0","1","15.7","15.7","96.9%"
