"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Jared Goff","QB","DET","2017",9,9,"ppr","1","14","22","63.6","311","14.1","4","0","0","0","0","0","0","1","28.4","28.4","60.4%"
"2","Tyrod Taylor","QB","NYG","2017",9,9,"ppr","2","29","40","72.5","285","7.1","2","0","7","6","35","1","1","1","26.9","26.9","0.1%"
"3","Dak Prescott","QB","DAL","2017",9,9,"ppr","3","21","33","63.6","249","7.5","2","0","1","3","27","1","0","1","26.7","26.7","93.5%"
"4","Carson Wentz","QB","WAS","2017",9,9,"ppr","4","15","27","55.6","199","7.4","4","0","1","2","8","0","0","1","24.8","24.8","6.5%"
"5","Jay Cutler","QB","FA","2017",9,9,"ppr","5","34","42","81.0","311","7.4","3","0","1","1","0","0","0","1","24.4","24.4","0.2%"
"6","Russell Wilson","QB","DEN","2017",9,9,"ppr","6","24","45","53.3","297","6.6","2","2","2","10","77","0","0","1","23.6","23.6","43.7%"
"7","Matthew Stafford","QB","LAR","2017",9,9,"ppr","7","26","33","78.8","361","10.9","2","0","1","1","0","0","0","1","22.4","22.4","29.7%"
"8","Cam Newton","QB","FA","2017",9,9,"ppr","8","13","24","54.2","137","5.7","0","0","1","9","86","1","0","1","20.1","20.1","9.1%"
"9","Jacoby Brissett","QB","CLE","2017",9,9,"ppr","9","20","30","66.7","308","10.3","2","0","3","2","12","0","1","1","19.5","19.5","4.8%"
"10","Drew Brees","QB","FA","2017",9,9,"ppr","10","22","27","81.5","263","9.7","2","0","1","4","2","0","0","1","18.7","18.7","35.7%"
"11","Alex Smith","QB","FA","2017",9,9,"ppr","11","25","34","73.5","263","7.7","2","1","2","5","19","0","0","1","18.4","18.4","5.0%"
"12","Matt Ryan","QB","IND","2017",9,9,"ppr","12","24","38","63.2","313","8.2","2","1","2","1","-1","0","0","1","18.4","18.4","10.6%"
"13","Brett Hundley","QB","BAL","2017",9,9,"ppr","13","26","38","68.4","245","6.4","0","0","3","4","22","1","0","1","18.0","18.0","0.0%"
"14","C.J. Beathard","QB","JAC","2017",9,9,"ppr","14","24","51","47.1","294","5.8","0","1","5","3","16","1","0","1","17.4","17.4","0.1%"
"15","Josh McCown","QB","FA","2017",9,9,"ppr","15","14","20","70.0","140","7.0","1","0","1","5","13","1","0","1","16.9","16.9","0.0%"
"16","Blake Bortles","QB","FA","2017",9,9,"ppr","16","24","38","63.2","259","6.8","1","0","0","5","20","0","0","1","16.4","16.4","0.0%"
"17","Marcus Mariota","QB","ATL","2017",9,9,"ppr","17","19","28","67.9","218","7.8","2","1","3","3","6","0","0","1","15.3","15.3","19.4%"
"18","Joe Flacco","QB","NYJ","2017",9,9,"ppr","18","34","52","65.4","261","5.0","2","2","2","1","7","0","0","1","15.1","15.1","0.3%"
"19","Drew Stanton","QB","FA","2017",9,9,"ppr","19","15","30","50.0","201","6.7","2","1","0","4","2","0","0","1","14.2","14.2","0.0%"
"20","Derek Carr","QB","LV","2017",9,9,"ppr","20","21","30","70.0","300","10.0","1","1","1","4","-3","0","0","1","13.7","13.7","64.3%"
"21","Eli Manning","QB","FA","2017",9,9,"ppr","21","20","36","55.6","220","6.1","2","1","2","0","0","0","1","1","12.8","12.8","2.3%"
"22","Tom Savage","QB","FA","2017",9,9,"ppr","22","19","44","43.2","219","5.0","1","0","2","0","0","0","1","1","10.8","10.8","0.0%"
"23","Ryan Fitzpatrick","QB","FA","2017",9,9,"ppr","23","8","15","53.3","68","4.5","1","0","2","3","30","0","0","1","9.7","9.7","0.0%"
"24","Brock Osweiler","QB","FA","2017",9,9,"ppr","24","19","38","50.0","208","5.5","1","2","3","0","0","0","0","1","8.3","8.3","0.0%"
"25","Kirk Cousins","QB","MIN","2017",9,9,"ppr","25","21","31","67.7","247","8.0","0","0","6","3","4","0","1","1","8.3","8.3","87.8%"
"26","Andy Dalton","QB","NO","2017",9,9,"ppr","26","10","18","55.6","136","7.6","0","0","2","3","-1","0","0","1","5.3","5.3","12.2%"
"27","Jameis Winston","QB","NO","2017",9,9,"ppr","27","7","13","53.8","67","5.2","0","0","2","2","8","0","0","1","3.5","3.5","5.6%"
"28","Joe Webb III","QB","FA","2017",9,9,"ppr","28","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"29","Sean Mannion","QB","SEA","2017",9,9,"ppr","29","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"30","Geno Smith","QB","SEA","2017",9,9,"ppr","30","0","2","0.0","0","0.0","0","0","0","1","-1","0","0","1","-0.1","-0.1","87.0%"
"31","Nick Foles","QB","IND","2017",9,9,"ppr","31","1","1","100.0","35","35.0","0","0","1","1","-1","0","1","1","-0.7","-0.7","0.0%"
