"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Alvin Kamara","RB","NO","2022",8,8,"ppr","1","18","62","3.4","9","0","1","9","10","96","10.7","2","0","1","42.8","42.8","99.3%"
"2","Christian McCaffrey","RB","SF","2022",8,8,"ppr","2","18","94","5.2","25","2","1","8","9","55","6.9","1","0","1","40.3","40.3","100.0%"
"3","Derrick Henry","RB","TEN","2022",8,8,"ppr","3","32","219","6.8","41","4","2","1","1","9","9.0","0","0","1","35.8","35.8","100.0%"
"4","Tony Pollard","RB","DAL","2022",8,8,"ppr","4","14","131","9.4","54","4","3","1","1","16","16.0","0","0","1","33.7","33.7","96.8%"
"5","D'Onta Foreman","RB","CAR","2022",8,8,"ppr","5","26","118","4.5","16","0","3","0","1","0","0","0","0","1","31.8","31.8","83.0%"
"6","Nick Chubb","RB","CLE","2022",8,8,"ppr","6","23","101","4.4","21","1","2","1","1","3","3.0","0","0","1","25.4","25.4","99.9%"
"7","Travis Etienne Jr.","RB","JAC","2022",8,8,"ppr","7","24","156","6.5","49","3","1","3","3","6","2.0","0","0","1","25.2","25.2","97.9%"
"8","Dalvin Cook","RB","MIN","2022",8,8,"ppr","8","20","111","5.6","30","2","1","5","6","30","6.0","0","0","1","25.1","25.1","100.0%"
"9","Jamaal Williams","RB","DET","2022",8,8,"ppr","9","10","53","5.3","15","0","2","3","3","23","7.7","0","0","1","22.6","22.6","91.0%"
"10","Rhamondre Stevenson","RB","NE","2022",8,8,"ppr","10","16","71","4.4","35","2","0","7","7","72","10.3","0","0","1","21.3","21.3","97.4%"
"11","Antonio Gibson","RB","WAS","2022",8,8,"ppr","11","7","19","2.7","5","0","0","7","7","58","8.3","1","0","1","20.7","20.7","85.6%"
"12","Aaron Jones","RB","GB","2022",8,8,"ppr","12","20","143","7.2","32","2","0","4","5","14","3.5","0","0","1","19.7","19.7","99.6%"
"13","Tyler Allgeier","RB","ATL","2022",8,8,"ppr","13","14","39","2.8","13","0","0","3","3","46","15.3","1","0","1","17.5","17.5","35.3%"
"14","Kenyan Drake","RB","BAL","2022",8,8,"ppr","14","7","62","8.9","40","3","0","4","4","5","1.3","1","0","1","16.7","16.7","26.8%"
"15","Khalil Herbert","RB","CHI","2022",8,8,"ppr","15","16","99","6.2","36","2","1","0","0","0","0","0","0","1","15.9","15.9","33.3%"
