"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Chase Edmonds","RB","DEN","2019",7,7,"ppr","1","27","126","4.7","22","3","3","2","4","24","12.0","0","0","1","35.0","35.0","23.9%"
"2","Latavius Murray","RB","DEN","2019",7,7,"ppr","2","27","119","4.4","17","0","2","5","6","31","6.2","0","0","1","32.0","32.0","75.6%"
"3","Dalvin Cook","RB","MIN","2019",7,7,"ppr","3","25","142","5.7","23","1","2","1","2","7","7.0","0","0","1","27.9","27.9","100.0%"
"4","Ezekiel Elliott","RB","DAL","2019",7,7,"ppr","4","22","111","5.0","16","0","1","6","7","36","6.0","0","0","1","26.7","26.7","97.0%"
"5","Austin Ekeler","RB","LAC","2019",7,7,"ppr","5","5","7","1.4","3","0","0","7","8","118","16.9","1","0","1","25.5","25.5","100.0%"
"6","Sony Michel","RB","LAC","2019",7,7,"ppr","6","19","42","2.2","11","0","3","1","2","-8","-8.0","0","0","1","22.4","22.4","2.2%"
"7","Aaron Jones","RB","GB","2019",7,7,"ppr","7","12","50","4.2","15","0","0","4","4","33","8.3","1","0","1","18.3","18.3","99.6%"
"8","Derrick Henry","RB","TEN","2019",7,7,"ppr","8","22","90","4.1","12","0","1","1","1","18","18.0","0","0","1","17.8","17.8","100.0%"
"9","Saquon Barkley","RB","NYG","2019",7,7,"ppr","9","18","72","4.0","20","1","1","3","5","8","2.7","0","0","1","17.0","17.0","100.0%"
"10","Royce Freeman","RB","HOU","2019",7,7,"ppr","10","10","35","3.5","14","0","1","4","5","32","8.0","0","0","1","16.7","16.7","0.0%"
"11","Leonard Fournette","RB","TB","2019",7,7,"ppr","11","29","131","4.5","20","1","0","2","2","14","7.0","0","0","1","16.5","16.5","96.9%"
"12","Josh Jacobs","RB","LV","2019",7,7,"ppr","12","21","124","5.9","42","4","0","3","3","10","3.3","0","0","1","16.4","16.4","99.3%"
"13","Jamaal Williams","RB","DET","2019",7,7,"ppr","13","3","5","1.7","3","0","0","4","5","26","6.5","1","0","1","13.1","13.1","91.0%"
"14","James White","RB","FA","2019",7,7,"ppr","14","5","0","0.0","3","0","0","7","8","59","8.4","0","0","1","12.9","12.9","0.1%"
"15","Todd Gurley II","RB","FA","2019",7,7,"ppr","15","18","41","2.3","10","0","0","1","1","13","13.0","1","0","1","12.4","12.4","0.1%"
"16","Tarik Cohen","RB","FA","2019",7,7,"ppr","16","3","10","3.3","9","0","0","9","12","19","2.1","0","0","1","11.9","11.9","0.0%"
"17","Chris Carson","RB","FA","2019",7,7,"ppr","17","21","65","3.1","9","0","0","3","5","9","3.0","0","0","1","10.4","10.4","0.3%"
"18","Ty Johnson","RB","NYJ","2019",7,7,"ppr","18","10","29","2.9","6","0","0","4","4","28","7.0","0","0","1","9.7","9.7","3.4%"
"19","LeSean McCoy","RB","FA","2019",7,7,"ppr","19","12","64","5.3","22","1","0","2","2","12","6.0","0","0","1","9.6","9.6","2.0%"
"20","Melvin Gordon III","RB","KC","2019",7,7,"ppr","20","16","32","2.0","6","0","0","2","3","-3","-1.5","1","1","1","8.9","8.9","29.3%"
"21","Kenyan Drake","RB","BAL","2019",7,7,"ppr","21","6","21","3.5","11","0","0","3","4","37","12.3","0","0","1","8.8","8.8","26.8%"
"22","Le'Veon Bell","RB","FA","2019",7,7,"ppr","22","15","70","4.7","19","0","0","1","4","6","6.0","0","0","1","8.6","8.6","0.1%"
"23","Marlon Mack","RB","DEN","2019",7,7,"ppr","23","18","44","2.4","7","0","0","3","3","12","4.0","0","0","1","8.6","8.6","5.3%"
"24","C.J. Ham","RB","MIN","2019",7,7,"ppr","24","1","9","9.0","9","0","0","1","1","5","5.0","1","0","1","8.4","8.4","0.1%"
"25","Brandon Bolden","RB","LV","2019",7,7,"ppr","25","1","2","2.0","2","0","0","4","4","39","9.8","0","0","1","8.1","8.1","0.2%"
"26","Tevin Coleman","RB","SF","2019",7,7,"ppr","26","20","62","3.1","9","0","0","2","2","-1","-0.5","0","0","1","8.1","8.1","0.6%"
