"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Leonard Fournette","RB","TB","2021",12,12,"ppr","1","17","100","5.9","28","1","3","7","8","31","4.4","1","0","1","44.1","44.1","96.9%"
"2","Joe Mixon","RB","CIN","2021",12,12,"ppr","2","28","165","5.9","32","3","2","4","4","-2","-0.5","0","0","1","32.3","32.3","99.9%"
"3","Elijah Mitchell","RB","SF","2021",12,12,"ppr","3","27","133","4.9","15","0","1","5","6","35","7.0","0","0","1","27.8","27.8","30.1%"
"4","Cordarrelle Patterson","RB","ATL","2021",12,12,"ppr","4","16","108","6.8","27","1","2","2","3","27","13.5","0","0","1","27.5","27.5","85.6%"
"5","Antonio Gibson","RB","WAS","2021",12,12,"ppr","5","29","111","3.8","17","0","0","7","7","35","5.0","0","0","1","23.6","23.6","85.6%"
"6","J.D. McKissic","RB","WAS","2021",12,12,"ppr","6","7","30","4.3","10","0","1","5","5","26","5.2","1","0","1","22.6","22.6","8.4%"
"7","Austin Ekeler","RB","LAC","2021",12,12,"ppr","7","12","31","2.6","6","0","0","6","8","68","11.3","1","0","1","21.9","21.9","100.0%"
"8","Javonte Williams","RB","DEN","2021",12,12,"ppr","8","14","54","3.9","12","0","1","3","4","57","19.0","0","0","1","20.1","20.1","24.5%"
"9","AJ Dillon","RB","GB","2021",12,12,"ppr","9","20","69","3.5","8","0","0","5","5","21","4.2","1","0","1","20.0","20.0","77.4%"
"10","Jonathan Taylor","RB","IND","2021",12,12,"ppr","10","16","83","5.2","15","0","1","4","5","14","3.5","0","0","1","19.7","19.7","100.0%"
"11","Josh Jacobs","RB","LV","2021",12,12,"ppr","11","22","87","4.0","21","1","1","2","4","25","12.5","0","0","1","19.2","19.2","99.3%"
"12","Myles Gaskin","RB","MIA","2021",12,12,"ppr","12","16","49","3.1","8","0","2","2","2","3","1.5","0","0","1","19.2","19.2","0.3%"
"13","Dontrell Hilliard","RB","TEN","2021",12,12,"ppr","13","12","131","10.9","68","4","1","1","2","2","2.0","0","1","1","18.3","18.3","8.0%"
"14","Darrell Henderson Jr.","RB","FA","2021",12,12,"ppr","14","16","55","3.4","7","0","0","4","4","18","4.5","1","0","1","17.3","17.3","25.4%"
"15","Ezekiel Elliott","RB","DAL","2021",12,12,"ppr","15","9","25","2.8","8","0","1","6","8","24","4.0","0","0","1","16.9","16.9","97.0%"
"16","Tony Pollard","RB","DAL","2021",12,12,"ppr","16","10","36","3.6","12","0","0","4","4","32","8.0","0","0","1","16.8","16.8","96.8%"
"17","Dalvin Cook","RB","MIN","2021",12,12,"ppr","17","10","39","3.9","30","2","0","6","7","64","10.7","0","1","1","14.3","14.3","100.0%"
"18","Matt Breida","RB","NYG","2021",12,12,"ppr","18","9","26","2.9","9","0","0","2","2","29","14.5","1","0","1","13.5","13.5","4.5%"
"19","Jamaal Williams","RB","DET","2021",12,12,"ppr","19","15","65","4.3","19","0","0","5","5","18","3.6","0","0","1","13.3","13.3","91.0%"
"20","Boston Scott","RB","PHI","2021",12,12,"ppr","20","15","64","4.3","12","0","1","2","3","8","4.0","0","1","1","13.2","13.2","1.3%"
"21","James Robinson","RB","NYJ","2021",12,12,"ppr","21","17","86","5.1","12","0","0","3","4","29","9.7","0","1","1","12.5","12.5","39.4%"
"22","Damien Harris","RB","NE","2021",12,12,"ppr","22","11","40","3.6","14","0","1","1","1","12","12.0","0","0","1","12.2","12.2","56.6%"
"23","Alexander Mattison","RB","MIN","2021",12,12,"ppr","23","7","21","3.0","7","0","1","2","3","7","3.5","0","0","1","10.8","10.8","27.5%"
