"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Dustin Hopkins","K","LAC","2016",3,3,"ppr",1,5,5,100,49,0,1,2,2,0,2,2,1,19,19,"2.7%"
"2","Justin Tucker","K","BAL","2016",3,3,"ppr",2,4,4,100,53,0,0,1,2,1,1,1,1,17,17,"99.0%"
"3","Stephen Hauschka","K","FA","2016",3,3,"ppr",3,3,3,100,33,0,1,2,0,0,4,4,1,13,13,"0.0%"
"4","Matt Prater","K","ARI","2016",3,3,"ppr",4,2,3,66.7,50,0,0,0,1,1,3,3,1,12,12,"14.9%"
"5","Cody Parkey","K","FA","2016",3,3,"ppr",5,3,6,50,48,0,0,1,2,0,1,1,1,12,12,"0.0%"
"6","Mason Crosby","K","GB","2016",3,3,"ppr",6,2,2,100,46,0,0,1,1,0,4,4,1,11,11,"3.2%"
"7","Josh Lambo","K","FA","2016",3,3,"ppr",7,3,3,100,42,0,1,1,1,0,1,2,1,11,11,"0.0%"
"8","Caleb Sturgis","K","FA","2016",3,3,"ppr",8,2,2,100,38,0,1,1,0,0,4,4,1,10,10,"0.0%"
"9","Dan Carpenter","K","FA","2016",3,3,"ppr",9,2,2,100,45,1,0,0,1,0,3,4,1,10,10,"0.2%"
"10","Josh Brown","K","FA","2016",3,3,"ppr",10,2,2,100,30,0,1,1,0,0,3,3,1,9,9,"0.0%"
"11","Greg Zuerlein","K","NYJ","2016",3,3,"ppr",11,1,1,100,53,0,0,0,0,1,4,4,1,9,9,"15.9%"
"12","Stephen Gostkowski","K","FA","2016",3,3,"ppr",12,2,2,100,25,0,2,0,0,0,3,3,1,9,9,"0.0%"
"13","Matt Bryant","K","FA","2016",3,3,"ppr",13,1,1,100,21,0,1,0,0,0,6,6,1,9,9,"1.1%"
"14","Dan Bailey","K","FA","2016",3,3,"ppr",14,1,2,50,49,0,0,0,1,0,4,4,1,8,8,"0.0%"
"15","Wil Lutz","K","NO","2016",3,3,"ppr",15,1,1,100,57,0,0,0,0,1,3,3,1,8,8,"8.0%"
"16","Adam Vinatieri","K","FA","2016",3,3,"ppr",16,2,2,100,38,0,0,2,0,0,2,2,1,8,8,"0.2%"
"17","Sebastian Janikowski","K","FA","2016",3,3,"ppr",17,1,1,100,52,0,0,0,0,1,2,2,1,7,7,"20.0%"
"18","Chandler Catanzaro","K","FA","2016",3,3,"ppr",18,1,1,100,60,0,0,0,0,1,1,1,1,6,6,"0.0%"
"19","Cairo Santos","K","CHI","2016",3,3,"ppr",19,1,1,100,27,0,1,0,0,0,3,3,1,6,6,"13.3%"
"20","Blair Walsh","K","FA","2016",3,3,"ppr",20,2,2,100,31,0,1,1,0,0,0,1,1,6,6,"0.1%"
"21","Andrew Franks","K","FA","2016",3,3,"ppr",21,1,1,100,37,0,0,1,0,0,3,3,1,6,6,"0.0%"
"22","Jason Myers","K","SEA","2016",3,3,"ppr",22,1,2,50,49,0,0,0,1,0,2,2,1,6,6,"55.6%"
"23","Mike Nugent","K","FA","2016",3,3,"ppr",23,1,1,100,34,0,0,1,0,0,2,2,1,5,5,"1.0%"
"24","Graham Gano","K","NYG","2016",3,3,"ppr",24,1,2,50,48,0,0,0,1,0,1,1,1,5,5,"61.0%"
"25","Brandon McManus","K","DEN","2016",3,3,"ppr",25,1,1,100,20,0,1,0,0,0,2,3,1,5,5,"36.0%"
"26","Connor Barth","K","FA","2016",3,3,"ppr",26,1,1,100,34,0,0,1,0,0,2,2,1,5,5,"0.0%"
"27","Chris Boswell","K","PIT","2016",3,3,"ppr",27,1,2,50,40,0,0,0,1,0,0,0,1,4,4,"14.1%"
"28","Phil Dawson","K","FA","2016",3,3,"ppr",28,1,2,50,22,0,1,0,0,0,1,1,1,4,4,"0.1%"
"29","Ryan Succop","K","TB","2016",3,3,"ppr",29,1,1,100,34,0,0,1,0,0,1,1,1,4,4,"34.3%"
"30","Nick Folk","K","NE","2016",3,3,"ppr",30,1,1,100,28,0,1,0,0,0,0,0,1,3,3,"75.5%"
"31","Roberto Aguayo","K","FA","2016",3,3,"ppr",31,0,1,0,0,0,0,0,0,0,2,3,1,2,2,"0.1%"
"32","Jonathan Brown","K","FA","2016",3,3,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"33","Nick Novak","K","FA","2016",3,3,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.1%"
"34","Jordan Gay","K","FA","2016",3,3,"ppr",34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
