"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Derrick Henry","RB","TEN","2021",6,6,"ppr","1","20","143","7.2","76","4","3","2","3","13","6.5","0","0","1","35.6","35.6","100.0%"
"2","Leonard Fournette","RB","TB","2021",6,6,"ppr","2","22","81","3.7","20","1","2","6","6","46","7.7","0","0","1","30.7","30.7","96.9%"
"3","Jonathan Taylor","RB","IND","2021",6,6,"ppr","3","14","145","10.4","83","4","2","1","2","13","13.0","0","0","1","28.8","28.8","100.0%"
"4","Joe Mixon","RB","CIN","2021",6,6,"ppr","4","18","94","5.2","18","0","0","5","6","59","11.8","1","0","1","26.3","26.3","99.9%"
"5","Najee Harris","RB","PIT","2021",6,6,"ppr","5","24","81","3.4","10","0","0","6","7","46","7.7","1","0","1","24.7","24.7","97.4%"
"6","Darrell Henderson Jr.","RB","FA","2021",6,6,"ppr","6","21","78","3.7","10","0","1","2","3","29","14.5","1","0","1","24.7","24.7","25.4%"
"7","Darrel Williams","RB","ARI","2021",6,6,"ppr","7","21","62","3.0","11","0","2","3","4","27","9.0","0","0","1","23.9","23.9","1.5%"
"8","Dalvin Cook","RB","MIN","2021",6,6,"ppr","8","29","140","4.8","23","1","1","2","2","3","1.5","0","0","1","22.3","22.3","100.0%"
"9","Kenyan Drake","RB","BAL","2021",6,6,"ppr","9","4","34","8.5","18","0","1","2","2","39","19.5","1","0","1","21.3","21.3","26.8%"
"10","Aaron Jones","RB","GB","2021",6,6,"ppr","10","13","76","5.8","28","1","0","4","4","34","8.5","1","0","1","21.0","21.0","99.6%"
"11","Khalil Herbert","RB","CHI","2021",6,6,"ppr","11","19","97","5.1","25","1","1","2","3","15","7.5","0","0","1","19.2","19.2","33.3%"
"12","James Robinson","RB","NYJ","2021",6,6,"ppr","12","17","73","4.3","24","1","1","3","4","28","9.3","0","0","1","19.1","19.1","39.4%"
"13","J.D. McKissic","RB","WAS","2021",6,6,"ppr","13","8","45","5.6","11","0","0","8","10","65","8.1","0","0","1","19.0","19.0","8.4%"
"14","Ezekiel Elliott","RB","DAL","2021",6,6,"ppr","14","17","69","4.1","21","1","0","7","9","50","7.1","0","0","1","18.9","18.9","97.0%"
"15","Damien Harris","RB","NE","2021",6,6,"ppr","15","18","101","5.6","21","2","1","1","1","7","7.0","0","0","1","17.8","17.8","56.6%"
"16","D'Andre Swift","RB","DET","2021",6,6,"ppr","16","13","24","1.8","9","0","1","5","7","43","8.6","0","0","1","17.7","17.7","97.8%"
"17","Alex Collins","RB","FA","2021",6,6,"ppr","17","20","101","5.1","21","1","1","1","1","-3","-3.0","0","0","1","16.8","16.8","19.0%"
"18","Chris Evans","RB","CIN","2021",6,6,"ppr","18","4","18","4.5","6","0","0","3","3","49","16.3","1","0","1","15.7","15.7","0.5%"
"19","Rhamondre Stevenson","RB","NE","2021",6,6,"ppr","19","5","23","4.6","11","0","1","3","3","39","13.0","0","0","1","15.2","15.2","97.4%"
"20","Josh Jacobs","RB","LV","2021",6,6,"ppr","20","16","53","3.3","6","0","1","1","1","29","29.0","0","0","1","15.2","15.2","99.3%"
"21","Latavius Murray","RB","DEN","2021",6,6,"ppr","21","9","44","4.9","14","0","1","2","2","12","6.0","0","0","1","13.6","13.6","75.6%"
"22","Chuba Hubbard","RB","CAR","2021",6,6,"ppr","22","16","61","3.8","9","0","1","1","3","4","4.0","0","0","1","13.5","13.5","32.2%"
"23","Devonta Freeman","RB","FA","2021",6,6,"ppr","23","9","53","5.9","16","0","1","0","2","0","0","0","0","1","11.3","11.3","0.0%"
"24","Devontae Booker","RB","FA","2021",6,6,"ppr","24","12","41","3.4","14","0","0","4","4","28","7.0","0","0","1","10.9","10.9","0.0%"
"25","Kareem Hunt","RB","CLE","2021",6,6,"ppr","25","14","66","4.7","17","0","0","3","3","12","4.0","0","0","1","10.8","10.8","76.3%"
