"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Joe Burrow","QB","CIN","2022",7,7,"ppr","1","34","42","81.0","481","11.5","3","0","3","3","20","1","0","1","39.2","39.2","99.4%"
"2","Andy Dalton","QB","NO","2022",7,7,"ppr","2","30","47","63.8","361","7.7","4","3","0","4","21","0","0","1","29.5","29.5","12.2%"
"3","Daniel Jones","QB","NYG","2022",7,7,"ppr","3","19","30","63.3","202","6.7","1","0","1","11","107","1","0","1","28.8","28.8","58.2%"
"4","Patrick Mahomes II","QB","KC","2022",7,7,"ppr","4","25","34","73.5","423","12.4","3","1","1","0","0","0","0","1","27.9","27.9","100.0%"
"5","Justin Fields","QB","CHI","2022",7,7,"ppr","5","13","21","61.9","179","8.5","1","1","4","14","82","1","0","1","24.4","24.4","95.3%"
"6","Davis Mills","QB","HOU","2022",7,7,"ppr","6","28","41","68.3","302","7.4","2","1","1","0","0","0","0","1","19.1","19.1","3.4%"
"7","Justin Herbert","QB","LAC","2022",7,7,"ppr","7","33","51","64.7","293","5.7","2","1","3","3","22","0","1","1","19.1","19.1","98.8%"
"8","Trevor Lawrence","QB","JAC","2022",7,7,"ppr","8","22","43","51.2","310","7.2","0","0","0","4","3","1","0","1","18.7","18.7","75.8%"
"9","Jimmy Garoppolo","QB","SF","2022",7,7,"ppr","9","25","37","67.6","303","8.2","2","1","5","2","2","0","1","1","17.3","17.3","16.2%"
"10","Kyler Murray","QB","ARI","2022",7,7,"ppr","10","20","29","69.0","204","7.0","1","0","2","7","30","0","0","1","17.2","17.2","62.1%"
"11","Tua Tagovailoa","QB","MIA","2022",7,7,"ppr","11","21","35","60.0","261","7.5","1","0","0","4","15","0","0","1","15.9","15.9","94.7%"
"12","Aaron Rodgers","QB","GB","2022",7,7,"ppr","12","23","35","65.7","194","5.5","2","0","0","0","0","0","0","1","15.8","15.8","75.1%"
"13","Taylor Heinicke","QB","WAS","2022",7,7,"ppr","13","20","33","60.6","201","6.1","2","1","1","2","4","0","0","1","15.4","15.4","14.0%"
"14","PJ Walker","QB","CAR","2022",7,7,"ppr","14","16","22","72.7","177","8.0","2","0","1","0","0","0","0","1","15.1","15.1","0.7%"
"15","Geno Smith","QB","SEA","2022",7,7,"ppr","15","20","27","74.1","210","7.8","2","1","2","4","7","0","1","1","14.1","14.1","87.0%"
"16","Derek Carr","QB","LV","2022",7,7,"ppr","16","21","27","77.8","241","8.9","1","0","1","3","-1","0","0","1","13.5","13.5","64.3%"
"17","Kenny Pickett","QB","PIT","2022",7,7,"ppr","17","32","44","72.7","257","5.8","1","3","2","3","20","0","0","1","13.3","13.3","10.2%"
"18","Dak Prescott","QB","DAL","2022",7,7,"ppr","18","19","25","76.0","207","8.3","1","0","2","3","0","0","0","1","12.3","12.3","93.5%"
"19","Marcus Mariota","QB","ATL","2022",7,7,"ppr","19","8","13","61.5","124","9.5","1","0","3","6","31","0","0","1","12.1","12.1","19.4%"
"20","Matt Ryan","QB","IND","2022",7,7,"ppr","20","33","44","75.0","243","5.5","1","2","3","1","2","0","0","1","11.9","11.9","10.6%"
"21","Tom Brady","QB","TB","2022",7,7,"ppr","21","32","49","65.3","290","5.9","0","0","1","1","1","0","0","1","11.7","11.7","86.0%"
"22","Lamar Jackson","QB","BAL","2022",7,7,"ppr","22","9","16","56.3","120","7.5","0","0","3","10","59","0","0","1","10.7","10.7","96.8%"
"23","Jacoby Brissett","QB","CLE","2022",7,7,"ppr","23","22","27","81.5","258","9.6","0","0","5","3","18","0","1","1","10.1","10.1","4.8%"
"24","Brett Rypien","QB","DEN","2022",7,7,"ppr","24","24","46","52.2","225","4.9","0","1","1","3","9","0","0","1","8.9","8.9","0.9%"
"25","Bailey Zappe","QB","NE","2022",7,7,"ppr","25","14","22","63.6","185","8.4","1","2","1","2","-1","0","1","1","7.3","7.3","0.3%"
