"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Deshaun Watson","QB","CLE","2020",12,12,"ppr","1","17","25","68.0","318","12.7","4","0","2","8","24","0","0","1","33.1","33.1","75.7%"
"2","Patrick Mahomes II","QB","KC","2020",12,12,"ppr","2","37","49","75.5","462","9.4","3","0","2","4","28","0","1","1","31.3","31.3","100.0%"
"3","Kirk Cousins","QB","MIN","2020",12,12,"ppr","3","34","45","75.6","307","6.8","3","0","2","3","19","0","1","1","26.2","26.2","87.8%"
"4","Aaron Rodgers","QB","GB","2020",12,12,"ppr","4","21","29","72.4","211","7.3","4","0","0","2","12","0","0","1","25.6","25.6","75.1%"
"5","Tom Brady","QB","TB","2020",12,12,"ppr","5","27","41","65.9","345","8.4","3","2","1","1","-1","0","0","1","23.7","23.7","86.0%"
"6","Mitch Trubisky","QB","PIT","2020",12,12,"ppr","6","26","46","56.5","242","5.3","3","2","3","3","10","0","1","1","20.7","20.7","0.8%"
"7","Carson Wentz","QB","WAS","2020",12,12,"ppr","7","25","45","55.6","215","4.8","2","1","6","5","42","0","0","1","19.8","19.8","6.5%"
"8","Ryan Fitzpatrick","QB","FA","2020",12,12,"ppr","8","24","39","61.5","257","6.6","2","0","4","3","10","0","0","1","19.3","19.3","0.0%"
"9","Ryan Tannehill","QB","TEN","2020",12,12,"ppr","9","13","22","59.1","221","10.0","1","0","1","2","3","1","0","1","19.1","19.1","28.5%"
"10","Philip Rivers","QB","FA","2020",12,12,"ppr","10","24","42","57.1","295","7.0","2","1","1","0","0","0","0","1","18.8","18.8","20.6%"
"11","Taysom Hill","QB","NO","2020",12,12,"ppr","11","9","16","56.3","78","4.9","0","1","3","10","44","2","0","1","18.5","18.5","45.3%"
"12","Baker Mayfield","QB","LAR","2020",12,12,"ppr","12","19","29","65.5","258","8.9","2","0","2","4","1","0","0","1","18.4","18.4","6.6%"
"13","Mike Glennon","QB","FA","2020",12,12,"ppr","13","20","35","57.1","235","6.7","2","0","0","2","6","0","0","1","18.0","18.0","1.0%"
"14","Justin Herbert","QB","LAC","2020",12,12,"ppr","14","31","52","59.6","316","6.1","1","1","3","2","-2","0","0","1","17.4","17.4","98.8%"
"15","Matthew Stafford","QB","LAR","2020",12,12,"ppr","15","28","42","66.7","295","7.0","1","1","4","1","3","0","0","1","17.1","17.1","29.7%"
"16","Josh Allen","QB","BUF","2020",12,12,"ppr","16","18","24","75.0","157","6.5","1","1","2","9","32","1","1","1","16.5","16.5","100.0%"
"17","Matt Ryan","QB","IND","2020",12,12,"ppr","17","22","39","56.4","185","4.7","2","1","1","1","5","0","0","1","14.9","14.9","10.6%"
"18","Teddy Bridgewater","QB","MIA","2020",12,12,"ppr","18","19","36","52.8","267","7.4","1","1","0","2","12","0","0","1","14.9","14.9","0.6%"
"19","Russell Wilson","QB","DEN","2020",12,12,"ppr","19","22","31","71.0","230","7.4","1","0","2","6","12","0","0","1","14.4","14.4","43.7%"
"20","Ben Roethlisberger","QB","FA","2020",12,12,"ppr","20","36","51","70.6","266","5.2","1","1","0","1","-1","0","0","1","13.5","13.5","13.6%"
"21","Andy Dalton","QB","NO","2020",12,12,"ppr","21","25","35","71.4","215","6.1","1","1","3","3","17","0","0","1","13.3","13.3","12.2%"
"22","Jacoby Brissett","QB","CLE","2020",12,12,"ppr","22","0","2","0.0","0","0.0","0","0","1","4","3","2","0","1","12.3","12.3","4.8%"
"23","Daniel Jones","QB","NYG","2020",12,12,"ppr","23","16","27","59.3","213","7.9","0","0","0","6","19","0","0","1","10.4","10.4","58.2%"
"24","Alex Smith","QB","FA","2020",12,12,"ppr","24","19","26","73.1","149","5.7","1","1","3","3","1","0","0","1","9.1","9.1","5.0%"
"25","Nick Mullens","QB","MIN","2020",12,12,"ppr","25","24","35","68.6","252","7.2","0","1","2","0","0","0","0","1","9.1","9.1","0.0%"
"26","Kyler Murray","QB","ARI","2020",12,12,"ppr","26","23","34","67.6","170","5.0","0","1","2","5","31","0","0","1","8.9","8.9","62.1%"
"27","Trace McSorley","QB","ARI","2020",12,12,"ppr","27","2","6","33.3","77","12.8","1","0","0","3","16","0","0","1","8.7","8.7","0.1%"
"28","Brandon Allen","QB","CIN","2020",12,12,"ppr","28","17","29","58.6","136","4.7","1","1","2","4","7","0","1","1","7.1","7.1","0.1%"
"29","Sam Darnold","QB","CAR","2020",12,12,"ppr","29","16","27","59.3","197","7.3","0","2","3","2","9","0","0","1","6.8","6.8","3.9%"
"30","Cam Newton","QB","FA","2020",12,12,"ppr","30","9","18","50.0","84","4.7","0","2","3","9","46","0","0","1","6.0","6.0","9.1%"
"31","Robert Griffin III","QB","FA","2020",12,12,"ppr","31","7","12","58.3","33","2.8","0","1","3","7","68","0","1","1","5.1","5.1","1.0%"
"32","Jared Goff","QB","DET","2020",12,12,"ppr","32","19","31","61.3","198","6.4","0","2","2","5","11","0","1","1","5.0","5.0","60.4%"
"33","Colt McCoy","QB","ARI","2020",12,12,"ppr","33","6","10","60.0","31","3.1","0","0","0","5","7","0","0","1","1.9","1.9","2.3%"
