"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Arizona Cardinals","DST","ARI","2021",3,3,"ppr",1,3,2,2,3,1,0,0,1,21,21,"12.3%"
"2","New Orleans Saints","DST","NO","2021",3,3,"ppr",2,2,3,0,0,1,0,0,1,20,20,"65.3%"
"3","Denver Broncos","DST","DEN","2021",3,3,"ppr",3,5,2,0,0,0,0,0,1,19,19,"38.8%"
"4","Cleveland Browns","DST","CLE","2021",3,3,"ppr",4,9,0,0,0,0,0,0,1,16,16,"37.2%"
"5","Dallas Cowboys","DST","DAL","2021",3,3,"ppr",5,2,2,0,0,1,0,0,1,13,13,"90.0%"
"6","Cincinnati Bengals","DST","CIN","2021",3,3,"ppr",6,4,2,0,1,0,0,0,1,12,12,"31.6%"
"7","Los Angeles Chargers","DST","LAC","2021",3,3,"ppr",7,2,2,2,2,0,0,0,1,10,10,"30.2%"
"8","Miami Dolphins","DST","MIA","2021",3,3,"ppr",8,3,1,0,1,1,0,0,1,10,10,"25.9%"
"9","Jacksonville Jaguars","DST","JAC","2021",3,3,"ppr",9,0,1,0,0,0,0,0,1,8,8,"3.8%"
"10","Philadelphia Eagles","DST","PHI","2021",3,3,"ppr",10,4,0,1,1,1,0,0,1,8,8,"58.2%"
"11","Carolina Panthers","DST","CAR","2021",3,3,"ppr",11,4,0,0,0,0,0,0,1,8,8,"14.1%"
"12","Buffalo Bills","DST","BUF","2021",3,3,"ppr",12,1,2,1,1,0,0,0,1,7,7,"99.0%"
"13","Detroit Lions","DST","DET","2021",3,3,"ppr",13,4,1,0,1,0,0,0,1,7,7,"2.5%"
"14","Green Bay Packers","DST","GB","2021",3,3,"ppr",14,4,1,1,1,0,0,0,1,7,7,"80.7%"
"15","Indianapolis Colts","DST","IND","2021",3,3,"ppr",15,1,2,1,1,0,0,0,1,7,7,"52.4%"
"16","New York Giants","DST","NYG","2021",3,3,"ppr",16,3,0,1,1,0,0,0,1,6,6,"6.2%"
"17","Chicago Bears","DST","CHI","2021",3,3,"ppr",17,5,0,0,0,0,0,0,1,5,5,"2.2%"
"18","Atlanta Falcons","DST","ATL","2021",3,3,"ppr",18,2,0,1,2,0,0,0,1,5,5,"1.7%"
"19","New York Jets","DST","NYJ","2021",3,3,"ppr",19,2,0,1,1,0,0,0,1,4,4,"21.1%"
"20","Las Vegas Raiders","DST","LV","2021",3,3,"ppr",20,2,0,0,1,0,1,0,1,4,4,"14.2%"
"21","Minnesota Vikings","DST","MIN","2021",3,3,"ppr",21,2,0,0,0,0,0,0,1,3,3,"23.7%"
"22","New England Patriots","DST","NE","2021",3,3,"ppr",22,3,0,0,0,0,0,0,1,3,3,"54.0%"
"23","Houston Texans","DST","HOU","2021",3,3,"ppr",23,3,0,0,2,0,0,0,1,3,3,"0.8%"
"24","Baltimore Ravens","DST","BAL","2021",3,3,"ppr",24,2,0,0,0,0,0,0,1,3,3,"89.6%"
"25","Los Angeles Rams","DST","LAR","2021",3,3,"ppr",25,3,0,0,2,0,0,0,1,3,3,"34.3%"
"26","Tennessee Titans","DST","TEN","2021",3,3,"ppr",26,2,0,0,0,0,0,0,1,3,3,"26.3%"
"27","Pittsburgh Steelers","DST","PIT","2021",3,3,"ppr",27,0,1,0,0,0,0,0,1,2,2,"53.2%"
"28","Kansas City Chiefs","DST","KC","2021",3,3,"ppr",28,1,0,0,1,0,0,0,1,0,0,"47.9%"
"29","Seattle Seahawks","DST","SEA","2021",3,3,"ppr",29,1,0,0,1,0,0,0,1,0,0,"20.5%"
"30","San Francisco 49ers","DST","SF","2021",3,3,"ppr",30,1,0,0,1,0,0,0,1,0,0,"95.5%"
"31","Tampa Bay Buccaneers","DST","TB","2021",3,3,"ppr",31,1,0,0,1,0,0,0,1,0,0,"81.2%"
"32","Washington Commanders","DST","WAS","2021",3,3,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"54.8%"
