"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Cole Beasley","WR","BUF","2020",10,10,"ppr","1","11","13","109","9.9","22","1","1","0","0","0","0","1","27.9","27.9","1.5%"
"2","DeAndre Hopkins","WR","ARI","2020",10,10,"ppr","2","7","12","127","18.1","43","6","1","0","0","0","0","1","25.7","25.7","98.4%"
"3","Stefon Diggs","WR","BUF","2020",10,10,"ppr","3","10","10","93","9.3","21","2","1","0","0","0","0","1","25.3","25.3","100.0%"
"4","Marquez Valdes-Scantling","WR","KC","2020",10,10,"ppr","4","4","6","149","37.3","78","7","1","0","0","0","0","1","24.9","24.9","45.8%"
"5","Diontae Johnson","WR","PIT","2020",10,10,"ppr","5","6","11","116","19.3","46","3","1","0","0","0","0","1","23.6","23.6","85.3%"
"6","Marvin Jones Jr.","WR","JAC","2020",10,10,"ppr","6","8","10","96","12.0","27","1","1","0","0","0","0","1","23.6","23.6","13.1%"
"7","Willie Snead IV","WR","SF","2020",10,10,"ppr","7","5","7","64","12.8","21","1","2","0","0","0","0","1","23.4","23.4","0.0%"
"8","JuJu Smith-Schuster","WR","KC","2020",10,10,"ppr","8","9","13","77","8.6","24","1","1","0","0","0","0","1","22.7","22.7","93.5%"
"9","Tee Higgins","WR","CIN","2020",10,10,"ppr","9","7","9","115","16.4","54","4","1","0","0","0","1","1","22.5","22.5","99.1%"
"10","Keelan Cole Sr.","WR","LV","2020",10,10,"ppr","10","5","7","47","9.4","13","0","1","0","0","0","0","1","21.7","21.7","0.1%"
"11","Justin Jefferson","WR","MIN","2020",10,10,"ppr","11","8","10","135","16.9","54","5","0","0","0","0","0","1","21.5","21.5","100.0%"
"12","Chase Claypool","WR","CHI","2020",10,10,"ppr","12","4","10","56","14.0","15","0","2","2","-3","0","0","1","21.3","21.3","47.7%"
"13","Adam Thielen","WR","MIN","2020",10,10,"ppr","13","4","7","43","10.8","17","0","2","0","0","0","0","1","20.3","20.3","90.7%"
"14","Mike Evans","WR","TB","2020",10,10,"ppr","14","6","11","77","12.8","22","1","1","0","0","0","0","1","19.7","19.7","98.6%"
"15","Brandon Aiyuk","WR","SF","2020",10,10,"ppr","15","7","14","75","10.7","22","1","1","1","-8","0","0","1","19.7","19.7","91.7%"
"16","DJ Moore","WR","CAR","2020",10,10,"ppr","16","4","7","96","24.0","38","3","1","0","0","0","0","1","19.6","19.6","91.8%"
"17","Michael Pittman Jr.","WR","IND","2020",10,10,"ppr","17","7","8","101","14.4","40","5","0","1","21","0","0","1","19.2","19.2","97.0%"
"18","Davante Adams","WR","LV","2020",10,10,"ppr","18","8","12","66","8.3","22","1","1","0","0","0","1","1","18.6","18.6","100.0%"
"19","Josh Reynolds","WR","DET","2020",10,10,"ppr","19","8","10","94","11.8","21","1","0","0","0","0","0","1","17.4","17.4","6.3%"
"20","Terry McLaurin","WR","WAS","2020",10,10,"ppr","20","7","9","95","13.6","26","2","0","1","27","0","1","1","17.2","17.2","98.1%"
"21","Jakobi Meyers","WR","NE","2020",10,10,"ppr","21","5","7","59","11.8","26","1","0","0","0","0","0","1","15.9","15.9","69.3%"
"22","Chris Godwin","WR","TB","2020",10,10,"ppr","22","6","6","92","15.3","31","3","0","0","0","0","0","1","15.2","15.2","96.0%"
"23","Darius Slayton","WR","NYG","2020",10,10,"ppr","23","5","7","93","18.6","40","4","0","0","0","0","0","1","14.3","14.3","52.9%"
"24","Jakeem Grant Sr.","WR","CLE","2020",10,10,"ppr","24","4","5","43","10.8","15","0","1","0","0","0","0","1","14.3","14.3","0.0%"
"25","Marvin Hall","WR","FA","2020",10,10,"ppr","25","2","3","61","30.5","55","4","1","0","0","0","0","1","14.1","14.1","0.0%"
"26","Antonio Brown","WR","FA","2020",10,10,"ppr","26","7","8","69","9.9","25","1","0","1","-3","0","0","1","13.6","13.6","0.2%"
