"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Le'Veon Bell","RB","FA","2017",4,4,"ppr","1","35","144","4.1","21","1","2","4","6","42","10.5","0","0","1","34.6","34.6","0.1%"
"2","Todd Gurley II","RB","FA","2017",4,4,"ppr","2","23","121","5.3","17","0","0","7","8","94","13.4","1","0","1","34.5","34.5","0.1%"
"3","Ezekiel Elliott","RB","DAL","2017",4,4,"ppr","3","21","85","4.0","16","0","1","4","5","54","13.5","1","0","1","29.9","29.9","97.0%"
"4","Lamar Miller","RB","FA","2017",4,4,"ppr","4","19","75","3.9","9","0","1","4","5","56","14.0","1","0","1","29.1","29.1","0.0%"
"5","Bilal Powell","RB","FA","2017",4,4,"ppr","5","21","163","7.8","75","2","1","4","5","27","6.8","0","0","1","29.0","29.0","0.0%"
"6","Alvin Kamara","RB","NO","2017",4,4,"ppr","6","5","25","5.0","12","0","0","10","10","71","7.1","1","0","1","25.6","25.6","99.3%"
"7","Leonard Fournette","RB","TB","2017",4,4,"ppr","7","24","86","3.6","11","0","0","4","5","59","14.8","1","0","1","24.5","24.5","96.9%"
"8","Elijah McGuire","RB","FA","2017",4,4,"ppr","8","10","93","9.3","69","1","1","2","2","38","19.0","0","0","1","21.1","21.1","0.0%"
"9","Duke Johnson Jr.","RB","BUF","2017",4,4,"ppr","9","4","13","3.3","9","0","1","9","10","47","5.2","0","0","1","21.0","21.0","0.0%"
"10","Ameer Abdullah","RB","LV","2017",4,4,"ppr","10","20","94","4.7","29","1","1","3","4","15","5.0","0","0","1","19.9","19.9","3.4%"
"11","J.D. McKissic","RB","WAS","2017",4,4,"ppr","11","4","38","9.5","30","1","1","1","1","27","27.0","1","0","1","19.5","19.5","8.4%"
"12","Andre Ellington","RB","FA","2017",4,4,"ppr","12","5","18","3.6","14","0","0","9","14","86","9.6","0","0","1","19.4","19.4","0.1%"
"13","Tevin Coleman","RB","SF","2017",4,4,"ppr","13","9","77","8.6","29","2","0","4","6","65","16.3","0","0","1","18.2","18.2","0.6%"
"14","Wendell Smallwood","RB","FA","2017",4,4,"ppr","14","10","34","3.4","11","0","1","4","6","45","11.3","0","0","1","17.9","17.9","0.0%"
"15","Giovani Bernard","RB","TB","2017",4,4,"ppr","15","3","12","4.0","6","0","0","3","4","67","22.3","1","0","1","16.9","16.9","0.2%"
"16","LeGarrette Blount","RB","FA","2017",4,4,"ppr","16","16","136","8.5","68","1","0","1","1","20","20.0","0","0","1","16.6","16.6","0.1%"
"17","Kareem Hunt","RB","CLE","2017",4,4,"ppr","17","21","101","4.8","17","0","0","4","4","20","5.0","0","0","1","16.1","16.1","76.3%"
"18","Devonta Freeman","RB","FA","2017",4,4,"ppr","18","18","58","3.2","16","0","1","2","2","20","10.0","0","0","1","15.8","15.8","0.0%"
"19","James White","RB","FA","2017",4,4,"ppr","19","1","7","7.0","7","0","0","10","12","47","4.7","0","0","1","15.4","15.4","0.1%"
