"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Younghoe Koo","K","ATL","2020",12,12,"ppr",1,5,5,100,54,0,1,3,0,1,4,4,1,21,21,"46.2%"
"2","Graham Gano","K","NYG","2020",12,12,"ppr",2,4,4,100,49,0,0,2,2,0,1,1,1,15,15,"61.0%"
"3","Robbie Gould","K","SF","2020",12,12,"ppr",3,3,4,75,46,0,0,0,3,0,2,2,1,14,14,"42.9%"
"4","Jason Myers","K","SEA","2020",12,12,"ppr",4,3,3,100,44,0,0,2,1,0,2,2,1,12,12,"55.6%"
"5","Jason Sanders","K","MIA","2020",12,12,"ppr",5,2,2,100,54,0,0,0,0,2,2,2,1,12,12,"13.2%"
"6","Dustin Hopkins","K","LAC","2020",12,12,"ppr",6,2,2,100,36,0,1,1,0,0,5,5,1,11,11,"2.7%"
"7","Tyler Bass","K","BUF","2020",12,12,"ppr",7,2,2,100,45,0,0,0,2,0,3,3,1,11,11,"94.4%"
"8","Greg Zuerlein","K","NYJ","2020",12,12,"ppr",8,3,3,100,33,0,1,2,0,0,1,1,1,10,10,"15.9%"
"9","Matt Gay","K","LAR","2020",12,12,"ppr",9,2,2,100,48,0,0,0,2,0,2,2,1,10,10,"41.5%"
"10","Stephen Gostkowski","K","FA","2020",12,12,"ppr",10,1,1,100,49,0,0,0,1,0,6,6,1,10,10,"0.0%"
"11","Dan Bailey","K","FA","2020",12,12,"ppr",11,2,2,100,53,0,1,0,0,1,2,2,1,10,10,"0.0%"
"12","Cody Parkey","K","FA","2020",12,12,"ppr",12,2,2,100,45,0,1,0,1,0,3,3,1,10,10,"0.0%"
"13","Joey Slye","K","WAS","2020",12,12,"ppr",13,2,4,50,40,0,1,0,1,0,3,3,1,10,10,"2.0%"
"14","Nick Folk","K","NE","2020",12,12,"ppr",14,2,2,100,50,0,1,0,0,1,2,2,1,10,10,"75.5%"
"15","Ka'imi Fairbairn","K","HOU","2020",12,12,"ppr",15,2,2,100,42,0,1,0,1,0,3,4,1,10,10,"2.0%"
"16","Harrison Butker","K","KC","2020",12,12,"ppr",16,2,2,100,29,1,1,0,0,0,3,3,1,9,9,"91.8%"
"17","Aldrick Rosas","K","FA","2020",12,12,"ppr",17,2,3,66.7,54,0,1,0,0,1,1,1,1,9,9,"0.0%"
"18","Wil Lutz","K","NO","2020",12,12,"ppr",18,1,1,100,40,0,0,0,1,0,4,4,1,8,8,"8.0%"
"19","Chris Boswell","K","PIT","2020",12,12,"ppr",19,2,2,100,27,0,2,0,0,0,1,2,1,7,7,"14.1%"
"20","Zane Gonzalez","K","CAR","2020",12,12,"ppr",20,1,2,50,47,0,0,0,1,0,2,2,1,6,6,"0.1%"
"21","Daniel Carlson","K","LV","2020",12,12,"ppr",21,2,2,100,29,0,2,0,0,0,0,0,1,6,6,"96.6%"
"22","Randy Bullock","K","TEN","2020",12,12,"ppr",22,1,1,100,44,0,0,0,1,0,2,2,1,6,6,"1.5%"
"23","Ryan Succop","K","TB","2020",12,12,"ppr",23,1,1,100,26,0,1,0,0,0,3,3,1,6,6,"34.3%"
"24","Brandon McManus","K","DEN","2020",12,12,"ppr",24,1,1,100,58,0,0,0,0,1,0,0,1,5,5,"36.0%"
"25","Mason Crosby","K","GB","2020",12,12,"ppr",25,0,0,0,0,0,0,0,0,0,5,6,1,5,5,"3.2%"
"26","Matt Prater","K","ARI","2020",12,12,"ppr",26,1,1,100,29,0,1,0,0,0,2,2,1,5,5,"14.9%"
"27","Cairo Santos","K","CHI","2020",12,12,"ppr",27,1,1,100,27,0,1,0,0,0,2,2,1,5,5,"13.3%"
"28","Jake Elliott","K","PHI","2020",12,12,"ppr",28,1,1,100,42,0,0,0,1,0,0,1,1,4,4,"27.9%"
"29","Michael Badgley","K","DET","2020",12,12,"ppr",29,1,1,100,27,0,1,0,0,0,0,1,1,3,3,"27.0%"
"30","Sergio Castillo","K","NYJ","2020",12,12,"ppr",30,1,2,50,38,0,0,1,0,0,0,0,1,3,3,"0.0%"
"31","Rodrigo Blankenship","K","FA","2020",12,12,"ppr",31,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"0.7%"
"32","Justin Tucker","K","BAL","2020",12,12,"ppr",32,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"99.0%"
"33","Ty Long","K","FA","2020",12,12,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
