"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Atlanta Falcons","DST","ATL","2019",11,11,"ppr",1,5,4,0,0,0,0,1,1,26,26,"1.7%"
"2","New Orleans Saints","DST","NO","2019",11,11,"ppr",2,2,4,0,0,1,0,0,1,17,17,"65.3%"
"3","Cleveland Browns","DST","CLE","2019",11,11,"ppr",3,4,4,0,1,0,0,0,1,16,16,"37.2%"
"4","Baltimore Ravens","DST","BAL","2019",11,11,"ppr",4,7,1,1,1,0,0,0,1,15,15,"89.6%"
"5","San Francisco 49ers","DST","SF","2019",11,11,"ppr",5,4,0,2,2,1,0,0,1,14,14,"95.5%"
"6","Las Vegas Raiders","DST","LV","2019",11,11,"ppr",6,5,1,1,1,0,0,0,1,13,13,"14.2%"
"7","New England Patriots","DST","NE","2019",11,11,"ppr",7,5,0,1,1,0,0,0,1,11,11,"54.0%"
"8","Kansas City Chiefs","DST","KC","2019",11,11,"ppr",8,2,4,0,1,0,0,0,1,11,11,"47.9%"
"9","Buffalo Bills","DST","BUF","2019",11,11,"ppr",9,7,0,1,0,0,0,0,1,10,10,"99.0%"
"10","Indianapolis Colts","DST","IND","2019",11,11,"ppr",10,2,1,0,0,0,0,0,1,10,10,"52.4%"
"11","Los Angeles Rams","DST","LAR","2019",11,11,"ppr",11,3,1,0,0,0,0,0,1,9,9,"34.3%"
"12","Denver Broncos","DST","DEN","2019",11,11,"ppr",12,5,0,2,1,0,0,0,1,9,9,"38.8%"
"13","New York Jets","DST","NYJ","2019",11,11,"ppr",13,6,1,0,0,0,0,0,1,9,9,"21.1%"
"14","Cincinnati Bengals","DST","CIN","2019",11,11,"ppr",14,3,1,1,1,0,0,0,1,8,8,"31.6%"
"15","Jacksonville Jaguars","DST","JAC","2019",11,11,"ppr",15,3,1,1,1,0,0,0,1,6,6,"3.8%"
"16","Arizona Cardinals","DST","ARI","2019",11,11,"ppr",16,2,2,0,0,0,0,0,1,5,5,"12.3%"
"17","Washington Commanders","DST","WAS","2019",11,11,"ppr",17,2,1,1,1,0,0,0,1,5,5,"54.8%"
"18","Chicago Bears","DST","CHI","2019",11,11,"ppr",18,0,1,1,3,0,0,0,1,5,5,"2.2%"
"19","Minnesota Vikings","DST","MIN","2019",11,11,"ppr",19,2,1,0,0,0,0,0,1,4,4,"23.7%"
"20","Dallas Cowboys","DST","DAL","2019",11,11,"ppr",20,3,0,0,0,0,0,0,1,3,3,"90.0%"
"21","Los Angeles Chargers","DST","LAC","2019",11,11,"ppr",21,1,1,0,1,0,0,0,1,3,3,"30.2%"
"22","Philadelphia Eagles","DST","PHI","2019",11,11,"ppr",22,1,0,0,0,0,0,0,1,2,2,"58.2%"
"23","Carolina Panthers","DST","CAR","2019",11,11,"ppr",23,3,0,0,1,0,0,0,1,2,2,"14.1%"
"24","Miami Dolphins","DST","MIA","2019",11,11,"ppr",24,0,0,0,2,0,0,1,1,2,2,"25.9%"
"25","Pittsburgh Steelers","DST","PIT","2019",11,11,"ppr",25,1,0,0,0,0,0,0,1,1,1,"53.2%"
"26","Tampa Bay Buccaneers","DST","TB","2019",11,11,"ppr",26,1,0,0,1,0,0,0,1,0,0,"81.2%"
"27","Detroit Lions","DST","DET","2019",11,11,"ppr",27,1,0,1,1,0,0,0,1,-1,-1,"2.5%"
"28","Houston Texans","DST","HOU","2019",11,11,"ppr",28,0,0,0,0,0,0,0,1,-4,-4,"0.8%"
