"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Washington Commanders","DST","WAS","2022",11,11,"ppr",1,5,2,0,0,1,0,0,1,19,19,"54.8%"
"2","Baltimore Ravens","DST","BAL","2022",11,11,"ppr",2,4,2,1,1,0,0,0,1,17,17,"89.6%"
"3","New England Patriots","DST","NE","2022",11,11,"ppr",3,4,0,0,0,0,0,1,1,17,17,"54.0%"
"4","Dallas Cowboys","DST","DAL","2022",11,11,"ppr",4,7,0,1,1,0,0,0,1,16,16,"90.0%"
"5","Atlanta Falcons","DST","ATL","2022",11,11,"ppr",5,4,1,0,0,0,0,1,1,12,12,"1.7%"
"6","Detroit Lions","DST","DET","2022",11,11,"ppr",6,2,2,1,1,0,0,0,1,11,11,"2.5%"
"7","San Francisco 49ers","DST","SF","2022",11,11,"ppr",7,3,2,0,1,0,0,0,1,11,11,"95.5%"
"8","New York Jets","DST","NYJ","2022",11,11,"ppr",8,6,0,0,0,0,0,0,1,10,10,"21.1%"
"9","Carolina Panthers","DST","CAR","2022",11,11,"ppr",9,3,1,0,0,0,0,0,1,9,9,"14.1%"
"10","Kansas City Chiefs","DST","KC","2022",11,11,"ppr",10,5,1,1,1,0,0,0,1,9,9,"47.9%"
"11","Indianapolis Colts","DST","IND","2022",11,11,"ppr",11,3,0,2,3,0,0,0,1,8,8,"52.4%"
"12","Philadelphia Eagles","DST","PHI","2022",11,11,"ppr",12,4,0,1,1,0,0,0,1,7,7,"58.2%"
"13","Las Vegas Raiders","DST","LV","2022",11,11,"ppr",13,3,0,0,1,0,0,0,1,6,6,"14.2%"
"14","New Orleans Saints","DST","NO","2022",11,11,"ppr",14,4,0,0,0,0,0,0,1,5,5,"65.3%"
"15","Green Bay Packers","DST","GB","2022",11,11,"ppr",15,3,1,0,0,0,0,0,1,5,5,"80.7%"
"16","Buffalo Bills","DST","BUF","2022",11,11,"ppr",16,1,0,1,0,0,0,0,1,5,5,"99.0%"
"17","Tennessee Titans","DST","TEN","2022",11,11,"ppr",17,1,0,0,1,0,0,0,1,4,4,"26.3%"
"18","Chicago Bears","DST","CHI","2022",11,11,"ppr",18,0,0,2,1,0,0,0,1,4,4,"2.2%"
"19","Los Angeles Rams","DST","LAR","2022",11,11,"ppr",19,4,0,0,0,0,0,0,1,4,4,"34.3%"
"20","Pittsburgh Steelers","DST","PIT","2022",11,11,"ppr",20,2,2,0,0,0,0,0,1,2,2,"53.2%"
"21","Los Angeles Chargers","DST","LAC","2022",11,11,"ppr",21,1,0,1,2,0,0,0,1,2,2,"30.2%"
"22","Houston Texans","DST","HOU","2022",11,11,"ppr",22,0,0,0,0,0,0,0,1,1,1,"0.8%"
"23","Denver Broncos","DST","DEN","2022",11,11,"ppr",23,1,0,0,0,0,0,0,1,1,1,"38.8%"
"24","Cleveland Browns","DST","CLE","2022",11,11,"ppr",24,2,0,0,0,0,0,0,1,1,1,"37.2%"
"25","Cincinnati Bengals","DST","CIN","2022",11,11,"ppr",25,2,0,0,0,0,0,0,1,1,1,"31.6%"
"26","Tampa Bay Buccaneers","DST","TB","2022",11,11,"ppr",26,0,0,0,0,0,0,0,0,0,0,"81.2%"
"27","Miami Dolphins","DST","MIA","2022",11,11,"ppr",27,0,0,0,0,0,0,0,0,0,0,"25.9%"
"28","Seattle Seahawks","DST","SEA","2022",11,11,"ppr",28,0,0,0,0,0,0,0,0,0,0,"20.5%"
"29","Jacksonville Jaguars","DST","JAC","2022",11,11,"ppr",29,0,0,0,0,0,0,0,0,0,0,"3.8%"
"30","New York Giants","DST","NYG","2022",11,11,"ppr",30,0,0,0,1,0,0,0,1,-1,-1,"6.2%"
"31","Minnesota Vikings","DST","MIN","2022",11,11,"ppr",31,0,0,0,0,0,0,0,1,-4,-4,"23.7%"
"32","Arizona Cardinals","DST","ARI","2022",11,11,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"12.3%"
