"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New York Jets","DST","NYJ","2018",1,1,"ppr",1,0,5,0,0,1,0,1,1,20,20,"21.1%"
"2","Minnesota Vikings","DST","MIN","2018",1,1,"ppr",2,3,3,1,2,1,0,0,1,18,18,"23.7%"
"3","Baltimore Ravens","DST","BAL","2018",1,1,"ppr",3,6,2,0,0,0,0,0,1,17,17,"89.6%"
"4","Los Angeles Rams","DST","LAR","2018",1,1,"ppr",4,1,3,0,0,1,0,0,1,17,17,"34.3%"
"5","Cleveland Browns","DST","CLE","2018",1,1,"ppr",5,4,3,3,3,0,0,0,1,16,16,"37.2%"
"6","Chicago Bears","DST","CHI","2018",1,1,"ppr",6,4,1,1,2,1,0,0,1,14,14,"2.2%"
"7","Jacksonville Jaguars","DST","JAC","2018",1,1,"ppr",7,2,1,1,0,1,0,0,1,13,13,"3.8%"
"8","Washington Commanders","DST","WAS","2018",1,1,"ppr",8,2,1,1,1,0,0,0,1,13,13,"54.8%"
"9","Carolina Panthers","DST","CAR","2018",1,1,"ppr",9,6,0,1,1,0,0,0,1,12,12,"14.1%"
"10","Cincinnati Bengals","DST","CIN","2018",1,1,"ppr",10,2,1,1,1,1,0,0,1,12,12,"31.6%"
"11","Denver Broncos","DST","DEN","2018",1,1,"ppr",11,6,2,1,2,0,0,0,1,12,12,"38.8%"
"12","Pittsburgh Steelers","DST","PIT","2018",1,1,"ppr",12,7,1,0,1,0,0,0,1,10,10,"53.2%"
"13","Philadelphia Eagles","DST","PHI","2018",1,1,"ppr",13,4,1,0,1,0,0,0,1,10,10,"58.2%"
"14","New England Patriots","DST","NE","2018",1,1,"ppr",14,3,1,1,0,0,0,0,1,8,8,"54.0%"
"15","Detroit Lions","DST","DET","2018",1,1,"ppr",15,2,1,1,0,1,0,0,1,8,8,"2.5%"
"16","Houston Texans","DST","HOU","2018",1,1,"ppr",16,2,1,2,2,0,0,0,1,8,8,"0.8%"
"17","Seattle Seahawks","DST","SEA","2018",1,1,"ppr",17,1,3,0,0,0,0,0,1,7,7,"20.5%"
"18","Tampa Bay Buccaneers","DST","TB","2018",1,1,"ppr",18,1,0,2,2,1,0,0,1,7,7,"81.2%"
"19","Miami Dolphins","DST","MIA","2018",1,1,"ppr",19,0,3,0,0,0,0,1,1,7,7,"25.9%"
"20","Atlanta Falcons","DST","ATL","2018",1,1,"ppr",20,2,1,1,0,0,0,0,1,7,7,"1.7%"
"21","Green Bay Packers","DST","GB","2018",1,1,"ppr",21,3,0,1,1,0,0,0,1,6,6,"80.7%"
"22","San Francisco 49ers","DST","SF","2018",1,1,"ppr",22,3,0,1,1,0,0,0,1,6,6,"95.5%"
"23","Dallas Cowboys","DST","DAL","2018",1,1,"ppr",23,3,0,1,2,0,0,0,1,6,6,"90.0%"
"24","Indianapolis Colts","DST","IND","2018",1,1,"ppr",24,2,1,1,2,0,0,0,1,5,5,"52.4%"
"25","Tennessee Titans","DST","TEN","2018",1,1,"ppr",25,1,2,0,0,0,0,1,1,5,5,"26.3%"
"26","Arizona Cardinals","DST","ARI","2018",1,1,"ppr",26,3,0,1,2,0,0,0,1,5,5,"12.3%"
"27","New York Giants","DST","NYG","2018",1,1,"ppr",27,1,1,0,0,0,0,0,1,4,4,"6.2%"
"28","Kansas City Chiefs","DST","KC","2018",1,1,"ppr",28,1,1,1,0,0,0,1,1,4,4,"47.9%"
"29","Las Vegas Raiders","DST","LV","2018",1,1,"ppr",29,1,0,0,1,0,0,0,1,1,1,"14.2%"
"30","Buffalo Bills","DST","BUF","2018",1,1,"ppr",30,2,0,1,1,0,0,0,1,0,0,"99.0%"
"31","Los Angeles Chargers","DST","LAC","2018",1,1,"ppr",31,1,0,0,0,0,0,0,1,-3,-3,"30.2%"
"32","New Orleans Saints","DST","NO","2018",1,1,"ppr",32,0,0,0,1,0,0,0,1,-4,-4,"65.3%"
