"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","DeAngelo Williams","RB","FA","2016",1,1,"ppr","1","26","143","5.5","17","0","2","6","9","28","4.7","0","0","1","35.1","35.1","0.1%"
"2","Spencer Ware","RB","FA","2016",1,1,"ppr","2","11","70","6.4","14","0","1","7","8","129","18.4","0","0","1","32.9","32.9","0.0%"
"3","C.J. Anderson","RB","FA","2016",1,1,"ppr","3","20","92","4.6","28","1","1","4","5","47","11.8","1","0","1","29.9","29.9","1.0%"
"4","Theo Riddick","RB","FA","2016",1,1,"ppr","4","7","45","6.4","21","1","1","5","5","63","12.6","1","0","1","27.8","27.8","0.0%"
"5","Carlos Hyde","RB","FA","2016",1,1,"ppr","5","23","88","3.8","18","0","2","2","3","5","2.5","0","0","1","23.3","23.3","0.0%"
"6","David Johnson","RB","NO","2016",1,1,"ppr","6","16","89","5.6","45","1","1","4","6","43","10.8","0","0","1","23.2","23.2","0.1%"
"7","Danny Woodhead","RB","FA","2016",1,1,"ppr","7","16","89","5.6","21","1","0","5","7","31","6.2","1","0","1","23.0","23.0","20.6%"
"8","Ameer Abdullah","RB","LV","2016",1,1,"ppr","8","12","63","5.3","13","0","0","5","5","57","11.4","1","0","1","23.0","23.0","3.4%"
"9","DeMarco Murray","RB","FA","2016",1,1,"ppr","9","13","42","3.2","12","0","0","5","7","35","7.0","2","1","1","22.7","22.7","0.1%"
"10","Matt Forte","RB","FA","2016",1,1,"ppr","10","22","96","4.4","14","0","0","5","7","59","11.8","0","0","1","20.5","20.5","19.1%"
"11","Melvin Gordon III","RB","KC","2016",1,1,"ppr","11","14","57","4.1","17","0","2","0","0","0","0","0","0","1","17.7","17.7","29.3%"
"12","Jalen Richard","RB","FA","2016",1,1,"ppr","12","3","84","28.0","75","1","1","2","2","11","5.5","0","0","1","17.5","17.5","1.0%"
"13","LeSean McCoy","RB","FA","2016",1,1,"ppr","13","16","58","3.6","16","0","1","4","4","12","3.0","0","0","1","17.0","17.0","2.0%"
"14","T.J. Yeldon","RB","FA","2016",1,1,"ppr","14","21","39","1.9","7","0","1","4","6","30","7.5","0","0","1","16.9","16.9","0.0%"
"15","Tevin Coleman","RB","SF","2016",1,1,"ppr","15","8","22","2.8","7","0","0","5","6","95","19.0","0","0","1","16.7","16.7","0.6%"
"16","Isaiah Crowell","RB","FA","2016",1,1,"ppr","16","12","62","5.2","20","1","1","2","2","16","8.0","0","0","1","15.8","15.8","0.1%"
"17","Lamar Miller","RB","FA","2016",1,1,"ppr","17","28","106","3.8","12","0","0","4","4","11","2.8","0","0","1","15.7","15.7","0.0%"
"18","Doug Martin","RB","FA","2016",1,1,"ppr","18","18","62","3.4","17","0","0","5","5","34","6.8","0","0","1","14.6","14.6","0.0%"
"19","Jeremy Langford","RB","FA","2016",1,1,"ppr","19","17","57","3.4","15","0","1","2","4","6","3.0","0","0","1","14.3","14.3","0.0%"
"20","Latavius Murray","RB","DEN","2016",1,1,"ppr","20","14","59","4.2","10","0","1","1","2","13","13.0","0","0","1","14.2","14.2","75.6%"
"21","Ryan Mathews","RB","FA","2016",1,1,"ppr","21","22","77","3.5","7","0","1","0","0","0","0","0","0","1","13.7","13.7","0.0%"
"22","Charles Sims","RB","FA","2016",1,1,"ppr","22","4","9","2.3","5","0","0","3","3","32","10.7","1","0","1","13.1","13.1","0.0%"
"23","Arian Foster","RB","FA","2016",1,1,"ppr","23","13","38","2.9","9","0","0","3","5","62","20.7","0","0","1","13.0","13.0","0.0%"
"24","Ezekiel Elliott","RB","DAL","2016",1,1,"ppr","24","20","51","2.6","8","0","1","1","2","1","1.0","0","0","1","12.2","12.2","97.0%"
"25","Chris Thompson","RB","FA","2016",1,1,"ppr","25","4","23","5.8","9","0","1","2","2","16","8.0","0","0","1","11.9","11.9","0.0%"
"26","Frank Gore","RB","FA","2016",1,1,"ppr","26","14","59","4.2","9","0","0","4","6","19","4.8","0","0","1","11.8","11.8","12.1%"
"27","LeGarrette Blount","RB","FA","2016",1,1,"ppr","27","22","70","3.2","13","0","1","0","0","0","0","0","1","1","11.0","11.0","0.1%"
"28","Mark Ingram II","RB","NO","2016",1,1,"ppr","28","12","58","4.8","17","0","0","2","2","29","14.5","0","0","1","10.7","10.7","4.3%"
"29","Travaris Cadet","RB","FA","2016",1,1,"ppr","29","1","1","1.0","1","0","0","3","7","14","4.7","1","0","1","10.5","10.5","0.0%"
"30","Shaun Draughn","RB","FA","2016",1,1,"ppr","30","7","18","2.6","6","0","1","2","2","18","9.0","0","1","1","9.6","9.6","0.0%"
"31","James White","RB","FA","2016",1,1,"ppr","31","1","4","4.0","4","0","0","5","7","40","8.0","0","0","1","9.4","9.4","0.1%"
"32","Jeremy Hill","RB","FA","2016",1,1,"ppr","32","9","31","3.4","12","0","1","0","0","0","0","0","0","1","9.1","9.1","0.0%"
"33","Christine Michael","RB","FA","2016",1,1,"ppr","33","15","66","4.4","12","0","0","2","4","5","2.5","0","0","1","9.1","9.1","0.0%"
"34","Shane Vereen","RB","FA","2016",1,1,"ppr","34","6","38","6.3","10","0","0","3","5","23","7.7","0","0","1","9.1","9.1","0.0%"
"35","Rashad Jennings","RB","FA","2016",1,1,"ppr","35","18","75","4.2","17","0","0","1","2","3","3.0","0","0","1","8.8","8.8","0.0%"
"36","Eddie Lacy","RB","FA","2016",1,1,"ppr","36","14","61","4.4","28","1","0","1","2","17","17.0","0","0","1","8.8","8.8","0.3%"
"37","Thomas Rawls","RB","FA","2016",1,1,"ppr","37","12","32","2.7","8","0","0","3","3","26","8.7","0","0","1","8.8","8.8","0.1%"
"38","Andy Janovich","RB","FA","2016",1,1,"ppr","38","1","28","28.0","28","1","1","0","0","0","0","0","0","1","8.8","8.8","0.0%"
"39","Charcandrick West","RB","FA","2016",1,1,"ppr","39","3","-1","-0.3","8","0","0","6","6","24","4.0","0","0","1","8.3","8.3","0.0%"
"40","Duke Johnson Jr.","RB","BUF","2016",1,1,"ppr","40","3","22","7.3","17","0","0","3","5","28","9.3","0","0","1","8.0","8.0","0.0%"
"41","Devonta Freeman","RB","FA","2016",1,1,"ppr","41","11","20","1.8","10","0","0","4","4","20","5.0","0","0","1","8.0","8.0","0.0%"
"42","Justin Forsett","RB","FA","2016",1,1,"ppr","42","10","41","4.1","9","0","0","2","2","15","7.5","0","0","1","7.6","7.6","0.0%"
"43","Bilal Powell","RB","FA","2016",1,1,"ppr","43","4","41","10.3","16","0","0","2","4","7","3.5","0","0","1","6.8","6.8","0.0%"
"44","Jonathan Stewart","RB","FA","2016",1,1,"ppr","44","15","64","4.3","11","0","0","0","1","0","0","0","0","1","6.4","6.4","0.0%"
"45","Derrick Henry","RB","TEN","2016",1,1,"ppr","45","5","3","0.6","5","0","0","2","2","41","20.5","0","0","1","6.4","6.4","100.0%"
"46","Jamize Olawale","RB","FA","2016",1,1,"ppr","46","1","2","2.0","2","0","1","0","0","0","0","0","0","1","6.2","6.2","0.0%"
"47","Dwayne Washington","RB","NO","2016",1,1,"ppr","47","2","1","0.5","1","0","1","0","0","0","0","0","0","1","6.1","6.1","0.2%"
"48","Terrance West","RB","FA","2016",1,1,"ppr","48","12","32","2.7","10","0","0","2","2","6","3.0","0","0","1","5.8","5.8","0.0%"
"49","Darren Sproles","RB","FA","2016",1,1,"ppr","49","5","12","2.4","6","0","0","2","5","24","12.0","0","0","1","5.6","5.6","0.1%"
"50","Todd Gurley II","RB","FA","2016",1,1,"ppr","50","17","47","2.8","10","0","0","1","3","-5","-5.0","0","0","1","5.2","5.2","0.1%"
"51","Giovani Bernard","RB","TB","2016",1,1,"ppr","51","5","25","5.0","11","0","0","2","4","5","2.5","0","0","1","5.0","5.0","0.2%"
"52","Damien Williams","RB","FA","2016",1,1,"ppr","52","2","9","4.5","5","0","0","1","2","29","29.0","0","0","1","4.8","4.8","1.1%"
"53","Josh Ferguson","RB","FA","2016",1,1,"ppr","53","1","-2","-2.0","0","0","0","2","2","26","13.0","0","0","1","4.4","4.4","0.0%"
"54","Matt Jones","RB","FA","2016",1,1,"ppr","54","7","24","3.4","12","0","0","1","1","9","9.0","0","0","1","4.3","4.3","0.0%"
"55","Kyle Juszczyk","RB","SF","2016",1,1,"ppr","55","1","2","2.0","2","0","0","2","3","21","10.5","0","0","1","4.3","4.3","0.4%"
"56","Kenjon Barner","RB","FA","2016",1,1,"ppr","56","4","42","10.5","19","0","0","0","0","0","0","0","0","1","4.2","4.2","0.0%"
"57","Robert Turbin","RB","FA","2016",1,1,"ppr","57","1","4","4.0","4","0","0","2","2","15","7.5","0","0","1","3.9","3.9","0.0%"
"58","Alfred Morris","RB","FA","2016",1,1,"ppr","58","7","35","5.0","13","0","0","0","1","0","0","0","0","1","3.5","3.5","0.0%"
"59","DeAndre Washington","RB","FA","2016",1,1,"ppr","59","5","14","2.8","5","0","0","1","1","10","10.0","0","0","1","3.4","3.4","11.0%"
"60","Adrian Peterson","RB","FA","2016",1,1,"ppr","60","19","31","1.6","9","0","0","0","2","0","0","0","0","1","3.1","3.1","2.1%"
"61","Taiwan Jones","RB","BUF","2016",1,1,"ppr","61","1","-8","-8.0","0","0","0","2","2","17","8.5","0","0","1","2.9","2.9","0.0%"
"62","Malcolm Johnson","RB","FA","2016",1,1,"ppr","62","0","0","0","0","0","0","2","2","9","4.5","0","0","1","2.9","2.9","0.0%"
"63","Andre Ellington","RB","FA","2016",1,1,"ppr","63","0","0","0","0","0","0","2","2","8","4.0","0","0","1","2.8","2.8","0.1%"
"64","Fozzy Whittaker","RB","FA","2016",1,1,"ppr","64","3","13","4.3","6","0","0","1","1","4","4.0","0","0","1","2.7","2.7","0.0%"
"65","Lance Dunbar","RB","FA","2016",1,1,"ppr","65","0","0","0","0","0","0","1","2","16","16.0","0","0","1","2.6","2.6","0.0%"
"66","James Starks","RB","FA","2016",1,1,"ppr","66","4","7","1.8","4","0","0","1","1","6","6.0","0","0","1","2.3","2.3","0.0%"
"67","Malcolm Brown","RB","LAR","2016",1,1,"ppr","67","1","5","5.0","5","0","0","1","1","8","8.0","0","0","1","2.3","2.3","0.1%"
"68","C.J. Prosise","RB","FA","2016",1,1,"ppr","68","1","-2","-2.0","0","0","0","1","1","13","13.0","0","0","1","2.1","2.1","0.0%"
"69","Tim Hightower","RB","FA","2016",1,1,"ppr","69","4","9","2.3","5","0","0","1","1","1","1.0","0","0","1","2.0","2.0","0.0%"
"70","Jerick McKinnon","RB","KC","2016",1,1,"ppr","70","1","6","6.0","6","0","0","1","2","3","3.0","0","0","1","1.9","1.9","68.7%"
"71","Tyler Ervin","RB","FA","2016",1,1,"ppr","71","1","3","3.0","3","0","0","1","2","5","5.0","0","0","1","1.8","1.8","0.0%"
"72","Patrick DiMarco","RB","FA","2016",1,1,"ppr","72","0","0","0","0","0","0","1","1","8","8.0","0","0","1","1.8","1.8","0.0%"
"73","Benny Cunningham Jr.","RB","FA","2016",1,1,"ppr","73","1","1","1.0","1","0","0","1","1","7","7.0","0","0","1","1.8","1.8","0.0%"
"74","Mike Tolbert","RB","FA","2016",1,1,"ppr","74","2","6","3.0","5","0","0","1","1","1","1.0","0","0","1","1.7","1.7","0.0%"
"75","Kapri Bibbs","RB","FA","2016",1,1,"ppr","75","0","0","0","0","0","0","1","1","6","6.0","0","0","1","1.6","1.6","0.1%"
"76","Matt Asiata","RB","FA","2016",1,1,"ppr","76","4","13","3.3","6","0","0","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"77","Denard Robinson","RB","FA","2016",1,1,"ppr","77","3","7","2.3","3","0","0","0","0","0","0","0","0","1","0.7","0.7","0.2%"
"78","Fitzgerald Toussaint","RB","FA","2016",1,1,"ppr","78","3","6","2.0","7","0","0","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"79","Mike Gillislee","RB","FA","2016",1,1,"ppr","79","0","0","0","0","0","0","1","1","-4","-4.0","0","0","1","0.6","0.6","0.0%"
"80","Ka'Deem Carey","RB","FA","2016",1,1,"ppr","80","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"81","Alfred Blue","RB","FA","2016",1,1,"ppr","81","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"82","Brandon Bolden","RB","LV","2016",1,1,"ppr","82","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.2%"
"83","John Kuhn","RB","FA","2016",1,1,"ppr","83","2","4","2.0","2","0","0","0","1","0","0","0","0","1","0.4","0.4","0.0%"
"84","Keith Smith","RB","ATL","2016",1,1,"ppr","84","1","3","3.0","3","0","0","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"85","Jay Prosch","RB","FA","2016",1,1,"ppr","85","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.0%"
"86","Chris Johnson","RB","FA","2016",1,1,"ppr","86","1","2","2.0","2","0","0","0","0","0","0","0","0","1","0.2","0.2","0.6%"
"87","Mike Davis","RB","FA","2016",1,1,"ppr","87","3","1","0.3","2","0","0","0","0","0","0","0","0","1","0.1","0.1","1.0%"
