"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Miami Dolphins","DST","MIA","2021",18,18,"ppr",1,2,1,2,0,2,0,0,1,20,20,"25.9%"
"2","Washington Commanders","DST","WAS","2021",18,18,"ppr",2,3,2,1,0,1,0,0,1,19,19,"54.8%"
"3","Minnesota Vikings","DST","MIN","2021",18,18,"ppr",3,7,2,0,0,1,0,0,1,18,18,"23.7%"
"4","Buffalo Bills","DST","BUF","2021",18,18,"ppr",4,9,0,0,1,0,0,0,1,15,15,"99.0%"
"5","Jacksonville Jaguars","DST","JAC","2021",18,18,"ppr",5,6,1,1,2,0,0,0,1,14,14,"3.8%"
"6","Pittsburgh Steelers","DST","PIT","2021",18,18,"ppr",6,3,2,1,1,0,0,0,1,13,13,"53.2%"
"7","Cincinnati Bengals","DST","CIN","2021",18,18,"ppr",7,1,1,1,1,1,0,0,1,11,11,"31.6%"
"8","New Orleans Saints","DST","NO","2021",18,18,"ppr",8,3,1,2,3,0,0,0,1,10,10,"65.3%"
"9","Kansas City Chiefs","DST","KC","2021",18,18,"ppr",9,1,0,1,1,1,0,0,1,9,9,"47.9%"
"10","San Francisco 49ers","DST","SF","2021",18,18,"ppr",10,5,2,0,0,0,0,0,1,9,9,"95.5%"
"11","Detroit Lions","DST","DET","2021",18,18,"ppr",11,4,2,1,2,0,0,0,1,9,9,"2.5%"
"12","Cleveland Browns","DST","CLE","2021",18,18,"ppr",12,4,0,0,1,0,0,0,1,8,8,"37.2%"
"13","Tampa Bay Buccaneers","DST","TB","2021",18,18,"ppr",13,2,1,1,1,0,0,0,1,7,7,"81.2%"
"14","Los Angeles Rams","DST","LAR","2021",18,18,"ppr",14,3,2,0,1,0,0,0,1,7,7,"34.3%"
"15","Seattle Seahawks","DST","SEA","2021",18,18,"ppr",15,5,0,1,1,0,0,0,1,7,7,"20.5%"
"16","Arizona Cardinals","DST","ARI","2021",18,18,"ppr",16,1,1,1,1,1,0,0,1,7,7,"12.3%"
"17","Las Vegas Raiders","DST","LV","2021",18,18,"ppr",17,3,1,1,0,0,0,0,1,6,6,"14.2%"
"18","Dallas Cowboys","DST","DAL","2021",18,18,"ppr",18,3,1,0,0,0,0,0,1,5,5,"90.0%"
"19","New York Giants","DST","NYG","2021",18,18,"ppr",19,3,0,0,0,0,0,0,1,4,4,"6.2%"
"20","Baltimore Ravens","DST","BAL","2021",18,18,"ppr",20,1,1,0,0,0,0,0,1,4,4,"89.6%"
"21","Chicago Bears","DST","CHI","2021",18,18,"ppr",21,3,0,0,1,0,0,0,1,3,3,"2.2%"
"22","Tennessee Titans","DST","TEN","2021",18,18,"ppr",22,2,0,0,0,0,0,0,1,2,2,"26.3%"
"23","Indianapolis Colts","DST","IND","2021",18,18,"ppr",23,1,0,0,0,0,0,0,1,1,1,"52.4%"
"24","New England Patriots","DST","NE","2021",18,18,"ppr",24,1,0,0,0,0,0,0,1,1,1,"54.0%"
"25","Denver Broncos","DST","DEN","2021",18,18,"ppr",25,1,0,0,0,0,0,0,1,1,1,"38.8%"
"26","Atlanta Falcons","DST","ATL","2021",18,18,"ppr",26,1,0,0,0,0,0,0,1,0,0,"1.7%"
"27","Houston Texans","DST","HOU","2021",18,18,"ppr",27,1,0,0,0,0,0,0,1,0,0,"0.8%"
"28","New York Jets","DST","NYJ","2021",18,18,"ppr",28,0,0,0,1,0,0,0,1,0,0,"21.1%"
"29","Los Angeles Chargers","DST","LAC","2021",18,18,"ppr",29,3,0,0,2,0,0,0,1,-1,-1,"30.2%"
"30","Philadelphia Eagles","DST","PHI","2021",18,18,"ppr",30,1,0,0,0,0,0,0,1,-3,-3,"58.2%"
"31","Green Bay Packers","DST","GB","2021",18,18,"ppr",31,1,0,0,0,0,0,0,1,-3,-3,"80.7%"
"32","Carolina Panthers","DST","CAR","2021",18,18,"ppr",32,1,0,0,0,0,0,0,1,-3,-3,"14.1%"
