"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Saquon Barkley","RB","NYG","2018",11,11,"ppr","1","27","142","5.3","23","1","2","2","3","10","5.0","1","0","1","35.2","35.2","100.0%"
"2","Ezekiel Elliott","RB","DAL","2018",11,11,"ppr","2","23","122","5.3","23","1","1","7","8","79","11.3","0","0","1","33.1","33.1","97.0%"
"3","Aaron Jones","RB","GB","2018",11,11,"ppr","3","11","40","3.6","8","0","1","5","6","63","12.6","1","0","1","27.3","27.3","99.6%"
"4","Phillip Lindsay","RB","FA","2018",11,11,"ppr","4","11","79","7.2","41","3","2","4","5","27","6.8","0","0","1","26.6","26.6","0.4%"
"5","Mark Ingram II","RB","NO","2018",11,11,"ppr","5","16","103","6.4","38","2","2","0","0","0","0","0","0","1","22.3","22.3","4.3%"
"6","Leonard Fournette","RB","TB","2018",11,11,"ppr","6","28","95","3.4","20","1","1","2","2","46","23.0","0","0","1","22.1","22.1","96.9%"
"7","Melvin Gordon III","RB","KC","2018",11,11,"ppr","7","18","69","3.8","20","1","0","6","6","87","14.5","0","0","1","21.6","21.6","29.3%"
"8","Kareem Hunt","RB","CLE","2018",11,11,"ppr","8","14","70","5.0","27","1","0","3","4","41","13.7","1","0","1","20.1","20.1","76.3%"
"9","Gus Edwards","RB","BAL","2018",11,11,"ppr","9","17","115","6.8","17","0","1","0","0","0","0","0","0","1","19.5","19.5","39.7%"
"10","Peyton Barber","RB","FA","2018",11,11,"ppr","10","18","106","5.9","28","1","1","2","2","4","2.0","0","0","1","19.0","19.0","1.0%"
"11","Alvin Kamara","RB","NO","2018",11,11,"ppr","11","13","71","5.5","16","0","0","1","1","37","37.0","1","0","1","17.8","17.8","99.3%"
"12","Kerryon Johnson","RB","FA","2018",11,11,"ppr","12","15","87","5.8","24","1","1","2","2","10","5.0","0","0","1","17.7","17.7","0.0%"
"13","Adrian Peterson","RB","FA","2018",11,11,"ppr","13","16","51","3.2","9","0","2","0","0","0","0","0","0","1","17.1","17.1","2.1%"
"14","Christian McCaffrey","RB","SF","2018",11,11,"ppr","14","13","53","4.1","10","0","0","6","8","57","9.5","0","0","1","17.0","17.0","100.0%"
