"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Ryan Succop","K","TB","2021",16,16,"ppr",1,4,4,100,48,0,1,1,2,0,2,2,1,16,16,"34.3%"
"2","Dominik Eberle","K","FA","2021",16,16,"ppr",2,2,3,66.7,51,0,1,0,0,1,5,5,1,13,13,"0.0%"
"3","Elliott Fry","K","FA","2021",16,16,"ppr",3,3,4,75,44,0,0,2,1,0,3,4,1,13,13,"0.0%"
"4","Greg Joseph","K","MIN","2021",16,16,"ppr",4,3,3,100,44,0,2,0,1,0,2,2,1,12,12,"28.3%"
"5","Matt Gay","K","LAR","2021",16,16,"ppr",5,3,3,100,32,0,1,2,0,0,3,3,1,12,12,"41.5%"
"6","Dustin Hopkins","K","LAC","2021",16,16,"ppr",6,3,3,100,50,0,0,1,1,1,0,0,1,12,12,"2.7%"
"7","Evan McPherson","K","CIN","2021",16,16,"ppr",7,2,3,66.7,36,0,0,2,0,0,5,5,1,11,11,"86.6%"
"8","Younghoe Koo","K","ATL","2021",16,16,"ppr",8,2,2,100,53,0,0,0,1,1,2,2,1,11,11,"46.2%"
"9","Matthew Wright","K","FA","2021",16,16,"ppr",9,3,3,100,45,0,1,0,2,0,0,0,1,11,11,"4.7%"
"10","Jake Elliott","K","PHI","2021",16,16,"ppr",10,2,3,66.7,37,0,1,1,0,0,4,4,1,10,10,"27.9%"
"11","Riley Patterson","K","JAC","2021",16,16,"ppr",11,3,3,100,37,0,2,1,0,0,1,1,1,10,10,"2.6%"
"12","Brandon McManus","K","DEN","2021",16,16,"ppr",12,2,3,66.7,55,0,0,0,1,1,1,1,1,10,10,"36.0%"
"13","Randy Bullock","K","TEN","2021",16,16,"ppr",13,2,2,100,44,0,0,1,1,0,2,2,1,9,9,"1.5%"
"14","Tyler Bass","K","BUF","2021",16,16,"ppr",14,2,2,100,34,0,1,1,0,0,3,3,1,9,9,"94.4%"
"15","Michael Badgley","K","DET","2021",16,16,"ppr",15,2,3,66.7,41,0,0,1,1,0,2,2,1,9,9,"27.0%"
"16","Eddy Pineiro","K","CAR","2021",16,16,"ppr",16,2,2,100,42,0,1,0,1,0,2,3,1,9,9,"2.2%"
"17","Jason Sanders","K","MIA","2021",16,16,"ppr",17,2,3,66.7,48,0,0,1,1,0,2,2,1,9,9,"13.2%"
"18","Greg Zuerlein","K","NYJ","2021",16,16,"ppr",18,0,0,0,0,0,0,0,0,0,8,8,1,8,8,"15.9%"
"19","Lirim Hajrullahu","K","FA","2021",16,16,"ppr",19,2,2,100,29,0,2,0,0,0,0,0,1,6,6,"0.0%"
"20","Daniel Carlson","K","LV","2021",16,16,"ppr",20,1,1,100,41,0,0,0,1,0,2,2,1,6,6,"96.6%"
"21","Mason Crosby","K","GB","2021",16,16,"ppr",21,1,1,100,32,0,0,1,0,0,3,3,1,6,6,"3.2%"
"22","Robbie Gould","K","SF","2021",16,16,"ppr",22,1,1,100,48,0,0,0,1,0,2,2,1,6,6,"42.9%"
"23","Jason Myers","K","SEA","2021",16,16,"ppr",23,1,2,50,36,0,0,1,0,0,3,3,1,6,6,"55.6%"
"24","Graham Gano","K","NYG","2021",16,16,"ppr",24,1,1,100,54,0,0,0,0,1,1,1,1,6,6,"61.0%"
"25","Cairo Santos","K","CHI","2021",16,16,"ppr",25,1,1,100,35,0,0,1,0,0,2,2,1,5,5,"13.3%"
"26","Chris Naggar","K","FA","2021",16,16,"ppr",26,1,1,100,37,0,0,1,0,0,1,2,1,4,4,"0.4%"
"27","Chris Boswell","K","PIT","2021",16,16,"ppr",27,1,2,50,34,0,0,1,0,0,1,1,1,4,4,"14.1%"
"28","Matt Prater","K","ARI","2021",16,16,"ppr",28,1,3,33.3,28,0,1,0,0,0,1,2,1,4,4,"14.9%"
"29","Justin Tucker","K","BAL","2021",16,16,"ppr",29,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"99.0%"
"30","Nick Folk","K","NE","2021",16,16,"ppr",30,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"75.5%"
"31","Brett Maher","K","DAL","2021",16,16,"ppr",31,1,1,100,38,0,0,1,0,0,0,0,1,3,3,"75.1%"
"32","Joey Slye","K","WAS","2021",16,16,"ppr",32,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"2.0%"
"33","Michael Palardy","K","NE","2021",16,16,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
