"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Los Angeles Rams","DST","LAR","2018",11,11,"ppr",1,3,3,2,2,2,0,0,1,21,21,"34.3%"
"2","Houston Texans","DST","HOU","2018",11,11,"ppr",2,5,2,0,1,1,0,0,1,15,15,"0.8%"
"3","Chicago Bears","DST","CHI","2018",11,11,"ppr",3,2,2,1,1,1,0,0,1,15,15,"2.2%"
"4","Indianapolis Colts","DST","IND","2018",11,11,"ppr",4,5,2,0,1,0,0,0,1,13,13,"52.4%"
"5","New Orleans Saints","DST","NO","2018",11,11,"ppr",5,3,3,0,0,0,0,0,1,13,13,"65.3%"
"6","New York Giants","DST","NYG","2018",11,11,"ppr",6,1,4,0,1,1,0,0,1,11,11,"6.2%"
"7","Kansas City Chiefs","DST","KC","2018",11,11,"ppr",7,5,0,2,3,1,0,0,1,11,11,"47.9%"
"8","Washington Commanders","DST","WAS","2018",11,11,"ppr",8,3,2,1,2,0,0,0,1,10,10,"54.8%"
"9","Pittsburgh Steelers","DST","PIT","2018",11,11,"ppr",9,6,0,1,2,0,0,0,1,9,9,"53.2%"
"10","Jacksonville Jaguars","DST","JAC","2018",11,11,"ppr",10,2,3,0,0,0,0,0,1,9,9,"3.8%"
"11","Minnesota Vikings","DST","MIN","2018",11,11,"ppr",11,1,2,1,1,0,0,0,1,8,8,"23.7%"
"12","Denver Broncos","DST","DEN","2018",11,11,"ppr",12,3,2,0,0,0,0,0,1,7,7,"38.8%"
"13","Detroit Lions","DST","DET","2018",11,11,"ppr",13,3,1,0,0,0,0,0,1,6,6,"2.5%"
"14","Dallas Cowboys","DST","DAL","2018",11,11,"ppr",14,3,1,0,0,0,0,0,1,6,6,"90.0%"
"15","Green Bay Packers","DST","GB","2018",11,11,"ppr",15,3,0,1,2,0,0,0,1,5,5,"80.7%"
"16","Las Vegas Raiders","DST","LV","2018",11,11,"ppr",16,1,2,0,0,0,0,0,1,5,5,"14.2%"
"17","Cincinnati Bengals","DST","CIN","2018",11,11,"ppr",17,3,1,0,0,0,0,0,1,5,5,"31.6%"
"18","Seattle Seahawks","DST","SEA","2018",11,11,"ppr",18,5,0,0,0,0,0,0,1,5,5,"20.5%"
"19","Arizona Cardinals","DST","ARI","2018",11,11,"ppr",19,4,0,0,0,0,0,0,1,4,4,"12.3%"
"20","Tampa Bay Buccaneers","DST","TB","2018",11,11,"ppr",20,4,0,0,1,1,0,0,1,3,3,"81.2%"
"21","Atlanta Falcons","DST","ATL","2018",11,11,"ppr",21,2,0,0,1,0,0,0,1,2,2,"1.7%"
"22","Carolina Panthers","DST","CAR","2018",11,11,"ppr",22,1,0,0,0,0,0,0,1,2,2,"14.1%"
"23","Baltimore Ravens","DST","BAL","2018",11,11,"ppr",23,1,0,0,0,0,0,0,1,1,1,"89.6%"
"24","Los Angeles Chargers","DST","LAC","2018",11,11,"ppr",24,0,0,0,0,0,0,0,1,0,0,"30.2%"
"25","Philadelphia Eagles","DST","PHI","2018",11,11,"ppr",25,0,0,0,0,0,0,0,1,-4,-4,"58.2%"
"26","Tennessee Titans","DST","TEN","2018",11,11,"ppr",26,0,0,0,1,0,0,0,1,-4,-4,"26.3%"
