"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Deshaun Watson","QB","CLE","2019",5,5,"ppr","1","28","33","84.8","426","12.9","5","0","0","4","47","0","0","1","41.7","41.7","75.7%"
"2","Matt Ryan","QB","IND","2019",5,5,"ppr","2","32","46","69.6","330","7.2","3","1","2","3","7","1","0","1","32.9","32.9","10.6%"
"3","Russell Wilson","QB","DEN","2019",5,5,"ppr","3","17","23","73.9","268","11.7","4","0","1","8","32","0","0","1","29.9","29.9","43.7%"
"4","Teddy Bridgewater","QB","MIA","2019",5,5,"ppr","4","26","34","76.5","314","9.2","4","1","0","5","7","0","0","1","28.3","28.3","0.6%"
"5","Dak Prescott","QB","DAL","2019",5,5,"ppr","5","27","44","61.4","463","10.5","2","3","3","4","27","0","0","1","26.2","26.2","93.5%"
"6","Kyler Murray","QB","ARI","2019",5,5,"ppr","6","20","32","62.5","253","7.9","0","0","1","10","93","1","0","1","25.4","25.4","62.1%"
"7","Tom Brady","QB","TB","2019",5,5,"ppr","7","28","42","66.7","348","8.3","3","1","4","0","0","0","0","1","24.9","24.9","86.0%"
"8","Gardner Minshew II","QB","PHI","2019",5,5,"ppr","8","26","44","59.1","374","8.5","2","0","2","7","42","0","3","1","21.2","21.2","0.2%"
"9","Kirk Cousins","QB","MIN","2019",5,5,"ppr","9","22","27","81.5","306","11.3","2","0","3","3","3","0","0","1","20.5","20.5","87.8%"
"10","Andy Dalton","QB","NO","2019",5,5,"ppr","10","27","38","71.1","262","6.9","2","0","1","2","5","0","0","1","19.0","19.0","12.2%"
"11","Jared Goff","QB","DET","2019",5,5,"ppr","11","29","49","59.2","395","8.1","1","1","0","1","1","0","0","1","18.9","18.9","60.4%"
"12","Patrick Mahomes II","QB","KC","2019",5,5,"ppr","12","22","39","56.4","321","8.2","1","0","4","3","17","0","0","1","18.5","18.5","100.0%"
"13","Josh Allen","QB","BUF","2019",5,5,"ppr","13","23","32","71.9","219","6.8","2","1","4","10","27","0","0","1","18.5","18.5","100.0%"
"14","Jameis Winston","QB","NO","2019",5,5,"ppr","14","15","27","55.6","204","7.6","2","0","6","3","13","0","0","1","17.5","17.5","5.6%"
"15","Chase Daniel","QB","LAC","2019",5,5,"ppr","15","22","30","73.3","231","7.7","2","2","4","1","2","0","0","1","15.4","15.4","0.1%"
"16","Jimmy Garoppolo","QB","SF","2019",5,5,"ppr","16","20","29","69.0","181","6.2","2","0","2","4","-3","0","0","1","14.9","14.9","16.2%"
"17","Lamar Jackson","QB","BAL","2019",5,5,"ppr","17","19","28","67.9","161","5.8","1","3","5","14","70","0","0","1","14.4","14.4","96.8%"
"18","Carson Wentz","QB","WAS","2019",5,5,"ppr","18","17","29","58.6","189","6.5","1","0","1","2","5","0","0","1","12.1","12.1","6.5%"
"19","Jacoby Brissett","QB","CLE","2019",5,5,"ppr","19","18","29","62.1","151","5.2","0","1","0","6","9","1","0","1","11.9","11.9","4.8%"
"20","Kyle Allen","QB","HOU","2019",5,5,"ppr","20","17","30","56.7","181","6.0","1","0","3","1","4","0","0","1","11.6","11.6","0.7%"
"21","Daniel Jones","QB","NYG","2019",5,5,"ppr","21","21","38","55.3","182","4.8","1","1","4","3","12","0","0","1","11.5","11.5","58.2%"
"22","Aaron Rodgers","QB","GB","2019",5,5,"ppr","22","22","34","64.7","238","7.0","0","0","2","4","-1","0","0","1","9.4","9.4","75.1%"
"23","Mason Rudolph","QB","PIT","2019",5,5,"ppr","23","13","20","65.0","131","6.6","1","0","1","0","0","0","0","1","9.2","9.2","0.1%"
"24","Joe Flacco","QB","NYJ","2019",5,5,"ppr","24","14","20","70.0","182","9.1","1","1","3","3","7","0","1","1","9.0","9.0","0.3%"
"25","Marcus Mariota","QB","ATL","2019",5,5,"ppr","25","13","22","59.1","183","8.3","0","0","5","5","13","0","0","1","8.6","8.6","19.4%"
"26","Derek Carr","QB","LV","2019",5,5,"ppr","26","25","32","78.1","229","7.2","0","0","0","3","8","0","1","1","8.0","8.0","64.3%"
"27","Philip Rivers","QB","FA","2019",5,5,"ppr","27","32","48","66.7","211","4.4","0","2","0","1","-3","0","0","1","6.1","6.1","20.6%"
"28","Colt McCoy","QB","ARI","2019",5,5,"ppr","28","18","27","66.7","122","4.5","0","1","6","2","14","0","0","1","5.3","5.3","2.3%"
"29","Devlin Hodges","QB","FA","2019",5,5,"ppr","29","7","9","77.8","68","7.6","0","0","0","2","20","0","0","1","4.7","4.7","0.0%"
"30","Taysom Hill","QB","NO","2019",5,5,"ppr","30","1","1","100.0","18","18.0","0","0","0","2","14","0","0","1","2.1","2.1","45.3%"
"31","Luke Falk","QB","FA","2019",5,5,"ppr","31","15","26","57.7","120","4.6","0","2","9","0","0","0","1","1","0.8","0.8","0.1%"
"32","Jarrett Stidham","QB","LV","2019",5,5,"ppr","32","0","1","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"33","Tyrod Taylor","QB","NYG","2019",5,5,"ppr","33","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"34","Baker Mayfield","QB","LAR","2019",5,5,"ppr","34","8","22","36.4","100","4.5","0","2","4","0","0","0","1","1","0.0","0.0","6.6%"
