"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Mike Nugent","K","FA","2016",4,4,"ppr",1,5,5,100,47,0,2,0,3,0,1,1,1,19,19,"1.0%"
"2","Jason Myers","K","SEA","2016",4,4,"ppr",2,3,3,100,49,0,1,0,2,0,3,3,1,14,14,"55.6%"
"3","Matt Bryant","K","FA","2016",4,4,"ppr",3,2,2,100,53,0,1,0,0,1,6,6,1,14,14,"1.1%"
"4","Dan Carpenter","K","FA","2016",4,4,"ppr",4,3,4,75,44,0,0,1,2,0,1,1,1,12,12,"0.2%"
"5","Nick Novak","K","FA","2016",4,4,"ppr",5,2,3,66.7,53,0,0,0,1,1,3,3,1,12,12,"0.1%"
"6","Adam Vinatieri","K","FA","2016",4,4,"ppr",6,2,2,100,53,0,0,0,1,1,3,3,1,12,12,"0.2%"
"7","Josh Lambo","K","FA","2016",4,4,"ppr",7,2,2,100,47,0,0,1,1,0,4,4,1,11,11,"0.0%"
"8","Cody Parkey","K","FA","2016",4,4,"ppr",8,2,2,100,51,0,0,0,1,1,2,2,1,11,11,"0.0%"
"9","Stephen Hauschka","K","FA","2016",4,4,"ppr",9,2,2,100,53,0,0,1,0,1,3,3,1,11,11,"0.0%"
"10","Ryan Succop","K","TB","2016",4,4,"ppr",10,2,2,100,48,0,1,0,1,0,2,2,1,9,9,"34.3%"
"11","Brandon McManus","K","DEN","2016",4,4,"ppr",11,2,2,100,38,0,1,1,0,0,3,3,1,9,9,"36.0%"
"12","Dustin Hopkins","K","LAC","2016",4,4,"ppr",12,1,1,100,49,0,0,0,1,0,4,4,1,8,8,"2.7%"
"13","Matt Prater","K","ARI","2016",4,4,"ppr",13,2,2,100,50,0,1,0,0,1,0,0,1,8,8,"14.9%"
"14","Justin Tucker","K","BAL","2016",4,4,"ppr",14,2,2,100,43,0,1,0,1,0,1,1,1,8,8,"99.0%"
"15","Graham Gano","K","NYG","2016",4,4,"ppr",15,1,1,100,54,0,0,0,0,1,2,2,1,7,7,"61.0%"
"16","Chandler Catanzaro","K","FA","2016",4,4,"ppr",16,2,2,100,25,0,2,0,0,0,1,1,1,7,7,"0.0%"
"17","Blair Walsh","K","FA","2016",4,4,"ppr",17,1,2,50,44,0,0,0,1,0,3,3,1,7,7,"0.1%"
"18","Dan Bailey","K","FA","2016",4,4,"ppr",18,1,2,50,22,0,1,0,0,0,3,3,1,6,6,"0.0%"
"19","Phil Dawson","K","FA","2016",4,4,"ppr",19,1,1,100,36,0,0,1,0,0,2,2,1,5,5,"0.1%"
"20","Josh Brown","K","FA","2016",4,4,"ppr",20,1,1,100,40,0,0,0,1,0,1,1,1,5,5,"0.0%"
"21","Connor Barth","K","FA","2016",4,4,"ppr",21,1,2,50,25,0,1,0,0,0,2,2,1,5,5,"0.0%"
"22","Greg Zuerlein","K","NYJ","2016",4,4,"ppr",22,1,1,100,29,0,1,0,0,0,2,2,1,5,5,"15.9%"
"23","Chris Boswell","K","PIT","2016",4,4,"ppr",23,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"14.1%"
"24","Wil Lutz","K","NO","2016",4,4,"ppr",24,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"8.0%"
"25","Nick Folk","K","NE","2016",4,4,"ppr",25,1,1,100,34,0,0,1,0,0,2,2,1,5,5,"75.5%"
"26","Sebastian Janikowski","K","FA","2016",4,4,"ppr",26,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"20.0%"
"27","Cairo Santos","K","CHI","2016",4,4,"ppr",27,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"13.3%"
"28","Andrew Franks","K","FA","2016",4,4,"ppr",28,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"29","Roberto Aguayo","K","FA","2016",4,4,"ppr",29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.1%"
"30","Jonathan Brown","K","FA","2016",4,4,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
"31","Stephen Gostkowski","K","FA","2016",4,4,"ppr",31,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
