"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Washington Commanders","DST","WAS","2020",14,14,"ppr",1,4,1,2,2,2,0,0,1,23,23,"54.8%"
"2","Los Angeles Rams","DST","LAR","2020",14,14,"ppr",2,6,1,0,0,1,0,0,1,21,21,"34.3%"
"3","Dallas Cowboys","DST","DAL","2020",14,14,"ppr",3,2,0,3,2,1,0,0,1,18,18,"90.0%"
"4","Arizona Cardinals","DST","ARI","2020",14,14,"ppr",4,8,0,3,4,0,0,0,1,18,18,"12.3%"
"5","Chicago Bears","DST","CHI","2020",14,14,"ppr",5,7,0,2,1,0,1,0,1,17,17,"2.2%"
"6","Kansas City Chiefs","DST","KC","2020",14,14,"ppr",6,4,1,0,0,0,1,1,1,14,14,"47.9%"
"7","Buffalo Bills","DST","BUF","2020",14,14,"ppr",7,1,2,0,1,1,0,0,1,12,12,"99.0%"
"8","Seattle Seahawks","DST","SEA","2020",14,14,"ppr",8,3,0,1,1,0,0,0,1,12,12,"20.5%"
"9","Indianapolis Colts","DST","IND","2020",14,14,"ppr",9,0,2,1,1,1,0,0,1,12,12,"52.4%"
"10","Miami Dolphins","DST","MIA","2020",14,14,"ppr",10,3,3,1,1,0,0,0,1,10,10,"25.9%"
"11","Denver Broncos","DST","DEN","2020",14,14,"ppr",11,4,0,0,0,0,0,1,1,10,10,"38.8%"
"12","Tampa Bay Buccaneers","DST","TB","2020",14,14,"ppr",12,6,0,1,2,0,0,0,1,9,9,"81.2%"
"13","Los Angeles Chargers","DST","LAC","2020",14,14,"ppr",13,2,3,0,0,0,0,0,1,9,9,"30.2%"
"14","Philadelphia Eagles","DST","PHI","2020",14,14,"ppr",14,5,1,1,1,0,0,0,1,9,9,"58.2%"
"15","Tennessee Titans","DST","TEN","2020",14,14,"ppr",15,0,1,0,0,0,0,0,1,8,8,"26.3%"
"16","San Francisco 49ers","DST","SF","2020",14,14,"ppr",16,2,1,0,0,0,0,0,1,8,8,"95.5%"
"17","Pittsburgh Steelers","DST","PIT","2020",14,14,"ppr",17,1,1,1,2,0,0,0,1,6,6,"53.2%"
"18","New England Patriots","DST","NE","2020",14,14,"ppr",18,1,1,0,0,0,0,0,1,4,4,"54.0%"
"19","Green Bay Packers","DST","GB","2020",14,14,"ppr",19,4,0,0,0,0,0,0,1,4,4,"80.7%"
"20","Atlanta Falcons","DST","ATL","2020",14,14,"ppr",20,1,1,0,2,0,0,0,1,4,4,"1.7%"
"21","New Orleans Saints","DST","NO","2020",14,14,"ppr",21,0,0,1,1,0,0,0,1,2,2,"65.3%"
"22","Jacksonville Jaguars","DST","JAC","2020",14,14,"ppr",22,1,0,1,1,0,0,0,1,2,2,"3.8%"
"23","Cleveland Browns","DST","CLE","2020",14,14,"ppr",23,4,0,0,1,0,0,0,1,2,2,"37.2%"
"24","Cincinnati Bengals","DST","CIN","2020",14,14,"ppr",24,2,0,0,0,0,0,0,1,2,2,"31.6%"
"25","Carolina Panthers","DST","CAR","2020",14,14,"ppr",25,1,0,1,1,0,0,0,1,2,2,"14.1%"
"26","New York Giants","DST","NYG","2020",14,14,"ppr",26,1,0,0,2,0,0,0,1,1,1,"6.2%"
"27","Minnesota Vikings","DST","MIN","2020",14,14,"ppr",27,0,0,0,0,0,0,0,1,0,0,"23.7%"
"28","Baltimore Ravens","DST","BAL","2020",14,14,"ppr",28,0,1,0,3,0,1,0,1,0,0,"89.6%"
"29","New York Jets","DST","NYJ","2020",14,14,"ppr",29,1,1,0,0,0,0,0,1,-1,-1,"21.1%"
"30","Houston Texans","DST","HOU","2020",14,14,"ppr",30,3,0,0,0,0,0,0,1,-1,-1,"0.8%"
"31","Detroit Lions","DST","DET","2020",14,14,"ppr",31,0,0,0,0,0,0,0,1,-1,-1,"2.5%"
"32","Las Vegas Raiders","DST","LV","2020",14,14,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"14.2%"
