"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","David Johnson","RB","NO","2016",16,16,"ppr","1","28","95","3.4","33","1","3","4","7","41","10.3","0","1","1","33.6","33.6","0.1%"
"2","Le'Veon Bell","RB","FA","2016",16,16,"ppr","2","20","122","6.1","23","1","1","3","4","15","5.0","1","0","1","28.7","28.7","0.1%"
"3","Jay Ajayi","RB","FA","2016",16,16,"ppr","3","32","206","6.4","57","1","1","1","1","3","3.0","0","0","1","27.9","27.9","7.0%"
"4","LeSean McCoy","RB","FA","2016",16,16,"ppr","4","24","128","5.3","19","0","1","5","6","17","3.4","0","0","1","25.5","25.5","2.0%"
"5","Mark Ingram II","RB","NO","2016",16,16,"ppr","5","18","90","5.0","14","0","2","2","3","3","1.5","0","0","1","25.3","25.3","4.3%"
"6","DeAndre Washington","RB","FA","2016",16,16,"ppr","6","12","99","8.3","22","2","2","1","1","18","18.0","0","0","1","24.7","24.7","11.0%"
"7","Zach Zenner","RB","FA","2016",16,16,"ppr","7","12","67","5.6","20","1","2","2","3","25","12.5","0","0","1","23.2","23.2","0.0%"
"8","Tevin Coleman","RB","SF","2016",16,16,"ppr","8","9","90","10.0","55","1","1","3","3","45","15.0","0","0","1","22.5","22.5","0.6%"
"9","Ezekiel Elliott","RB","DAL","2016",16,16,"ppr","9","12","80","6.7","55","1","2","1","1","12","12.0","0","0","1","22.2","22.2","97.0%"
"10","Isaiah Crowell","RB","FA","2016",16,16,"ppr","10","16","54","3.4","14","0","2","4","5","4","1.0","0","0","1","21.8","21.8","0.1%"
"11","Chris Ivory","RB","FA","2016",16,16,"ppr","11","14","45","3.2","13","0","1","4","6","69","17.3","0","1","1","19.4","19.4","0.0%"
"12","Alfred Blue","RB","FA","2016",16,16,"ppr","12","21","73","3.5","24","1","1","4","4","17","4.3","0","0","1","19.0","19.0","0.0%"
"13","Todd Gurley II","RB","FA","2016",16,16,"ppr","13","23","67","2.9","11","0","1","3","3","20","6.7","0","0","1","17.7","17.7","0.1%"
"14","LeGarrette Blount","RB","FA","2016",16,16,"ppr","14","20","50","2.5","12","0","2","0","0","0","0","0","0","1","17.0","17.0","0.1%"
"15","Jalen Richard","RB","FA","2016",16,16,"ppr","15","6","66","11.0","19","0","0","3","3","13","4.3","1","0","1","16.9","16.9","1.0%"
"16","Devonta Freeman","RB","FA","2016",16,16,"ppr","16","13","53","4.1","13","0","0","8","8","35","4.4","0","0","1","16.8","16.8","0.0%"
"17","Chris Thompson","RB","FA","2016",16,16,"ppr","17","3","20","6.7","9","0","1","1","1","17","17.0","1","0","1","16.7","16.7","0.0%"
"18","Jacquizz Rodgers","RB","FA","2016",16,16,"ppr","18","15","63","4.2","13","0","1","2","2","15","7.5","0","0","1","15.8","15.8","0.0%"
"19","Mack Brown","RB","FA","2016",16,16,"ppr","19","8","82","10.3","61","1","1","1","1","-2","-2.0","0","0","1","15.0","15.0","0.0%"
"20","Darren Sproles","RB","FA","2016",16,16,"ppr","20","7","40","5.7","25","1","1","2","2","23","11.5","0","0","1","14.3","14.3","0.1%"
"21","Jordan Howard","RB","FA","2016",16,16,"ppr","21","18","119","6.6","23","2","0","1","3","9","9.0","0","0","1","13.8","13.8","0.0%"
"22","James White","RB","FA","2016",16,16,"ppr","22","1","14","14.0","14","0","0","3","4","32","10.7","1","0","1","13.6","13.6","0.1%"
"23","Jerick McKinnon","RB","KC","2016",16,16,"ppr","23","11","50","4.5","11","0","0","5","6","35","7.0","0","0","1","13.5","13.5","68.7%"
"24","Carlos Hyde","RB","FA","2016",16,16,"ppr","24","13","38","2.9","14","0","0","3","3","24","8.0","1","1","1","13.2","13.2","0.0%"
"25","Shaun Draughn","RB","FA","2016",16,16,"ppr","25","10","17","1.7","3","0","0","6","7","48","8.0","0","0","1","12.5","12.5","0.0%"
"26","Kenyan Drake","RB","BAL","2016",16,16,"ppr","26","4","56","14.0","45","1","1","0","0","0","0","0","0","1","11.6","11.6","26.8%"
"27","Devontae Booker","RB","FA","2016",16,16,"ppr","27","5","27","5.4","12","0","0","6","10","44","7.3","0","1","1","11.1","11.1","0.0%"
"28","Robert Turbin","RB","FA","2016",16,16,"ppr","28","6","18","3.0","6","0","0","2","2","11","5.5","1","0","1","10.9","10.9","0.0%"
"29","Rex Burkhead","RB","HOU","2016",16,16,"ppr","29","12","42","3.5","9","0","0","4","4","25","6.3","0","0","1","10.7","10.7","12.7%"
"30","Kyle Juszczyk","RB","SF","2016",16,16,"ppr","30","2","15","7.5","10","0","1","2","3","10","5.0","0","0","1","10.5","10.5","0.4%"
"31","Spencer Ware","RB","FA","2016",16,16,"ppr","31","13","62","4.8","18","0","0","2","3","20","10.0","0","0","1","10.2","10.2","0.0%"
"32","Robert Kelley","RB","FA","2016",16,16,"ppr","32","19","76","4.0","15","0","0","2","3","6","3.0","0","0","1","10.2","10.2","0.0%"
"33","Kenneth Farrow","RB","FA","2016",16,16,"ppr","33","9","28","3.1","9","0","0","4","4","29","7.3","0","0","1","9.7","9.7","0.0%"
"34","Travaris Cadet","RB","FA","2016",16,16,"ppr","34","0","0","0","0","0","0","2","2","16","8.0","1","0","1","9.6","9.6","0.0%"
"35","Bilal Powell","RB","FA","2016",16,16,"ppr","35","15","60","4.0","12","0","0","2","3","14","7.0","0","0","1","9.4","9.4","0.0%"
"36","Matt Asiata","RB","FA","2016",16,16,"ppr","36","6","34","5.7","9","0","0","3","4","30","10.0","0","0","1","9.4","9.4","0.0%"
"37","Jeremy Langford","RB","FA","2016",16,16,"ppr","37","7","19","2.7","5","0","1","1","2","4","4.0","0","0","1","9.3","9.3","0.0%"
"38","Rashad Jennings","RB","FA","2016",16,16,"ppr","38","9","44","4.9","19","0","0","4","5","7","1.8","0","0","1","9.1","9.1","0.0%"
"39","Mike Gillislee","RB","FA","2016",16,16,"ppr","39","11","91","8.3","35","2","0","0","0","0","0","0","0","1","9.1","9.1","0.0%"
"40","Paul Perkins","RB","FA","2016",16,16,"ppr","40","15","68","4.5","20","1","0","1","2","9","9.0","0","0","1","8.7","8.7","0.0%"
"41","Alex Collins","RB","FA","2016",16,16,"ppr","41","7","28","4.0","13","0","0","4","4","19","4.8","0","0","1","8.7","8.7","19.0%"
"42","Terrance West","RB","FA","2016",16,16,"ppr","42","10","27","2.7","7","0","0","3","3","28","9.3","0","0","1","8.5","8.5","0.0%"
"43","Charles Sims","RB","FA","2016",16,16,"ppr","43","3","12","4.0","12","0","0","4","4","30","7.5","0","0","1","8.2","8.2","0.0%"
"44","DeMarco Murray","RB","FA","2016",16,16,"ppr","44","14","42","3.0","11","0","0","2","4","18","9.0","0","0","1","8.0","8.0","0.1%"
"45","Ty Montgomery","RB","NE","2016",16,16,"ppr","45","9","23","2.6","6","0","0","4","5","17","4.3","0","0","1","8.0","8.0","0.5%"
"46","Frank Gore","RB","FA","2016",16,16,"ppr","46","13","72","5.5","13","0","0","1","2","12","12.0","0","1","1","7.4","7.4","12.1%"
"47","Ryan Mathews","RB","FA","2016",16,16,"ppr","47","18","46","2.6","17","0","0","1","1","16","16.0","0","0","1","7.2","7.2","0.0%"
"48","Damien Williams","RB","FA","2016",16,16,"ppr","48","0","0","0","0","0","0","2","3","51","25.5","0","0","1","7.1","7.1","1.1%"
"49","Latavius Murray","RB","DEN","2016",16,16,"ppr","49","15","40","2.7","8","0","0","2","2","11","5.5","0","0","1","7.1","7.1","75.6%"
"50","Justin Forsett","RB","FA","2016",16,16,"ppr","50","5","11","2.2","6","0","1","0","1","0","0","0","0","1","7.1","7.1","0.0%"
"51","Duke Johnson Jr.","RB","BUF","2016",16,16,"ppr","51","7","28","4.0","22","1","0","2","2","21","10.5","0","0","1","6.9","6.9","0.0%"
"52","Kenneth Dixon","RB","FA","2016",16,16,"ppr","52","12","57","4.8","17","0","0","1","3","1","1.0","0","0","1","6.8","6.8","0.1%"
"53","Dion Lewis","RB","FA","2016",16,16,"ppr","53","16","52","3.3","9","0","0","1","1","5","5.0","0","0","1","6.7","6.7","2.0%"
"54","Jonathan Stewart","RB","FA","2016",16,16,"ppr","54","11","50","4.5","20","1","0","1","2","2","2.0","0","0","1","6.2","6.2","0.0%"
"55","Derrick Henry","RB","TEN","2016",16,16,"ppr","55","4","13","3.3","10","0","0","2","2","22","11.0","0","0","1","5.5","5.5","100.0%"
