"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Tampa Bay Buccaneers","DST","TB","2016",10,10,"ppr",1,4,2,2,3,1,1,0,1,24,24,"81.2%"
"2","Miami Dolphins","DST","MIA","2016",10,10,"ppr",2,3,4,0,0,1,0,0,1,17,17,"25.9%"
"3","Baltimore Ravens","DST","BAL","2016",10,10,"ppr",3,4,2,1,2,0,0,0,1,14,14,"89.6%"
"4","Kansas City Chiefs","DST","KC","2016",10,10,"ppr",4,2,1,1,1,1,0,0,1,13,13,"47.9%"
"5","Denver Broncos","DST","DEN","2016",10,10,"ppr",5,1,2,2,2,0,0,0,1,12,12,"38.8%"
"6","Houston Texans","DST","HOU","2016",10,10,"ppr",6,2,1,1,1,1,0,0,1,12,12,"0.8%"
"7","Tennessee Titans","DST","TEN","2016",10,10,"ppr",7,5,2,1,0,0,0,0,1,11,11,"26.3%"
"8","Los Angeles Rams","DST","LAR","2016",10,10,"ppr",8,1,1,0,0,0,0,0,1,10,10,"34.3%"
"9","San Francisco 49ers","DST","SF","2016",10,10,"ppr",9,2,2,2,2,0,0,0,1,10,10,"95.5%"
"10","New Orleans Saints","DST","NO","2016",10,10,"ppr",10,6,2,0,0,0,0,0,1,10,10,"65.3%"
"11","New York Jets","DST","NYJ","2016",10,10,"ppr",11,3,0,0,1,0,0,0,1,7,7,"21.1%"
"12","Seattle Seahawks","DST","SEA","2016",10,10,"ppr",12,2,1,1,1,0,0,0,1,6,6,"20.5%"
"13","New York Giants","DST","NYG","2016",10,10,"ppr",13,3,1,0,0,0,0,0,1,6,6,"6.2%"
"14","Arizona Cardinals","DST","ARI","2016",10,10,"ppr",14,3,0,1,0,0,0,0,1,6,6,"12.3%"
"15","Washington Commanders","DST","WAS","2016",10,10,"ppr",15,3,1,0,0,0,0,0,1,6,6,"54.8%"
"16","Carolina Panthers","DST","CAR","2016",10,10,"ppr",16,3,1,0,1,0,0,0,1,6,6,"14.1%"
"17","Cleveland Browns","DST","CLE","2016",10,10,"ppr",17,2,2,0,0,0,0,0,1,5,5,"37.2%"
"18","Chicago Bears","DST","CHI","2016",10,10,"ppr",18,4,1,0,0,0,0,0,1,5,5,"2.2%"
"19","Cincinnati Bengals","DST","CIN","2016",10,10,"ppr",19,1,2,0,1,0,0,0,1,5,5,"31.6%"
"20","Philadelphia Eagles","DST","PHI","2016",10,10,"ppr",20,2,1,0,0,0,0,0,1,5,5,"58.2%"
"21","Atlanta Falcons","DST","ATL","2016",10,10,"ppr",21,2,0,1,2,0,0,0,1,4,4,"1.7%"
"22","Los Angeles Chargers","DST","LAC","2016",10,10,"ppr",22,1,0,1,1,0,0,0,1,3,3,"30.2%"
"23","New England Patriots","DST","NE","2016",10,10,"ppr",23,3,0,0,1,0,0,0,1,3,3,"54.0%"
"24","Minnesota Vikings","DST","MIN","2016",10,10,"ppr",24,1,0,1,1,0,0,0,1,3,3,"23.7%"
"25","Jacksonville Jaguars","DST","JAC","2016",10,10,"ppr",25,1,0,0,0,0,0,0,1,2,2,"3.8%"
"26","Dallas Cowboys","DST","DAL","2016",10,10,"ppr",26,1,0,0,1,0,0,0,1,0,0,"90.0%"
"27","Pittsburgh Steelers","DST","PIT","2016",10,10,"ppr",27,2,0,1,1,0,0,0,1,0,0,"53.2%"
"28","Green Bay Packers","DST","GB","2016",10,10,"ppr",28,1,0,0,0,0,0,0,1,-3,-3,"80.7%"
