"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Alvin Kamara","RB","NO","2017",11,11,"ppr","1","8","42","5.3","24","1","0","6","9","74","12.3","1","0","1","25.6","25.6","99.3%"
"2","LeSean McCoy","RB","FA","2017",11,11,"ppr","2","13","114","8.8","37","3","1","1","1","12","12.0","1","0","1","25.6","25.6","2.0%"
"3","Mark Ingram II","RB","NO","2017",11,11,"ppr","3","11","134","12.2","36","3","1","3","4","21","7.0","0","0","1","24.5","24.5","4.3%"
"4","D'Onta Foreman","RB","CAR","2017",11,11,"ppr","4","10","65","6.5","34","1","2","3","3","15","5.0","0","0","1","23.0","23.0","83.0%"
"5","Latavius Murray","RB","DEN","2017",11,11,"ppr","5","15","95","6.3","34","2","2","1","2","1","1.0","0","0","1","22.6","22.6","75.6%"
"6","Samaje Perine","RB","CIN","2017",11,11,"ppr","6","23","117","5.1","30","1","1","1","2","9","9.0","0","0","1","19.6","19.6","59.4%"
"7","Le'Veon Bell","RB","FA","2017",11,11,"ppr","7","12","46","3.8","7","0","0","9","11","57","6.3","0","0","1","19.3","19.3","0.1%"
"8","Dion Lewis","RB","FA","2017",11,11,"ppr","8","10","60","6.0","20","1","0","4","4","28","7.0","1","0","1","18.8","18.8","2.0%"
"9","Jordan Howard","RB","FA","2017",11,11,"ppr","9","15","125","8.3","50","1","1","0","0","0","0","0","0","1","18.5","18.5","0.0%"
"10","Lamar Miller","RB","FA","2017",11,11,"ppr","10","22","61","2.8","13","0","0","4","5","22","5.5","1","0","1","18.3","18.3","0.0%"
"11","Alex Collins","RB","FA","2017",11,11,"ppr","11","20","49","2.5","9","0","1","4","7","22","5.5","0","0","1","17.1","17.1","19.0%"
"12","Orleans Darkwa","RB","FA","2017",11,11,"ppr","12","20","74","3.7","14","0","1","2","4","16","8.0","0","0","1","17.0","17.0","0.0%"
"13","Duke Johnson Jr.","RB","BUF","2017",11,11,"ppr","13","2","10","5.0","7","0","0","4","6","56","14.0","1","0","1","16.6","16.6","0.0%"
"14","Tarik Cohen","RB","FA","2017",11,11,"ppr","14","9","44","4.9","15","0","1","4","6","15","3.8","0","0","1","15.9","15.9","0.0%"
"15","Devontae Booker","RB","FA","2017",11,11,"ppr","15","14","44","3.1","8","0","0","5","6","54","10.8","0","0","1","14.8","14.8","0.0%"
"16","Todd Gurley II","RB","FA","2017",11,11,"ppr","16","15","37","2.5","8","0","1","3","4","19","6.3","0","0","1","14.6","14.6","0.1%"
"17","Melvin Gordon III","RB","KC","2017",11,11,"ppr","17","20","80","4.0","20","1","1","0","2","0","0","0","0","1","14.0","14.0","29.3%"
"18","Austin Ekeler","RB","LAC","2017",11,11,"ppr","18","6","40","6.7","21","1","1","2","2","18","9.0","0","0","1","13.8","13.8","100.0%"
"19","Leonard Fournette","RB","TB","2017",11,11,"ppr","19","28","111","4.0","29","1","0","2","3","7","3.5","0","0","1","13.8","13.8","96.9%"
"20","Jamaal Williams","RB","DET","2017",11,11,"ppr","20","18","57","3.2","8","0","0","4","6","38","9.5","0","0","1","13.5","13.5","91.0%"
"21","Corey Clement","RB","ARI","2017",11,11,"ppr","21","6","50","8.3","17","0","1","0","0","0","0","0","0","1","13.0","13.0","0.0%"
