"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Justin Tucker","K","BAL","2018",4,4,"ppr",1,4,4,100,49,0,1,1,2,0,2,2,1,16,16,"99.0%"
"2","Wil Lutz","K","NO","2018",4,4,"ppr",2,4,4,100,42,0,1,2,1,0,3,3,1,16,16,"8.0%"
"3","Brett Maher","K","DAL","2018",4,4,"ppr",3,4,4,100,43,0,1,2,1,0,2,2,1,15,15,"75.1%"
"4","Cody Parkey","K","FA","2018",4,4,"ppr",4,2,2,100,50,0,0,0,1,1,6,6,1,15,15,"0.0%"
"5","Matt Bryant","K","FA","2018",4,4,"ppr",5,3,3,100,55,0,1,1,0,1,3,3,1,14,14,"1.1%"
"6","Matt McCrane","K","FA","2018",4,4,"ppr",6,3,5,60,44,0,2,0,1,0,4,4,1,14,14,"0.0%"
"7","Ka'imi Fairbairn","K","HOU","2018",4,4,"ppr",7,3,4,75,40,0,1,1,1,0,4,4,1,14,14,"2.0%"
"8","Mason Crosby","K","GB","2018",4,4,"ppr",8,3,3,100,52,0,0,1,0,2,1,2,1,14,14,"3.2%"
"9","Josh Lambo","K","FA","2018",4,4,"ppr",9,3,3,100,54,0,1,1,0,1,2,2,1,13,13,"0.0%"
"10","Brandon McManus","K","DEN","2018",4,4,"ppr",10,3,3,100,46,0,0,1,2,0,2,2,1,13,13,"36.0%"
"11","Dan Bailey","K","FA","2018",4,4,"ppr",11,3,3,100,40,0,0,2,1,0,2,2,1,12,12,"0.0%"
"12","Sebastian Janikowski","K","FA","2018",4,4,"ppr",12,2,4,50,52,0,0,0,1,1,2,2,1,11,11,"20.0%"
"13","Jake Elliott","K","PHI","2018",4,4,"ppr",13,3,3,100,37,0,1,2,0,0,2,2,1,11,11,"27.9%"
"14","Adam Vinatieri","K","FA","2018",4,4,"ppr",14,2,2,100,44,0,0,0,2,0,2,2,1,10,10,"0.2%"
"15","Caleb Sturgis","K","FA","2018",4,4,"ppr",15,3,4,75,48,0,2,0,1,0,0,2,1,10,10,"0.0%"
"16","Harrison Butker","K","KC","2018",4,4,"ppr",16,2,2,100,33,0,1,1,0,0,3,3,1,9,9,"91.8%"
"17","Ryan Succop","K","TB","2018",4,4,"ppr",17,2,2,100,42,0,0,1,1,0,2,2,1,9,9,"34.3%"
"18","Robbie Gould","K","SF","2018",4,4,"ppr",18,2,2,100,33,0,1,1,0,0,3,3,1,9,9,"42.9%"
"19","Sam Ficken","K","DET","2018",4,4,"ppr",19,1,2,50,34,0,0,1,0,0,5,5,1,8,8,"0.0%"
"20","Stephen Gostkowski","K","FA","2018",4,4,"ppr",20,1,1,100,20,0,1,0,0,0,5,5,1,8,8,"0.0%"
"21","Greg Joseph","K","MIN","2018",4,4,"ppr",21,2,2,100,28,0,2,0,0,0,2,2,1,8,8,"28.3%"
"22","Randy Bullock","K","TEN","2018",4,4,"ppr",22,1,1,100,36,0,0,1,0,0,4,4,1,7,7,"1.5%"
"23","Matt Prater","K","ARI","2018",4,4,"ppr",23,1,1,100,33,0,0,1,0,0,3,3,1,6,6,"14.9%"
"24","Chris Boswell","K","PIT","2018",4,4,"ppr",24,2,2,100,39,0,0,2,0,0,0,0,1,6,6,"14.1%"
"25","Jason Myers","K","SEA","2018",4,4,"ppr",25,2,2,100,38,0,1,1,0,0,0,0,1,6,6,"55.6%"
"26","Phil Dawson","K","FA","2018",4,4,"ppr",26,1,3,33.3,23,0,1,0,0,0,2,2,1,5,5,"0.1%"
"27","Chandler Catanzaro","K","FA","2018",4,4,"ppr",27,1,1,100,30,0,0,1,0,0,1,1,1,4,4,"0.0%"
"28","Aldrick Rosas","K","FA","2018",4,4,"ppr",28,1,1,100,33,0,0,1,0,0,1,1,1,4,4,"0.0%"
"29","Jason Sanders","K","MIA","2018",4,4,"ppr",29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"13.2%"
"30","Stephen Hauschka","K","FA","2018",4,4,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.0%"
