"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New Orleans Saints","DST","NO","2019",17,17,"ppr",1,2,2,1,0,1,0,0,1,18,18,"65.3%"
"2","Baltimore Ravens","DST","BAL","2019",17,17,"ppr",2,2,0,2,2,1,0,0,1,16,16,"89.6%"
"3","Atlanta Falcons","DST","ATL","2019",17,17,"ppr",3,1,2,1,2,1,0,0,1,14,14,"1.7%"
"4","Jacksonville Jaguars","DST","JAC","2019",17,17,"ppr",4,3,0,2,2,1,0,0,1,14,14,"3.8%"
"5","New York Jets","DST","NYJ","2019",17,17,"ppr",5,1,2,1,1,0,0,0,1,14,14,"21.1%"
"6","Tampa Bay Buccaneers","DST","TB","2019",17,17,"ppr",6,6,0,1,1,1,0,0,1,14,14,"81.2%"
"7","Kansas City Chiefs","DST","KC","2019",17,17,"ppr",7,3,2,0,0,0,0,1,1,13,13,"47.9%"
"8","Cincinnati Bengals","DST","CIN","2019",17,17,"ppr",8,6,3,0,1,0,0,0,1,12,12,"31.6%"
"9","Miami Dolphins","DST","MIA","2019",17,17,"ppr",9,1,1,1,1,1,0,0,1,11,11,"25.9%"
"10","Los Angeles Rams","DST","LAR","2019",17,17,"ppr",10,1,2,3,1,0,0,0,1,11,11,"34.3%"
"11","Philadelphia Eagles","DST","PHI","2019",17,17,"ppr",11,4,1,1,2,0,0,0,1,9,9,"58.2%"
"12","Chicago Bears","DST","CHI","2019",17,17,"ppr",12,0,2,1,0,0,1,0,1,9,9,"2.2%"
"13","Buffalo Bills","DST","BUF","2019",17,17,"ppr",13,2,1,0,0,0,0,0,1,8,8,"99.0%"
"14","Dallas Cowboys","DST","DAL","2019",17,17,"ppr",14,2,1,1,1,0,0,0,1,7,7,"90.0%"
"15","Pittsburgh Steelers","DST","PIT","2019",17,17,"ppr",15,3,1,1,1,0,0,0,1,7,7,"53.2%"
"16","Tennessee Titans","DST","TEN","2019",17,17,"ppr",16,4,1,0,0,0,0,0,1,7,7,"26.3%"
"17","Minnesota Vikings","DST","MIN","2019",17,17,"ppr",17,4,0,1,2,0,0,0,1,6,6,"23.7%"
"18","Las Vegas Raiders","DST","LV","2019",17,17,"ppr",18,2,0,1,2,0,0,0,1,5,5,"14.2%"
"19","Denver Broncos","DST","DEN","2019",17,17,"ppr",19,2,0,1,1,0,0,0,1,5,5,"38.8%"
"20","Indianapolis Colts","DST","IND","2019",17,17,"ppr",20,3,1,0,1,0,0,0,1,4,4,"52.4%"
"21","Green Bay Packers","DST","GB","2019",17,17,"ppr",21,1,1,0,0,0,0,0,1,4,4,"80.7%"
"22","Detroit Lions","DST","DET","2019",17,17,"ppr",22,1,1,0,1,0,0,0,1,3,3,"2.5%"
"23","New England Patriots","DST","NE","2019",17,17,"ppr",23,2,0,0,0,0,0,0,1,2,2,"54.0%"
"24","Seattle Seahawks","DST","SEA","2019",17,17,"ppr",24,2,0,0,1,0,0,0,1,2,2,"20.5%"
"25","Cleveland Browns","DST","CLE","2019",17,17,"ppr",25,1,1,0,0,0,0,0,1,2,2,"37.2%"
"26","San Francisco 49ers","DST","SF","2019",17,17,"ppr",26,1,0,0,1,0,0,0,1,1,1,"95.5%"
"27","Washington Commanders","DST","WAS","2019",17,17,"ppr",27,3,0,1,1,0,0,0,1,1,1,"54.8%"
"28","Los Angeles Chargers","DST","LAC","2019",17,17,"ppr",28,0,1,0,0,0,0,0,1,1,1,"30.2%"
"29","New York Giants","DST","NYG","2019",17,17,"ppr",29,1,0,0,0,0,0,0,1,0,0,"6.2%"
"30","Arizona Cardinals","DST","ARI","2019",17,17,"ppr",30,1,0,0,0,0,0,0,1,0,0,"12.3%"
"31","Carolina Panthers","DST","CAR","2019",17,17,"ppr",31,1,0,0,0,0,0,0,1,-3,-3,"14.1%"
"32","Houston Texans","DST","HOU","2019",17,17,"ppr",32,0,0,0,0,0,0,0,1,-4,-4,"0.8%"
