"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Dalvin Cook","RB","MIN","2020",8,8,"ppr","1","30","163","5.4","37","3","3","2","3","63","31.5","1","0","1","48.6","48.6","100.0%"
"2","Alvin Kamara","RB","NO","2020",8,8,"ppr","2","12","67","5.6","20","2","0","9","13","96","10.7","0","0","1","25.3","25.3","99.3%"
"3","DeeJay Dallas","RB","SEA","2020",8,8,"ppr","3","18","41","2.3","9","0","1","5","5","17","3.4","1","0","1","22.8","22.8","4.5%"
"4","Giovani Bernard","RB","TB","2020",8,8,"ppr","4","15","62","4.1","12","0","1","3","4","16","5.3","1","0","1","22.8","22.8","0.2%"
"5","Nyheim Hines","RB","BUF","2020",8,8,"ppr","5","5","8","1.6","6","0","0","3","5","54","18.0","2","0","1","21.2","21.2","29.1%"
"6","Jordan Wilkins","RB","IND","2020",8,8,"ppr","6","20","89","4.5","16","0","1","1","1","24","24.0","0","0","1","20.3","20.3","0.0%"
"7","Zack Moss","RB","IND","2020",8,8,"ppr","7","14","81","5.8","21","1","2","0","1","0","0","0","0","1","20.1","20.1","1.4%"
"8","Jamaal Williams","RB","DET","2020",8,8,"ppr","8","16","75","4.7","10","0","0","6","6","27","4.5","0","0","1","18.2","18.2","91.0%"
"9","Justin Jackson","RB","DET","2020",8,8,"ppr","9","17","89","5.2","22","1","0","3","5","53","17.7","0","0","1","17.2","17.2","1.1%"
"10","Derrick Henry","RB","TEN","2020",8,8,"ppr","10","18","112","6.2","21","1","1","0","1","0","0","0","0","1","17.2","17.2","100.0%"
"11","Damien Harris","RB","NE","2020",8,8,"ppr","11","16","102","6.4","22","1","1","0","0","0","0","0","0","1","16.2","16.2","56.6%"
"12","Phillip Lindsay","RB","FA","2020",8,8,"ppr","12","6","83","13.8","55","5","1","1","3","3","3.0","0","0","1","15.6","15.6","0.4%"
"13","James Conner","RB","ARI","2020",8,8,"ppr","13","15","47","3.1","18","0","1","3","3","13","4.3","0","0","1","15.0","15.0","97.8%"
"14","Gus Edwards","RB","BAL","2020",8,8,"ppr","14","16","87","5.4","25","2","1","0","1","0","0","0","0","1","14.7","14.7","39.7%"
"15","Troymaine Pope","RB","FA","2020",8,8,"ppr","15","10","67","6.7","26","1","0","5","7","28","5.6","0","0","1","14.5","14.5","0.0%"
"16","Jerick McKinnon","RB","KC","2020",8,8,"ppr","16","3","-1","-0.3","1","0","1","4","4","40","10.0","0","0","1","13.9","13.9","68.7%"
"17","Myles Gaskin","RB","MIA","2020",8,8,"ppr","17","18","47","2.6","6","0","1","3","6","16","5.3","0","1","1","13.3","13.3","0.3%"
"18","Wayne Gallman Jr.","RB","SEA","2020",8,8,"ppr","18","12","44","3.7","17","0","1","1","1","18","18.0","0","0","1","13.2","13.2","0.1%"
"19","J.K. Dobbins","RB","BAL","2020",8,8,"ppr","19","15","113","7.5","28","1","0","1","2","8","8.0","0","0","1","13.1","13.1","80.2%"
"20","Josh Jacobs","RB","LV","2020",8,8,"ppr","20","31","129","4.2","16","0","0","0","1","0","0","0","0","1","12.9","12.9","99.3%"
"21","David Montgomery","RB","CHI","2020",8,8,"ppr","21","21","89","4.2","38","2","0","2","5","16","8.0","0","0","1","12.5","12.5","95.6%"
"22","Melvin Gordon III","RB","KC","2020",8,8,"ppr","22","8","26","3.3","10","0","0","6","7","21","3.5","0","0","1","10.7","10.7","29.3%"
"23","Todd Gurley II","RB","FA","2020",8,8,"ppr","23","18","46","2.6","11","0","1","0","0","0","0","0","0","1","10.6","10.6","0.1%"
"24","Samaje Perine","RB","CIN","2020",8,8,"ppr","24","10","32","3.2","16","0","1","1","1","2","2.0","0","0","1","10.4","10.4","59.4%"
"25","Devin Singletary","RB","BUF","2020",8,8,"ppr","25","14","86","6.1","18","0","0","1","1","6","6.0","0","0","1","10.2","10.2","91.7%"
"26","JaMycal Hasty","RB","JAC","2020",8,8,"ppr","26","12","29","2.4","5","0","1","1","1","2","2.0","0","0","1","10.1","10.1","5.1%"
"27","Leonard Fournette","RB","TB","2020",8,8,"ppr","27","15","52","3.5","13","0","0","3","6","19","6.3","0","0","1","10.1","10.1","96.9%"
"28","Boston Scott","RB","PHI","2020",8,8,"ppr","28","15","70","4.7","19","0","0","2","2","9","4.5","0","0","1","9.9","9.9","1.3%"
"29","Kerryon Johnson","RB","FA","2020",8,8,"ppr","29","0","0","0","0","0","0","2","2","15","7.5","1","0","1","9.5","9.5","0.0%"
