"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New England Patriots","DST","NE","2018",8,8,"ppr",1,3,1,1,1,1,0,0,1,20,20,"54.0%"
"2","Cincinnati Bengals","DST","CIN","2018",8,8,"ppr",2,6,4,0,0,1,0,0,1,19,19,"31.6%"
"3","Washington Commanders","DST","WAS","2018",8,8,"ppr",3,7,2,0,0,0,0,0,1,15,15,"54.8%"
"4","New Orleans Saints","DST","NO","2018",8,8,"ppr",4,4,1,1,1,1,0,0,1,15,15,"65.3%"
"5","San Francisco 49ers","DST","SF","2018",8,8,"ppr",5,3,1,1,1,0,1,0,1,10,10,"95.5%"
"6","Seattle Seahawks","DST","SEA","2018",8,8,"ppr",6,3,1,2,0,0,0,0,1,10,10,"20.5%"
"7","Kansas City Chiefs","DST","KC","2018",8,8,"ppr",7,5,1,1,2,0,0,0,1,9,9,"47.9%"
"8","Jacksonville Jaguars","DST","JAC","2018",8,8,"ppr",8,4,1,1,1,0,0,0,1,8,8,"3.8%"
"9","Carolina Panthers","DST","CAR","2018",8,8,"ppr",9,2,2,1,1,0,0,0,1,8,8,"14.1%"
"10","Los Angeles Rams","DST","LAR","2018",8,8,"ppr",10,3,0,1,0,0,1,0,1,7,7,"34.3%"
"11","Pittsburgh Steelers","DST","PIT","2018",8,8,"ppr",11,2,1,0,0,0,1,0,1,7,7,"53.2%"
"12","Philadelphia Eagles","DST","PHI","2018",8,8,"ppr",12,4,0,1,1,0,0,0,1,7,7,"58.2%"
"13","Arizona Cardinals","DST","ARI","2018",8,8,"ppr",13,4,0,0,0,0,0,0,1,5,5,"12.3%"
"14","Chicago Bears","DST","CHI","2018",8,8,"ppr",14,1,0,0,0,0,0,0,1,5,5,"2.2%"
"15","Green Bay Packers","DST","GB","2018",8,8,"ppr",15,5,0,0,0,0,0,0,1,4,4,"80.7%"
"16","Houston Texans","DST","HOU","2018",8,8,"ppr",16,2,1,0,0,0,0,0,1,4,4,"0.8%"
"17","Cleveland Browns","DST","CLE","2018",8,8,"ppr",17,1,1,1,2,0,0,0,1,4,4,"37.2%"
"18","Denver Broncos","DST","DEN","2018",8,8,"ppr",18,2,1,0,0,0,0,0,1,3,3,"38.8%"
"19","New York Giants","DST","NYG","2018",8,8,"ppr",19,0,0,1,1,0,0,0,1,3,3,"6.2%"
"20","Buffalo Bills","DST","BUF","2018",8,8,"ppr",20,2,0,0,1,0,0,0,1,3,3,"99.0%"
"21","Minnesota Vikings","DST","MIN","2018",8,8,"ppr",21,0,1,0,0,0,0,0,1,2,2,"23.7%"
"22","New York Jets","DST","NYJ","2018",8,8,"ppr",22,2,0,0,0,0,0,0,1,2,2,"21.1%"
"23","Indianapolis Colts","DST","IND","2018",8,8,"ppr",23,0,0,1,0,0,0,0,1,1,1,"52.4%"
"24","Tampa Bay Buccaneers","DST","TB","2018",8,8,"ppr",24,2,0,0,0,0,0,0,1,1,1,"81.2%"
"25","Detroit Lions","DST","DET","2018",8,8,"ppr",25,2,0,0,0,0,0,0,1,1,1,"2.5%"
"26","Las Vegas Raiders","DST","LV","2018",8,8,"ppr",26,0,0,0,0,0,0,0,1,-4,-4,"14.2%"
"27","Baltimore Ravens","DST","BAL","2018",8,8,"ppr",27,0,0,0,0,0,0,0,1,-4,-4,"89.6%"
"28","Miami Dolphins","DST","MIA","2018",8,8,"ppr",28,0,0,0,0,0,0,0,1,-4,-4,"25.9%"
