"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Zane Gonzalez","K","CAR","2021",8,8,"ppr",1,4,4,100,57,0,2,0,0,2,1,1,1,17,17,"0.1%"
"2","Jake Elliott","K","PHI","2021",8,8,"ppr",2,3,3,100,43,0,1,0,2,0,5,5,1,16,16,"27.9%"
"3","Joey Slye","K","WAS","2021",8,8,"ppr",3,4,5,80,52,0,1,1,1,1,1,2,1,16,16,"2.0%"
"4","Nick Folk","K","NE","2021",8,8,"ppr",4,4,4,100,48,0,1,1,2,0,1,1,1,15,15,"75.5%"
"5","Randy Bullock","K","TEN","2021",8,8,"ppr",5,2,2,100,46,0,0,0,2,0,4,4,1,12,12,"1.5%"
"6","Greg Joseph","K","MIN","2021",8,8,"ppr",6,3,3,100,45,0,1,0,2,0,1,1,1,12,12,"28.3%"
"7","Brian Johnson","K","FA","2021",8,8,"ppr",7,3,3,100,35,0,2,1,0,0,3,4,1,12,12,"0.0%"
"8","Cairo Santos","K","CHI","2021",8,8,"ppr",8,3,3,100,40,0,1,1,1,0,1,2,1,11,11,"13.3%"
"9","Tyler Bass","K","BUF","2021",8,8,"ppr",9,2,2,100,57,0,0,1,0,1,2,2,1,10,10,"94.4%"
"10","Younghoe Koo","K","ATL","2021",8,8,"ppr",10,2,3,66.7,53,0,0,0,1,1,1,1,1,10,10,"46.2%"
"11","Matt Ammendola","K","FA","2021",8,8,"ppr",11,2,3,66.7,24,0,2,0,0,0,2,2,1,8,8,"0.1%"
"12","Matt Gay","K","LAR","2021",8,8,"ppr",12,1,1,100,27,0,1,0,0,0,5,5,1,8,8,"41.5%"
"13","Greg Zuerlein","K","NYJ","2021",8,8,"ppr",13,2,3,66.7,39,0,0,2,0,0,2,2,1,8,8,"15.9%"
"14","Harrison Butker","K","KC","2021",8,8,"ppr",14,2,2,100,36,0,0,2,0,0,2,2,1,8,8,"91.8%"
"15","Michael Badgley","K","DET","2021",8,8,"ppr",15,1,1,100,34,0,0,1,0,0,4,4,1,7,7,"27.0%"
"16","Dustin Hopkins","K","LAC","2021",8,8,"ppr",16,1,1,100,48,0,0,0,1,0,3,3,1,7,7,"2.7%"
"17","Jason Myers","K","SEA","2021",8,8,"ppr",17,1,1,100,31,0,0,1,0,0,4,4,1,7,7,"55.6%"
"18","Evan McPherson","K","CIN","2021",8,8,"ppr",18,1,1,100,21,0,1,0,0,0,4,4,1,7,7,"86.6%"
"19","Brandon McManus","K","DEN","2021",8,8,"ppr",19,1,2,50,45,0,0,0,1,0,2,2,1,6,6,"36.0%"
"20","Chris Blewitt","K","FA","2021",8,8,"ppr",20,1,3,33.3,52,0,0,0,0,1,1,1,1,6,6,"0.0%"
"21","Mason Crosby","K","GB","2021",8,8,"ppr",21,1,1,100,21,0,1,0,0,0,3,3,1,6,6,"3.2%"
"22","Graham Gano","K","NYG","2021",8,8,"ppr",22,1,1,100,23,0,1,0,0,0,2,2,1,5,5,"61.0%"
"23","Jason Sanders","K","MIA","2021",8,8,"ppr",23,1,2,50,51,0,0,0,0,1,0,0,1,5,5,"13.2%"
"24","Chase McLaughlin","K","IND","2021",8,8,"ppr",24,1,1,100,30,0,0,1,0,0,1,1,1,4,4,"4.0%"
"25","Matt Prater","K","ARI","2021",8,8,"ppr",25,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"14.9%"
"26","Ryan Succop","K","TB","2021",8,8,"ppr",26,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"34.3%"
"27","Chris Boswell","K","PIT","2021",8,8,"ppr",27,1,1,100,31,0,0,1,0,0,0,0,1,3,3,"14.1%"
"28","Ka'imi Fairbairn","K","HOU","2021",8,8,"ppr",28,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"2.0%"
"29","Matthew Wright","K","FA","2021",8,8,"ppr",29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"4.7%"
"30","Austin Seibert","K","FA","2021",8,8,"ppr",30,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"0.3%"
"31","Ty Long","K","FA","2021",8,8,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.7%"
"32","Michael Palardy","K","NE","2021",8,8,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
