"","player","pos","team","season","start_week","end_week","scoring","rank","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_lg","receiving_20","receiving_td","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Jack Doyle","TE","FA","2021",12,12,"ppr","1","6","7","81","13.5","22","1","1","0","0","0","0","1","20.1","20.1","2.0%"
"2","Rob Gronkowski","TE","FA","2021",12,12,"ppr","2","7","9","123","17.6","32","4","0","0","0","0","0","1","19.3","19.3","1.0%"
"3","Dawson Knox","TE","BUF","2021",12,12,"ppr","3","3","3","32","10.7","24","1","2","0","0","0","0","1","18.2","18.2","74.4%"
"4","Mark Andrews","TE","BAL","2021",12,12,"ppr","4","4","10","65","16.3","39","2","1","0","0","0","0","1","16.5","16.5","99.9%"
"5","Dalton Schultz","TE","DAL","2021",12,12,"ppr","5","3","7","46","15.3","32","2","1","0","0","0","0","1","15.6","15.6","96.1%"
"6","Gerald Everett","TE","LAC","2021",12,12,"ppr","6","5","9","37","7.4","12","0","1","0","0","0","0","1","14.7","14.7","84.7%"
"7","Cole Kmet","TE","CHI","2021",12,12,"ppr","7","8","11","65","8.1","16","0","0","0","0","0","0","1","14.5","14.5","69.3%"
"8","Pat Freiermuth","TE","PIT","2021",12,12,"ppr","8","4","4","40","10.0","15","0","1","0","0","0","0","1","14.0","14.0","93.9%"
"9","David Njoku","TE","CLE","2021",12,12,"ppr","9","3","5","35","11.7","20","1","1","0","0","0","0","1","12.5","12.5","87.0%"
"10","T.J. Hockenson","TE","MIN","2021",12,12,"ppr","10","3","3","35","11.7","17","0","1","0","0","0","0","1","12.5","12.5","98.5%"
"11","Jimmy Graham","TE","FA","2021",12,12,"ppr","11","2","3","34","17.0","17","0","1","0","0","0","0","1","11.4","11.4","0.0%"
"12","Brevin Jordan","TE","HOU","2021",12,12,"ppr","12","3","3","23","7.7","13","0","1","0","0","0","0","1","11.3","11.3","0.8%"
"13","Jared Cook","TE","FA","2021",12,12,"ppr","13","2","5","25","12.5","16","0","1","0","0","0","0","1","10.5","10.5","0.0%"
"14","Chris Myarick","TE","NYG","2021",12,12,"ppr","14","2","2","11","5.5","10","0","1","0","0","0","0","1","9.1","9.1","0.0%"
"15","Jonnu Smith","TE","NE","2021",12,12,"ppr","15","3","4","49","16.3","20","1","0","1","9","0","0","1","8.8","8.8","1.1%"
"16","Durham Smythe","TE","MIA","2021",12,12,"ppr","16","5","5","32","6.4","11","0","0","2","3","0","0","1","8.5","8.5","0.1%"
"17","Nick Vannett","TE","NYG","2021",12,12,"ppr","17","1","1","11","11.0","11","0","1","0","0","0","0","1","8.1","8.1","0.0%"
"18","Sean McKeon","TE","DAL","2021",12,12,"ppr","18","1","1","10","10.0","10","0","1","0","0","0","0","1","8.0","8.0","0.0%"
"19","Harrison Bryant","TE","CLE","2021",12,12,"ppr","19","3","3","50","16.7","41","3","0","0","0","0","0","1","8.0","8.0","2.2%"
"20","James O'Shaughnessy","TE","MIN","2021",12,12,"ppr","20","3","5","29","9.7","21","1","0","0","0","0","0","1","7.9","7.9","0.0%"
"21","Eric Saubert","TE","DEN","2021",12,12,"ppr","21","1","1","1","1.0","1","0","1","0","0","0","0","1","7.1","7.1","0.1%"
"22","Evan Engram","TE","JAC","2021",12,12,"ppr","22","3","6","37","12.3","20","1","0","0","0","0","0","1","6.7","6.7","68.5%"
"23","Logan Thomas","TE","WAS","2021",12,12,"ppr","23","3","6","31","10.3","14","0","0","0","0","0","0","1","6.1","6.1","6.9%"
"24","Cameron Brate","TE","TB","2021",12,12,"ppr","24","3","4","23","7.7","10","0","0","0","0","0","0","1","5.3","5.3","1.6%"
"25","Darren Waller","TE","LV","2021",12,12,"ppr","25","2","5","33","16.5","21","1","0","0","0","0","0","1","5.3","5.3","74.7%"
"26","Ryan Griffin","TE","CHI","2021",12,12,"ppr","26","3","4","20","6.7","10","0","0","0","0","0","0","1","5.0","5.0","0.0%"
"27","Mike Gesicki","TE","MIA","2021",12,12,"ppr","27","3","3","17","5.7","7","0","0","0","0","0","0","1","4.7","4.7","37.4%"
"28","Kyle Pitts","TE","ATL","2021",12,12,"ppr","28","2","6","26","13.0","19","0","0","0","0","0","0","1","4.6","4.6","41.3%"
"29","Tyler Conklin","TE","NYJ","2021",12,12,"ppr","29","2","3","25","12.5","17","0","0","0","0","0","0","1","4.5","4.5","35.3%"
