"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New England Patriots","DST","NE","2019",6,6,"ppr",1,1,3,1,1,1,0,1,1,27,27,"54.0%"
"2","Denver Broncos","DST","DEN","2019",6,6,"ppr",2,7,3,0,1,0,0,0,1,23,23,"38.8%"
"3","Carolina Panthers","DST","CAR","2019",6,6,"ppr",3,7,5,2,2,0,0,0,1,21,21,"14.1%"
"4","Pittsburgh Steelers","DST","PIT","2019",6,6,"ppr",4,1,2,1,0,1,0,0,1,14,14,"53.2%"
"5","New York Giants","DST","NYG","2019",6,6,"ppr",5,3,1,1,1,1,0,0,1,13,13,"6.2%"
"6","New Orleans Saints","DST","NO","2019",6,6,"ppr",6,2,1,0,0,0,0,0,1,11,11,"65.3%"
"7","San Francisco 49ers","DST","SF","2019",6,6,"ppr",7,4,0,1,1,0,0,0,1,10,10,"95.5%"
"8","Washington Commanders","DST","WAS","2019",6,6,"ppr",8,5,2,0,1,0,0,0,1,10,10,"54.8%"
"9","Seattle Seahawks","DST","SEA","2019",6,6,"ppr",9,0,3,1,1,0,0,0,1,9,9,"20.5%"
"10","Cincinnati Bengals","DST","CIN","2019",6,6,"ppr",10,1,0,1,1,0,0,1,1,9,9,"31.6%"
"11","Minnesota Vikings","DST","MIN","2019",6,6,"ppr",11,2,2,1,1,0,0,0,1,9,9,"23.7%"
"12","Los Angeles Rams","DST","LAR","2019",6,6,"ppr",12,2,1,1,1,0,0,0,1,7,7,"34.3%"
"13","Jacksonville Jaguars","DST","JAC","2019",6,6,"ppr",13,3,0,0,1,0,0,0,1,7,7,"3.8%"
"14","Detroit Lions","DST","DET","2019",6,6,"ppr",14,1,1,2,1,0,0,0,1,7,7,"2.5%"
"15","Houston Texans","DST","HOU","2019",6,6,"ppr",15,1,1,1,1,0,0,0,1,5,5,"0.8%"
"16","Kansas City Chiefs","DST","KC","2019",6,6,"ppr",16,0,2,1,1,0,0,0,1,5,5,"47.9%"
"17","Baltimore Ravens","DST","BAL","2019",6,6,"ppr",17,2,1,0,0,0,0,0,1,5,5,"89.6%"
"18","Dallas Cowboys","DST","DAL","2019",6,6,"ppr",18,2,1,0,0,0,0,0,1,4,4,"90.0%"
"19","Cleveland Browns","DST","CLE","2019",6,6,"ppr",19,3,0,1,2,0,0,0,1,4,4,"37.2%"
"20","Tennessee Titans","DST","TEN","2019",6,6,"ppr",20,1,1,0,1,0,0,0,1,4,4,"26.3%"
"21","Green Bay Packers","DST","GB","2019",6,6,"ppr",21,3,0,0,0,0,0,0,1,3,3,"80.7%"
"22","Los Angeles Chargers","DST","LAC","2019",6,6,"ppr",22,0,1,0,0,0,0,0,1,3,3,"30.2%"
"23","Arizona Cardinals","DST","ARI","2019",6,6,"ppr",23,2,0,0,1,0,0,0,1,1,1,"12.3%"
"24","Philadelphia Eagles","DST","PHI","2019",6,6,"ppr",24,1,1,1,1,0,0,0,1,1,1,"58.2%"
"25","New York Jets","DST","NYJ","2019",6,6,"ppr",25,1,0,0,0,0,0,0,1,1,1,"21.1%"
"26","Miami Dolphins","DST","MIA","2019",6,6,"ppr",26,0,0,0,0,0,0,0,1,1,1,"25.9%"
"27","Tampa Bay Buccaneers","DST","TB","2019",6,6,"ppr",27,2,0,1,0,0,0,0,1,0,0,"81.2%"
"28","Atlanta Falcons","DST","ATL","2019",6,6,"ppr",28,0,0,0,0,0,0,0,1,-1,-1,"1.7%"
