"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Cairo Santos","K","CHI","2022",7,7,"ppr",1,4,4,100,50,0,1,1,1,1,3,3,1,18,18,"13.3%"
"2","Jason Myers","K","SEA","2022",7,7,"ppr",2,3,3,100,50,0,0,1,1,1,4,4,1,16,16,"55.6%"
"3","Randy Bullock","K","TEN","2022",7,7,"ppr",3,4,4,100,48,0,2,1,1,0,1,1,1,14,14,"1.5%"
"4","Robbie Gould","K","SF","2022",7,7,"ppr",4,3,3,100,50,0,0,1,1,1,2,2,1,14,14,"42.9%"
"5","Justin Tucker","K","BAL","2022",7,7,"ppr",5,3,3,100,55,0,0,2,0,1,2,2,1,13,13,"99.0%"
"6","Jason Sanders","K","MIA","2022",7,7,"ppr",6,3,3,100,47,0,1,0,2,0,1,1,1,12,12,"13.2%"
"7","Greg Zuerlein","K","NYJ","2022",7,7,"ppr",7,3,3,100,45,0,0,1,2,0,1,1,1,12,12,"15.9%"
"8","Joey Slye","K","WAS","2022",7,7,"ppr",8,3,4,75,31,1,1,1,0,0,2,2,1,11,11,"2.0%"
"9","Wil Lutz","K","NO","2022",7,7,"ppr",9,2,2,100,45,0,1,0,1,0,4,4,1,11,11,"8.0%"
"10","Graham Gano","K","NYG","2022",7,7,"ppr",10,3,3,100,34,0,0,3,0,0,2,2,1,11,11,"61.0%"
"11","Daniel Carlson","K","LV","2022",7,7,"ppr",11,1,1,100,50,0,0,0,0,1,5,5,1,10,10,"96.6%"
"12","Ka'imi Fairbairn","K","HOU","2022",7,7,"ppr",12,2,3,66.7,55,0,0,1,0,1,2,2,1,10,10,"2.0%"
"13","Rodrigo Blankenship","K","FA","2022",7,7,"ppr",13,2,2,100,50,0,1,0,0,1,2,3,1,10,10,"0.7%"
"14","Michael Badgley","K","DET","2022",7,7,"ppr",14,2,2,100,53,0,0,0,1,1,0,0,1,9,9,"27.0%"
"15","Cade York","K","CLE","2022",7,7,"ppr",15,2,3,66.7,41,0,0,1,1,0,2,2,1,9,9,"8.8%"
"16","Younghoe Koo","K","ATL","2022",7,7,"ppr",16,1,1,100,43,0,0,0,1,0,2,2,1,6,6,"46.2%"
"17","Harrison Butker","K","KC","2022",7,7,"ppr",17,0,1,0,0,0,0,0,0,0,6,6,1,6,6,"91.8%"
"18","Brett Maher","K","DAL","2022",7,7,"ppr",18,1,1,100,22,0,1,0,0,0,3,3,1,6,6,"75.1%"
"19","Chase McLaughlin","K","IND","2022",7,7,"ppr",19,1,1,100,50,0,0,0,0,1,1,1,1,6,6,"4.0%"
"20","Evan McPherson","K","CIN","2022",7,7,"ppr",20,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"86.6%"
"21","Chris Boswell","K","PIT","2022",7,7,"ppr",21,1,1,100,45,0,0,0,1,0,1,1,1,5,5,"14.1%"
"22","Brandon McManus","K","DEN","2022",7,7,"ppr",22,1,2,50,44,0,0,0,1,0,0,1,1,4,4,"36.0%"
"23","Ryan Succop","K","TB","2022",7,7,"ppr",23,1,1,100,27,0,1,0,0,0,0,0,1,3,3,"34.3%"
"24","Riley Patterson","K","JAC","2022",7,7,"ppr",24,1,1,100,27,0,1,0,0,0,0,1,1,3,3,"2.6%"
"25","Mason Crosby","K","GB","2022",7,7,"ppr",25,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"3.2%"
"26","Eddy Pineiro","K","CAR","2022",7,7,"ppr",26,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"2.2%"
"27","Taylor Bertolet","K","LAC","2022",7,7,"ppr",27,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"0.7%"
"28","Nick Folk","K","NE","2022",7,7,"ppr",28,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"75.5%"
"29","Matt Gay","K","LAR","2022",7,7,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41.5%"
"30","Tristan Vizcaino","K","NE","2022",7,7,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.1%"
"31","Tyler Bass","K","BUF","2022",7,7,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94.4%"
"32","Sam Ficken","K","DET","2022",7,7,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"33","Jake Elliott","K","PHI","2022",7,7,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27.9%"
"34","Zane Gonzalez","K","CAR","2022",7,7,"ppr",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.1%"
"35","Greg Joseph","K","MIN","2022",7,7,"ppr",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28.3%"
"36","Cameron Dicker","K","LAC","2022",7,7,"ppr",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"34.1%"
"37","Quinn Nordin","K","NE","2022",7,7,"ppr",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"38","James McCourt","K","JAC","2022",7,7,"ppr",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.1%"
"39","Caleb Shudak","K","TEN","2022",7,7,"ppr",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"40","Ramiz Ahmed","K","GB","2022",7,7,"ppr",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"41","Parker Douglass","K","NYJ","2022",7,7,"ppr",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"42","Piotr Czech","K","PIT","2022",7,7,"ppr",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"43","Steven Weatherford","K","NYJ","2022",7,7,"ppr",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
