"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Dak Prescott","QB","DAL","2020",4,4,"ppr","1","41","58","70.7","502","8.7","4","1","3","2","12","0","1","1","38.3","38.3","93.5%"
"2","Tom Brady","QB","TB","2020",4,4,"ppr","2","30","46","65.2","369","8.0","5","1","0","3","-3","0","0","1","33.5","33.5","86.0%"
"3","Aaron Rodgers","QB","GB","2020",4,4,"ppr","3","27","33","81.8","327","9.9","4","0","1","1","5","0","0","1","29.6","29.6","75.1%"
"4","Teddy Bridgewater","QB","MIA","2020",4,4,"ppr","4","26","37","70.3","276","7.5","2","1","0","6","32","1","0","1","27.2","27.2","0.6%"
"5","Lamar Jackson","QB","BAL","2020",4,4,"ppr","5","14","21","66.7","193","9.2","2","1","1","7","53","1","0","1","26.0","26.0","96.8%"
"6","Josh Allen","QB","BUF","2020",4,4,"ppr","6","24","34","70.6","288","8.5","2","0","1","3","-1","1","0","1","25.4","25.4","100.0%"
"7","Justin Herbert","QB","LAC","2020",4,4,"ppr","7","20","25","80.0","290","11.6","3","1","2","5","14","0","0","1","24.0","24.0","98.8%"
"8","Sam Darnold","QB","CAR","2020",4,4,"ppr","8","23","42","54.8","230","5.5","0","0","6","6","84","1","0","1","23.6","23.6","3.9%"
"9","Ryan Fitzpatrick","QB","FA","2020",4,4,"ppr","9","29","45","64.4","315","7.0","0","2","1","6","47","1","0","1","23.3","23.3","0.0%"
"10","Matthew Stafford","QB","LAR","2020",4,4,"ppr","10","17","31","54.8","206","6.6","3","1","3","3","21","0","0","1","23.3","23.3","29.7%"
"11","Kyler Murray","QB","ARI","2020",4,4,"ppr","11","24","31","77.4","133","4.3","3","0","1","6","78","0","1","1","23.1","23.1","62.1%"
"12","Carson Wentz","QB","WAS","2020",4,4,"ppr","12","18","28","64.3","193","6.9","1","1","3","7","37","1","0","1","22.4","22.4","6.5%"
"13","Gardner Minshew II","QB","PHI","2020",4,4,"ppr","13","27","40","67.5","351","8.8","2","1","3","2","9","0","0","1","21.9","21.9","0.2%"
"14","Russell Wilson","QB","DEN","2020",4,4,"ppr","14","24","34","70.6","360","10.6","2","1","2","4","5","0","0","1","21.9","21.9","43.7%"
"15","Deshaun Watson","QB","CLE","2020",4,4,"ppr","15","20","33","60.6","300","9.1","2","0","3","5","9","0","0","1","20.9","20.9","75.7%"
"16","Derek Carr","QB","LV","2020",4,4,"ppr","16","32","44","72.7","311","7.1","2","0","2","4","20","0","1","1","20.4","20.4","64.3%"
"17","Patrick Mahomes II","QB","KC","2020",4,4,"ppr","17","19","29","65.5","236","8.1","2","0","1","8","28","0","0","1","20.2","20.2","100.0%"
"18","Dwayne Haskins","QB","FA","2020",4,4,"ppr","18","32","45","71.1","314","7.0","0","0","3","3","3","1","0","1","18.9","18.9","0.1%"
"19","Drew Brees","QB","FA","2020",4,4,"ppr","19","19","25","76.0","246","9.8","2","1","2","3","-3","0","0","1","16.5","16.5","35.7%"
"20","Joe Burrow","QB","CIN","2020",4,4,"ppr","20","25","36","69.4","300","8.3","1","1","1","4","11","0","0","1","16.1","16.1","99.4%"
"21","Baker Mayfield","QB","LAR","2020",4,4,"ppr","21","19","30","63.3","165","5.5","2","0","2","3","6","0","0","1","15.2","15.2","6.6%"
"22","Kirk Cousins","QB","MIN","2020",4,4,"ppr","22","16","22","72.7","260","11.8","1","0","3","4","5","0","0","1","14.9","14.9","87.8%"
"23","Brett Rypien","QB","DEN","2020",4,4,"ppr","23","19","31","61.3","242","7.8","2","3","0","5","-5","0","0","1","14.2","14.2","0.9%"
"24","Nick Foles","QB","IND","2020",4,4,"ppr","24","26","42","61.9","249","5.9","1","1","1","2","-1","0","0","1","12.9","12.9","0.0%"
"25","Matt Ryan","QB","IND","2020",4,4,"ppr","25","28","39","71.8","285","7.3","0","0","4","2","10","0","0","1","12.4","12.4","10.6%"
