"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Christian McCaffrey","RB","SF","2021",1,1,"ppr","1","21","98","4.7","18","0","0","9","9","89","9.9","0","0","1","27.7","27.7","100.0%"
"2","Joe Mixon","RB","CIN","2021",1,1,"ppr","2","29","127","4.4","19","0","1","4","4","23","5.8","0","0","1","25.0","25.0","99.9%"
"3","Jamaal Williams","RB","DET","2021",1,1,"ppr","3","9","54","6.0","20","1","1","8","9","56","7.0","0","0","1","25.0","25.0","91.0%"
"4","D'Andre Swift","RB","DET","2021",1,1,"ppr","4","11","39","3.5","16","0","0","8","11","65","8.1","1","0","1","24.4","24.4","97.8%"
"5","Nick Chubb","RB","CLE","2021",1,1,"ppr","5","15","83","5.5","18","0","2","2","2","18","9.0","0","1","1","22.1","22.1","99.9%"
"6","Melvin Gordon III","RB","KC","2021",1,1,"ppr","6","11","101","9.2","70","4","1","3","3","17","5.7","0","0","1","20.8","20.8","29.3%"
"7","Dalvin Cook","RB","MIN","2021",1,1,"ppr","7","20","61","3.1","17","0","1","6","7","43","7.2","0","1","1","20.4","20.4","100.0%"
"8","David Montgomery","RB","CHI","2021",1,1,"ppr","8","16","108","6.8","41","3","1","1","1","10","10.0","0","0","1","18.8","18.8","95.6%"
"9","Ty'Son Williams","RB","ARI","2021",1,1,"ppr","9","9","65","7.2","35","2","1","3","4","29","9.7","0","0","1","18.4","18.4","0.0%"
"10","Alvin Kamara","RB","NO","2021",1,1,"ppr","10","20","83","4.2","14","0","0","3","4","8","2.7","1","0","1","18.1","18.1","99.3%"
"11","Jonathan Taylor","RB","IND","2021",1,1,"ppr","11","17","56","3.3","12","0","0","6","7","60","10.0","0","0","1","17.6","17.6","100.0%"
"12","Miles Sanders","RB","PHI","2021",1,1,"ppr","12","15","74","4.9","23","1","0","4","5","39","9.8","0","0","1","17.3","17.3","96.5%"
"13","Kareem Hunt","RB","CLE","2021",1,1,"ppr","13","6","33","5.5","15","0","1","3","3","28","9.3","0","0","1","17.1","17.1","76.3%"
"14","Josh Jacobs","RB","LV","2021",1,1,"ppr","14","10","34","3.4","15","0","2","1","2","6","6.0","0","0","1","17.0","17.0","99.3%"
"15","Elijah Mitchell","RB","SF","2021",1,1,"ppr","15","19","104","5.5","38","2","1","0","0","0","0","0","0","1","16.4","16.4","30.1%"
"16","Darrell Henderson Jr.","RB","FA","2021",1,1,"ppr","16","16","70","4.4","15","0","1","1","1","17","17.0","0","0","1","15.7","15.7","25.4%"
"17","Chase Edmonds","RB","DEN","2021",1,1,"ppr","17","12","63","5.3","16","0","0","4","4","43","10.8","0","0","1","14.6","14.6","23.9%"
"18","Mark Ingram II","RB","NO","2021",1,1,"ppr","18","26","85","3.3","11","0","1","0","1","0","0","0","0","1","14.5","14.5","4.3%"
"19","Nyheim Hines","RB","BUF","2021",1,1,"ppr","19","9","34","3.8","8","0","0","6","8","48","8.0","0","0","1","14.2","14.2","29.1%"
"20","Chris Carson","RB","FA","2021",1,1,"ppr","20","16","91","5.7","33","2","0","3","3","26","8.7","0","1","1","12.7","12.7","0.3%"
"21","Myles Gaskin","RB","MIA","2021",1,1,"ppr","21","9","49","5.4","15","0","0","5","5","27","5.4","0","0","1","12.6","12.6","0.3%"
"22","Kenneth Gainwell","RB","PHI","2021",1,1,"ppr","22","9","37","4.1","8","0","1","2","3","6","3.0","0","0","1","12.3","12.3","11.7%"
"23","James White","RB","FA","2021",1,1,"ppr","23","4","12","3.0","10","0","0","6","7","49","8.2","0","0","1","12.1","12.1","0.1%"
"24","Kenyan Drake","RB","BAL","2021",1,1,"ppr","24","6","11","1.8","6","0","0","5","5","59","11.8","0","0","1","12.0","12.0","26.8%"
"25","Antonio Gibson","RB","WAS","2021",1,1,"ppr","25","20","90","4.5","27","1","0","3","5","18","6.0","0","1","1","11.8","11.8","85.6%"
"26","David Johnson","RB","NO","2021",1,1,"ppr","26","3","10","3.3","5","0","0","3","4","18","6.0","1","0","1","11.8","11.8","0.1%"
"27","Damien Harris","RB","NE","2021",1,1,"ppr","27","23","100","4.3","35","2","0","2","3","17","8.5","0","1","1","11.7","11.7","56.6%"
"28","Austin Ekeler","RB","LAC","2021",1,1,"ppr","28","15","57","3.8","14","0","1","0","0","0","0","0","0","1","11.7","11.7","100.0%"
"29","Devin Singletary","RB","BUF","2021",1,1,"ppr","29","11","72","6.5","25","1","0","3","5","8","2.7","0","0","1","11.0","11.0","91.7%"
"30","Leonard Fournette","RB","TB","2021",1,1,"ppr","30","9","32","3.6","7","0","0","5","7","27","5.4","0","0","1","10.9","10.9","96.9%"
"31","Derrick Henry","RB","TEN","2021",1,1,"ppr","31","17","58","3.4","19","0","0","3","4","19","6.3","0","0","1","10.7","10.7","100.0%"
"32","Mike Davis","RB","FA","2021",1,1,"ppr","32","15","49","3.3","12","0","0","3","6","23","7.7","0","0","1","10.2","10.2","1.0%"
"33","Clyde Edwards-Helaire","RB","KC","2021",1,1,"ppr","33","14","43","3.1","9","0","0","3","3","29","9.7","0","0","1","10.2","10.2","40.4%"
"34","Latavius Murray","RB","DEN","2021",1,1,"ppr","34","10","28","2.8","8","0","1","0","0","0","0","0","0","1","8.8","8.8","75.6%"
"35","JaMycal Hasty","RB","JAC","2021",1,1,"ppr","35","1","3","3.0","3","0","1","1","1","15","15.0","0","0","1","8.8","8.8","5.1%"
"36","Cordarrelle Patterson","RB","ATL","2021",1,1,"ppr","36","7","54","7.7","14","0","0","2","2","13","6.5","0","0","1","8.7","8.7","85.6%"
"37","Phillip Lindsay","RB","FA","2021",1,1,"ppr","37","8","25","3.1","8","0","1","0","1","0","0","0","0","1","8.5","8.5","0.4%"
"38","James Robinson","RB","NYJ","2021",1,1,"ppr","38","5","25","5.0","7","0","0","3","6","29","9.7","0","0","1","8.4","8.4","39.4%"
"39","Tony Pollard","RB","DAL","2021",1,1,"ppr","39","3","14","4.7","11","0","0","4","4","29","7.3","0","0","1","8.3","8.3","96.8%"
"40","Damien Williams","RB","FA","2021",1,1,"ppr","40","6","12","2.0","6","0","0","4","5","28","7.0","0","0","1","8.0","8.0","1.1%"
"41","Carlos Hyde","RB","FA","2021",1,1,"ppr","41","9","44","4.9","13","0","0","2","2","14","7.0","0","0","1","7.8","7.8","0.0%"
"42","Jeremy McNichols","RB","PIT","2021",1,1,"ppr","42","2","9","4.5","8","0","0","3","4","24","8.0","0","0","1","6.3","6.3","0.0%"
"43","Tony Jones Jr.","RB","SEA","2021",1,1,"ppr","43","11","50","4.5","9","0","0","1","1","3","3.0","0","0","1","6.3","6.3","8.3%"
"44","Alec Ingold","RB","MIA","2021",1,1,"ppr","44","0","0","0","0","0","0","4","4","22","5.5","0","0","1","6.2","6.2","0.1%"
"45","Keith Smith","RB","ATL","2021",1,1,"ppr","45","2","13","6.5","8","0","0","3","3","18","6.0","0","0","1","6.1","6.1","0.0%"
"46","Najee Harris","RB","PIT","2021",1,1,"ppr","46","16","45","2.8","18","0","0","1","3","4","4.0","0","0","1","5.9","5.9","97.4%"
"47","Ezekiel Elliott","RB","DAL","2021",1,1,"ppr","47","11","33","3.0","13","0","0","2","2","6","3.0","0","0","1","5.9","5.9","97.0%"
"48","James Conner","RB","ARI","2021",1,1,"ppr","48","16","53","3.3","8","0","0","0","0","0","0","0","0","1","5.3","5.3","97.8%"
"49","Javonte Williams","RB","DEN","2021",1,1,"ppr","49","14","45","3.2","12","0","0","1","1","-4","-4.0","0","0","1","5.1","5.1","24.5%"
"50","Salvon Ahmed","RB","MIA","2021",1,1,"ppr","50","3","4","1.3","8","0","0","2","3","24","12.0","0","0","1","4.8","4.8","0.1%"
"51","Aaron Jones","RB","GB","2021",1,1,"ppr","51","5","9","1.8","3","0","0","2","2","13","6.5","0","0","1","4.2","4.2","99.6%"
"52","Ameer Abdullah","RB","LV","2021",1,1,"ppr","52","1","4","4.0","4","0","0","2","2","15","7.5","0","0","1","3.9","3.9","3.4%"
"53","Samaje Perine","RB","CIN","2021",1,1,"ppr","53","5","22","4.4","13","0","0","1","1","7","7.0","0","0","1","3.9","3.9","59.4%"
"54","Saquon Barkley","RB","NYG","2021",1,1,"ppr","54","10","26","2.6","5","0","0","1","3","1","1.0","0","0","1","3.7","3.7","100.0%"
"55","Ty Johnson","RB","NYJ","2021",1,1,"ppr","55","4","15","3.8","12","0","0","1","3","11","11.0","0","0","1","3.6","3.6","3.4%"
"56","AJ Dillon","RB","GB","2021",1,1,"ppr","56","4","19","4.8","6","0","0","1","2","7","7.0","0","0","1","3.6","3.6","77.4%"
"57","Patrick Ricard","RB","BAL","2021",1,1,"ppr","57","0","0","0","0","0","0","2","3","15","7.5","0","0","1","3.5","3.5","0.1%"
"58","Giovani Bernard","RB","TB","2021",1,1,"ppr","58","0","0","0","0","0","0","2","3","12","6.0","0","0","1","3.2","3.2","0.2%"
"59","Michael Carter","RB","NYJ","2021",1,1,"ppr","59","4","6","1.5","2","0","0","1","2","14","14.0","0","0","1","3.0","3.0","73.8%"
"60","C.J. Ham","RB","MIN","2021",1,1,"ppr","60","0","0","0","0","0","0","2","2","9","4.5","0","0","1","2.9","2.9","0.1%"
"61","Larry Rountree III","RB","LAC","2021",1,1,"ppr","61","8","27","3.4","13","0","0","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"62","Chuba Hubbard","RB","CAR","2021",1,1,"ppr","62","0","0","0","0","0","0","2","2","4","2.0","0","0","1","2.4","2.4","32.2%"
"63","Tevin Coleman","RB","SF","2021",1,1,"ppr","63","9","24","2.7","9","0","0","0","0","0","0","0","0","1","2.4","2.4","0.6%"
"64","Devontae Booker","RB","FA","2021",1,1,"ppr","64","4","7","1.8","6","0","0","1","1","6","6.0","0","0","1","2.3","2.3","0.0%"
"65","DeeJay Dallas","RB","SEA","2021",1,1,"ppr","65","1","5","5.0","5","0","0","1","1","5","5.0","0","0","1","2.0","2.0","4.5%"
"66","Raheem Mostert","RB","MIA","2021",1,1,"ppr","66","2","20","10.0","11","0","0","0","0","0","0","0","0","1","2.0","2.0","81.2%"
"67","Justin Jackson","RB","DET","2021",1,1,"ppr","67","1","5","5.0","5","0","0","1","1","2","2.0","0","0","1","1.7","1.7","1.1%"
"68","Kyle Juszczyk","RB","SF","2021",1,1,"ppr","68","0","0","0","0","0","0","1","1","7","7.0","0","0","1","1.7","1.7","0.4%"
