"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Robbie Gould","K","SF","2017",15,15,"ppr",1,6,6,100,50,0,1,1,3,1,1,1,1,24,24,"42.9%"
"2","Phil Dawson","K","FA","2017",15,15,"ppr",2,5,5,100,40,1,0,3,1,0,0,0,1,16,16,"0.1%"
"3","Ryan Succop","K","TB","2017",15,15,"ppr",3,3,3,100,50,0,0,1,1,1,2,2,1,14,14,"34.3%"
"4","Harrison Butker","K","KC","2017",15,15,"ppr",4,3,4,75,51,0,1,1,0,1,3,3,1,14,14,"91.8%"
"5","Kai Forbath","K","LAR","2017",15,15,"ppr",5,2,2,100,53,0,0,1,0,1,4,4,1,12,12,"3.0%"
"6","Cody Parkey","K","FA","2017",15,15,"ppr",6,3,3,100,41,0,2,0,1,0,1,1,1,11,11,"0.0%"
"7","Justin Tucker","K","BAL","2017",15,15,"ppr",7,2,2,100,43,0,0,1,1,0,3,3,1,10,10,"99.0%"
"8","Greg Zuerlein","K","NYJ","2017",15,15,"ppr",8,2,2,100,36,0,0,2,0,0,4,5,1,10,10,"15.9%"
"9","Jake Elliott","K","PHI","2017",15,15,"ppr",9,2,2,100,28,0,2,0,0,0,4,4,1,10,10,"27.9%"
"10","Josh Lambo","K","FA","2017",15,15,"ppr",10,1,1,100,38,0,0,1,0,0,6,6,1,9,9,"0.0%"
"11","Matt Prater","K","ARI","2017",15,15,"ppr",11,2,2,100,48,0,0,1,1,0,2,2,1,9,9,"14.9%"
"12","Dan Bailey","K","FA","2017",15,15,"ppr",12,2,2,100,45,1,0,0,1,0,2,2,1,9,9,"0.0%"
"13","Adam Vinatieri","K","FA","2017",15,15,"ppr",13,2,2,100,45,0,0,1,1,0,1,1,1,8,8,"0.2%"
"14","Stephen Gostkowski","K","FA","2017",15,15,"ppr",14,2,2,100,46,0,0,1,1,0,1,2,1,8,8,"0.0%"
"15","Matt Bryant","K","FA","2017",15,15,"ppr",15,1,2,50,57,0,0,0,0,1,3,3,1,8,8,"1.1%"
"16","Chris Boswell","K","PIT","2017",15,15,"ppr",16,1,1,100,51,0,0,0,0,1,3,3,1,8,8,"14.1%"
"17","Dustin Hopkins","K","LAC","2017",15,15,"ppr",17,2,2,100,32,0,1,1,0,0,2,2,1,8,8,"2.7%"
"18","Graham Gano","K","NYG","2017",15,15,"ppr",18,1,1,100,33,0,0,1,0,0,4,4,1,7,7,"61.0%"
"19","Wil Lutz","K","NO","2017",15,15,"ppr",19,1,1,100,23,0,1,0,0,0,4,4,1,7,7,"8.0%"
"20","Chandler Catanzaro","K","FA","2017",15,15,"ppr",20,2,2,100,29,0,2,0,0,0,1,1,1,7,7,"0.0%"
"21","Brandon McManus","K","DEN","2017",15,15,"ppr",21,1,2,50,40,0,0,0,1,0,2,2,1,6,6,"36.0%"
"22","Stephen Hauschka","K","FA","2017",15,15,"ppr",22,1,1,100,34,0,0,1,0,0,3,3,1,6,6,"0.0%"
"23","Mason Crosby","K","GB","2017",15,15,"ppr",23,1,1,100,28,0,1,0,0,0,3,3,1,6,6,"3.2%"
"24","Giorgio Tavecchio","K","FA","2017",15,15,"ppr",24,1,2,50,39,0,0,1,0,0,2,2,1,5,5,"1.0%"
"25","Zane Gonzalez","K","CAR","2017",15,15,"ppr",25,1,1,100,45,0,0,0,1,0,1,1,1,5,5,"0.1%"
"26","Mike Nugent","K","FA","2017",15,15,"ppr",26,1,1,100,41,0,0,0,1,0,1,1,1,5,5,"1.0%"
"27","Aldrick Rosas","K","FA","2017",15,15,"ppr",27,1,2,50,28,0,1,0,0,0,2,3,1,5,5,"0.0%"
"28","Patrick Murray","K","FA","2017",15,15,"ppr",28,0,1,0,0,0,0,0,0,0,3,3,1,3,3,"1.0%"
"29","Blair Walsh","K","FA","2017",15,15,"ppr",29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.1%"
"30","Randy Bullock","K","TEN","2017",15,15,"ppr",30,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"1.5%"
"31","Travis Coons","K","FA","2017",15,15,"ppr",31,0,0,0,0,0,0,0,0,0,1,2,1,1,1,"1.1%"
"32","Ka'imi Fairbairn","K","HOU","2017",15,15,"ppr",32,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"2.0%"
"33","Michael Palardy","K","NE","2017",15,15,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
