"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Justin Herbert","QB","LAC","2020",7,7,"ppr","1","27","43","62.8","347","8.1","3","0","1","9","66","1","0","1","38.5","38.5","98.8%"
"2","Kyler Murray","QB","ARI","2020",7,7,"ppr","2","34","48","70.8","360","7.5","3","1","0","14","67","1","0","1","38.1","38.1","62.1%"
"3","Tom Brady","QB","TB","2020",7,7,"ppr","3","33","45","73.3","369","8.2","4","0","0","1","1","1","0","1","36.9","36.9","86.0%"
"4","Joe Burrow","QB","CIN","2020",7,7,"ppr","4","35","47","74.5","406","8.6","3","1","4","6","34","1","1","1","34.6","34.6","99.4%"
"5","Russell Wilson","QB","DEN","2020",7,7,"ppr","5","33","50","66.0","388","7.8","3","3","2","6","84","0","0","1","32.9","32.9","43.7%"
"6","Baker Mayfield","QB","LAR","2020",7,7,"ppr","6","22","28","78.6","297","10.6","5","1","0","1","-1","0","0","1","30.8","30.8","6.6%"
"7","Carson Wentz","QB","WAS","2020",7,7,"ppr","7","25","43","58.1","359","8.3","2","1","3","7","14","1","0","1","28.8","28.8","6.5%"
"8","Aaron Rodgers","QB","GB","2020",7,7,"ppr","8","23","34","67.6","283","8.3","4","0","0","0","0","0","0","1","27.3","27.3","75.1%"
"9","Deshaun Watson","QB","CLE","2020",7,7,"ppr","9","29","39","74.4","309","7.9","2","0","3","7","38","0","0","1","24.2","24.2","75.7%"
"10","Drew Brees","QB","FA","2020",7,7,"ppr","10","29","36","80.6","287","8.0","2","0","1","3","2","1","1","1","23.7","23.7","35.7%"
"11","Daniel Jones","QB","NYG","2020",7,7,"ppr","11","20","30","66.7","187","6.2","2","1","3","4","92","0","1","1","21.7","21.7","58.2%"
"12","Derek Carr","QB","LV","2020",7,7,"ppr","12","24","36","66.7","284","7.9","2","1","3","2","19","0","0","1","20.3","20.3","64.3%"
"13","Teddy Bridgewater","QB","MIA","2020",7,7,"ppr","13","23","28","82.1","254","9.1","2","0","1","2","10","0","0","1","19.2","19.2","0.6%"
"14","Gardner Minshew II","QB","PHI","2020",7,7,"ppr","14","14","27","51.9","173","6.4","2","0","5","4","21","0","0","1","19.0","19.0","0.2%"
"15","Matthew Stafford","QB","LAR","2020",7,7,"ppr","15","25","36","69.4","340","9.4","1","0","2","1","8","0","0","1","18.4","18.4","29.7%"
"16","Matt Ryan","QB","IND","2020",7,7,"ppr","16","31","42","73.8","338","8.0","1","0","2","0","0","0","1","1","17.5","17.5","10.6%"
"17","Ryan Tannehill","QB","TEN","2020",7,7,"ppr","17","18","30","60.0","220","7.3","2","0","2","2","5","0","0","1","17.3","17.3","28.5%"
"18","Kyle Allen","QB","HOU","2020",7,7,"ppr","18","15","25","60.0","194","7.8","2","0","2","4","11","0","0","1","16.9","16.9","0.7%"
"19","Jared Goff","QB","DET","2020",7,7,"ppr","19","23","33","69.7","220","6.7","2","0","1","4","1","0","0","1","16.9","16.9","60.4%"
"20","Josh Allen","QB","BUF","2020",7,7,"ppr","20","30","43","69.8","307","7.1","0","0","2","11","61","0","1","1","16.4","16.4","100.0%"
"21","Ben Roethlisberger","QB","FA","2020",7,7,"ppr","21","32","49","65.3","268","5.5","2","3","0","1","-1","0","0","1","15.6","15.6","13.6%"
"22","Drew Lock","QB","SEA","2020",7,7,"ppr","22","24","40","60.0","254","6.4","0","2","3","3","8","1","0","1","15.0","15.0","0.2%"
"23","Patrick Mahomes II","QB","KC","2020",7,7,"ppr","23","15","23","65.2","200","8.7","1","0","3","0","0","0","0","1","12.0","12.0","100.0%"
"24","Jimmy Garoppolo","QB","SF","2020",7,7,"ppr","24","20","25","80.0","277","11.1","0","2","1","1","4","0","0","1","9.5","9.5","16.2%"
"25","Nick Foles","QB","IND","2020",7,7,"ppr","25","28","40","70.0","261","6.5","0","2","4","0","0","0","0","1","8.4","8.4","0.0%"
"26","Chad Henne","QB","KC","2020",7,7,"ppr","26","2","2","100.0","13","6.5","0","0","1","4","-2","1","0","1","6.3","6.3","0.1%"
"27","Andy Dalton","QB","NO","2020",7,7,"ppr","27","9","19","47.4","75","3.9","0","1","3","3","16","0","0","1","3.6","3.6","12.2%"
"28","Cam Newton","QB","FA","2020",7,7,"ppr","28","9","15","60.0","98","6.5","0","3","1","5","19","0","0","1","2.8","2.8","9.1%"
"29","Sam Darnold","QB","CAR","2020",7,7,"ppr","29","12","23","52.2","120","5.2","0","2","6","0","0","0","0","1","2.8","2.8","3.9%"
"30","Jarrett Stidham","QB","LV","2020",7,7,"ppr","30","6","10","60.0","64","6.4","0","1","1","2","3","0","0","1","1.9","1.9","0.0%"
"31","Ben DiNucci","QB","FA","2020",7,7,"ppr","31","2","3","66.7","39","13.0","0","0","3","1","0","0","0","1","1.6","1.6","0.0%"
"32","Taysom Hill","QB","NO","2020",7,7,"ppr","32","1","1","100.0","0","0.0","0","0","0","1","6","0","0","1","0.6","0.6","45.3%"
"33","Jalen Hurts","QB","PHI","2020",7,7,"ppr","33","0","0","0","0","0","0","0","0","2","2","0","0","1","0.2","0.2","99.9%"
"34","Easton Stick","QB","LAC","2020",7,7,"ppr","34","1","1","100.0","4","4.0","0","0","0","1","-2","0","0","1","0.0","0.0","0.0%"
"35","Brett Rypien","QB","DEN","2020",7,7,"ppr","35","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.9%"
"36","John Lovett","QB","MIA","2020",7,7,"ppr","36","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"37","Tim Boyle","QB","CHI","2020",7,7,"ppr","37","0","0","0","0","0","0","0","0","2","-1","0","0","1","-0.1","-0.1","0.0%"
