"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Baltimore Ravens","DST","BAL","2020",5,5,"ppr",1,7,1,2,3,1,0,0,1,26,26,"89.6%"
"2","Cleveland Browns","DST","CLE","2020",5,5,"ppr",2,1,2,0,0,1,1,0,1,13,13,"37.2%"
"3","Miami Dolphins","DST","MIA","2020",5,5,"ppr",3,5,2,1,2,0,0,0,1,12,12,"25.9%"
"4","Los Angeles Rams","DST","LAR","2020",5,5,"ppr",4,8,0,0,1,0,0,0,1,12,12,"34.3%"
"5","New York Giants","DST","NYG","2020",5,5,"ppr",5,2,1,1,0,1,0,0,1,11,11,"6.2%"
"6","Indianapolis Colts","DST","IND","2020",5,5,"ppr",6,1,2,0,1,0,0,1,1,11,11,"52.4%"
"7","Houston Texans","DST","HOU","2020",5,5,"ppr",7,4,0,2,1,0,0,0,1,9,9,"0.8%"
"8","Dallas Cowboys","DST","DAL","2020",5,5,"ppr",8,2,0,1,1,1,0,0,1,9,9,"90.0%"
"9","Tennessee Titans","DST","TEN","2020",5,5,"ppr",9,1,2,1,1,0,0,0,1,8,8,"26.3%"
"10","Pittsburgh Steelers","DST","PIT","2020",5,5,"ppr",10,5,2,0,0,0,0,0,1,8,8,"53.2%"
"11","Seattle Seahawks","DST","SEA","2020",5,5,"ppr",11,3,1,1,2,0,0,0,1,7,7,"20.5%"
"12","Arizona Cardinals","DST","ARI","2020",5,5,"ppr",12,3,0,0,0,0,0,0,1,7,7,"12.3%"
"13","Tampa Bay Buccaneers","DST","TB","2020",5,5,"ppr",13,3,1,0,1,0,0,0,1,6,6,"81.2%"
"14","Minnesota Vikings","DST","MIN","2020",5,5,"ppr",14,4,1,0,0,0,0,0,1,6,6,"23.7%"
"15","Chicago Bears","DST","CHI","2020",5,5,"ppr",15,3,0,1,1,0,0,0,1,6,6,"2.2%"
"16","Carolina Panthers","DST","CAR","2020",5,5,"ppr",16,2,1,0,1,0,0,0,1,5,5,"14.1%"
"17","Las Vegas Raiders","DST","LV","2020",5,5,"ppr",17,3,1,0,0,0,0,0,1,4,4,"14.2%"
"18","Jacksonville Jaguars","DST","JAC","2020",5,5,"ppr",18,1,2,0,0,0,0,0,1,4,4,"3.8%"
"19","Cincinnati Bengals","DST","CIN","2020",5,5,"ppr",19,1,1,0,0,0,0,0,1,3,3,"31.6%"
"20","New Orleans Saints","DST","NO","2020",5,5,"ppr",20,3,0,0,0,0,0,0,1,3,3,"65.3%"
"21","Los Angeles Chargers","DST","LAC","2020",5,5,"ppr",21,2,1,0,1,0,0,0,1,3,3,"30.2%"
"22","Washington Commanders","DST","WAS","2020",5,5,"ppr",22,1,1,0,1,0,0,0,1,2,2,"54.8%"
"23","New York Jets","DST","NYJ","2020",5,5,"ppr",23,1,1,0,0,0,0,0,1,2,2,"21.1%"
"24","Atlanta Falcons","DST","ATL","2020",5,5,"ppr",24,0,0,0,0,0,0,0,1,0,0,"1.7%"
"25","Philadelphia Eagles","DST","PHI","2020",5,5,"ppr",25,1,0,1,1,0,0,0,1,-1,-1,"58.2%"
"26","Kansas City Chiefs","DST","KC","2020",5,5,"ppr",26,1,1,0,0,0,0,0,1,-1,-1,"47.9%"
"27","San Francisco 49ers","DST","SF","2020",5,5,"ppr",27,2,0,0,0,0,0,0,1,-2,-2,"95.5%"
"28","Buffalo Bills","DST","BUF","2020",5,5,"ppr",28,0,0,0,0,0,0,0,1,-4,-4,"99.0%"
