"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Jason Myers","K","SEA","2018",6,6,"ppr",1,7,7,100,48,0,0,4,3,0,3,3,1,27,27,"55.6%"
"2","Stephen Gostkowski","K","FA","2018",6,6,"ppr",2,5,5,100,50,0,2,1,1,1,4,4,1,22,22,"0.0%"
"3","Brett Maher","K","DAL","2018",6,6,"ppr",3,4,4,100,55,0,0,1,1,2,4,4,1,21,21,"75.1%"
"4","Harrison Butker","K","KC","2018",6,6,"ppr",4,4,4,100,43,0,1,1,2,0,4,4,1,18,18,"91.8%"
"5","Mason Crosby","K","GB","2018",6,6,"ppr",5,4,4,100,51,0,2,1,0,1,3,3,1,17,17,"3.2%"
"6","Robbie Gould","K","SF","2018",6,6,"ppr",6,3,3,100,46,0,0,0,3,0,3,3,1,15,15,"42.9%"
"7","Jason Sanders","K","MIA","2018",6,6,"ppr",7,3,3,100,50,0,1,0,1,1,2,2,1,14,14,"13.2%"
"8","Dustin Hopkins","K","LAC","2018",6,6,"ppr",8,3,3,100,56,0,1,0,1,1,2,2,1,14,14,"2.7%"
"9","Matt Bryant","K","FA","2018",6,6,"ppr",9,2,2,100,57,0,0,0,1,1,4,4,1,13,13,"1.1%"
"10","Cairo Santos","K","CHI","2018",6,6,"ppr",10,3,4,75,39,0,2,1,0,0,2,2,1,11,11,"13.3%"
"11","Jake Elliott","K","PHI","2018",6,6,"ppr",11,2,3,66.7,33,0,0,2,0,0,4,4,1,10,10,"27.9%"
"12","Dan Bailey","K","FA","2018",6,6,"ppr",12,2,2,100,48,0,0,1,1,0,3,3,1,10,10,"0.0%"
"13","Sebastian Janikowski","K","FA","2018",6,6,"ppr",13,2,2,100,44,0,1,0,1,0,3,3,1,10,10,"20.0%"
"14","Adam Vinatieri","K","FA","2018",6,6,"ppr",14,2,2,100,31,0,1,1,0,0,4,4,1,10,10,"0.2%"
"15","Michael Badgley","K","DET","2018",6,6,"ppr",15,1,1,100,44,0,0,0,1,0,5,5,1,9,9,"27.0%"
"16","Stephen Hauschka","K","FA","2018",6,6,"ppr",16,2,2,100,52,0,1,0,0,1,1,1,1,9,9,"0.0%"
"17","Chris Boswell","K","PIT","2018",6,6,"ppr",17,2,2,100,24,0,2,0,0,0,2,2,1,8,8,"14.1%"
"18","Brandon McManus","K","DEN","2018",6,6,"ppr",18,2,2,100,28,0,2,0,0,0,2,2,1,8,8,"36.0%"
"19","Ka'imi Fairbairn","K","HOU","2018",6,6,"ppr",19,2,2,100,33,0,1,1,0,0,2,2,1,8,8,"2.0%"
"20","Aldrick Rosas","K","FA","2018",6,6,"ppr",20,2,3,66.7,33,0,1,1,0,0,1,1,1,7,7,"0.0%"
"21","Greg Joseph","K","MIN","2018",6,6,"ppr",21,2,2,100,33,0,1,1,0,0,0,0,1,6,6,"28.3%"
"22","Chandler Catanzaro","K","FA","2018",6,6,"ppr",22,1,1,100,35,0,0,1,0,0,2,3,1,5,5,"0.0%"
"23","Phil Dawson","K","FA","2018",6,6,"ppr",23,1,1,100,26,0,1,0,0,0,2,2,1,5,5,"0.1%"
"24","Matt McCrane","K","FA","2018",6,6,"ppr",24,1,2,50,43,0,0,0,1,0,0,0,1,4,4,"0.0%"
"25","Cody Parkey","K","FA","2018",6,6,"ppr",25,0,1,0,0,0,0,0,0,0,4,4,1,4,4,"0.0%"
"26","Graham Gano","K","NYG","2018",6,6,"ppr",26,1,1,100,32,0,0,1,0,0,0,1,1,3,3,"61.0%"
"27","Justin Tucker","K","BAL","2018",6,6,"ppr",27,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"99.0%"
"28","Randy Bullock","K","TEN","2018",6,6,"ppr",28,0,0,0,0,0,0,0,0,0,3,3,1,3,3,"1.5%"
"29","Josh Lambo","K","FA","2018",6,6,"ppr",29,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"0.0%"
"30","Ryan Succop","K","TB","2018",6,6,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"34.3%"
"31","Michael Palardy","K","NE","2018",6,6,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"33.3%"
