"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Matt Forte","RB","FA","2016",2,2,"ppr","1","30","100","3.3","12","0","3","2","3","9","4.5","0","0","1","30.9","30.9","19.1%"
"2","Giovani Bernard","RB","TB","2016",2,2,"ppr","2","5","17","3.4","10","0","0","9","11","100","11.1","1","1","1","24.7","24.7","0.2%"
"3","DeAngelo Williams","RB","FA","2016",2,2,"ppr","3","32","94","2.9","11","0","0","4","5","38","9.5","1","0","1","23.2","23.2","0.1%"
"4","Latavius Murray","RB","DEN","2016",2,2,"ppr","4","8","57","7.1","18","0","1","6","6","44","7.3","0","0","1","22.1","22.1","75.6%"
"5","Isaiah Crowell","RB","FA","2016",2,2,"ppr","5","18","133","7.4","85","1","1","1","1","15","15.0","0","0","1","21.8","21.8","0.1%"
"6","DeMarco Murray","RB","FA","2016",2,2,"ppr","6","12","89","7.4","67","1","0","7","7","56","8.0","0","0","1","21.5","21.5","0.1%"
"7","Melvin Gordon III","RB","KC","2016",2,2,"ppr","7","24","102","4.3","21","1","1","3","3","18","6.0","0","0","1","21.0","21.0","29.3%"
"8","LeGarrette Blount","RB","FA","2016",2,2,"ppr","8","29","123","4.2","26","1","1","0","0","0","0","0","0","1","18.3","18.3","0.1%"
"9","C.J. Anderson","RB","FA","2016",2,2,"ppr","9","20","74","3.7","13","0","1","3","5","19","6.3","0","0","1","18.3","18.3","1.0%"
"10","David Johnson","RB","NO","2016",2,2,"ppr","10","12","45","3.8","10","0","0","3","5","98","32.7","0","0","1","17.3","17.3","0.1%"
"11","Ryan Mathews","RB","FA","2016",2,2,"ppr","11","9","32","3.6","30","1","2","1","1","3","3.0","0","0","1","16.5","16.5","0.0%"
"12","Frank Gore","RB","FA","2016",2,2,"ppr","12","13","44","3.4","8","0","0","3","3","19","6.3","1","0","1","15.3","15.3","12.1%"
"13","Tevin Coleman","RB","SF","2016",2,2,"ppr","13","12","46","3.8","13","0","1","2","2","25","12.5","0","0","1","15.1","15.1","0.6%"
"14","Ezekiel Elliott","RB","DAL","2016",2,2,"ppr","14","21","83","4.0","21","1","1","2","2","4","2.0","0","1","1","14.7","14.7","97.0%"
"15","Fozzy Whittaker","RB","FA","2016",2,2,"ppr","15","16","100","6.3","25","1","0","3","4","31","10.3","0","1","1","14.1","14.1","0.0%"
"16","Matt Jones","RB","FA","2016",2,2,"ppr","16","13","61","4.7","14","0","1","1","1","4","4.0","0","0","1","13.5","13.5","0.0%"
"17","LeSean McCoy","RB","FA","2016",2,2,"ppr","17","15","59","3.9","24","1","0","4","5","31","7.8","0","0","1","13.0","13.0","2.0%"
"18","T.J. Yeldon","RB","FA","2016",2,2,"ppr","18","7","28","4.0","15","0","0","8","9","10","1.3","0","0","1","11.8","11.8","0.0%"
"19","Lamar Miller","RB","FA","2016",2,2,"ppr","19","25","83","3.3","8","0","0","2","2","14","7.0","0","0","1","11.7","11.7","0.0%"
"20","Chris Johnson","RB","FA","2016",2,2,"ppr","20","16","54","3.4","9","0","1","0","0","0","0","0","0","1","11.4","11.4","0.6%"
"21","Spencer Ware","RB","FA","2016",2,2,"ppr","21","10","57","5.7","25","1","0","2","3","48","24.0","0","1","1","10.5","10.5","0.0%"
"22","Theo Riddick","RB","FA","2016",2,2,"ppr","22","11","37","3.4","10","0","0","4","5","28","7.0","0","0","1","10.5","10.5","0.0%"
"23","Kenyan Drake","RB","BAL","2016",2,2,"ppr","23","2","12","6.0","7","0","1","2","2","6","3.0","0","0","1","9.8","9.8","26.8%"
"24","Christine Michael","RB","FA","2016",2,2,"ppr","24","10","60","6.0","16","0","0","3","4","26","8.7","0","1","1","9.6","9.6","0.0%"
"25","Duke Johnson Jr.","RB","BUF","2016",2,2,"ppr","25","3","12","4.0","8","0","0","4","5","44","11.0","0","0","1","9.6","9.6","0.0%"
"26","Devonta Freeman","RB","FA","2016",2,2,"ppr","26","17","93","5.5","18","0","0","0","0","0","0","0","0","1","9.3","9.3","0.0%"
"27","Jeremy Hill","RB","FA","2016",2,2,"ppr","27","11","22","2.0","5","0","0","3","5","37","12.3","0","0","1","8.9","8.9","0.0%"
"28","Chris Thompson","RB","FA","2016",2,2,"ppr","28","2","1","0.5","1","0","0","3","4","57","19.0","0","0","1","8.8","8.8","0.0%"
"29","Mike Gillislee","RB","FA","2016",2,2,"ppr","29","0","0","0","0","0","0","1","1","18","18.0","1","0","1","8.8","8.8","0.0%"
"30","Mark Ingram II","RB","NO","2016",2,2,"ppr","30","9","30","3.3","9","0","0","4","4","17","4.3","0","0","1","8.7","8.7","4.3%"
"31","Josh Ferguson","RB","FA","2016",2,2,"ppr","31","2","7","3.5","6","0","0","5","5","29","5.8","0","0","1","8.6","8.6","0.0%"
"32","Corey Grant","RB","FA","2016",2,2,"ppr","32","0","0","0","0","0","0","1","1","15","15.0","1","0","1","8.5","8.5","0.0%"
"33","Jeremy Langford","RB","FA","2016",2,2,"ppr","33","11","28","2.5","16","0","1","1","2","6","6.0","0","1","1","8.4","8.4","0.0%"
"34","Todd Gurley II","RB","FA","2016",2,2,"ppr","34","19","51","2.7","11","0","0","1","1","19","19.0","0","0","1","8.0","8.0","0.1%"
"35","Shane Vereen","RB","FA","2016",2,2,"ppr","35","14","42","3.0","9","0","0","3","3","24","8.0","0","1","1","7.6","7.6","0.0%"
"36","Justin Forsett","RB","FA","2016",2,2,"ppr","36","14","37","2.6","11","0","0","3","5","9","3.0","0","0","1","7.6","7.6","0.0%"
"37","Charcandrick West","RB","FA","2016",2,2,"ppr","37","6","61","10.2","28","2","0","1","2","2","2.0","0","0","1","7.3","7.3","0.0%"
"38","Robert Turbin","RB","FA","2016",2,2,"ppr","38","3","10","3.3","5","0","1","0","1","0","0","0","0","1","7.0","7.0","0.0%"
"39","Darren Sproles","RB","FA","2016",2,2,"ppr","39","12","40","3.3","14","0","0","2","2","8","4.0","0","0","1","6.8","6.8","0.1%"
