"","player","pos","team","season","start_week","end_week","scoring","rank","fg","fga","pct","lg","x1_19","x20_29","x30_39","x40_49","x50","xpt","xpa","g","fpts","fpts_g","rost"
"1","Ka'imi Fairbairn","K","HOU","2022",15,15,"ppr",1,3,3,100,54,0,0,0,1,2,2,2,1,16,16,"2.0%"
"2","Eddy Pineiro","K","CAR","2022",15,15,"ppr",2,3,3,100,47,0,0,2,1,0,3,3,1,13,13,"2.2%"
"3","Riley Patterson","K","JAC","2022",15,15,"ppr",3,3,3,100,43,0,0,2,1,0,3,3,1,13,13,"2.6%"
"4","Michael Badgley","K","DET","2022",15,15,"ppr",4,2,3,66.7,49,0,0,0,2,0,4,4,1,12,12,"27.0%"
"5","Daniel Carlson","K","LV","2022",15,15,"ppr",5,3,3,100,52,0,0,2,0,1,1,1,1,12,12,"96.6%"
"6","Jake Elliott","K","PHI","2022",15,15,"ppr",6,2,2,100,39,0,1,1,0,0,6,6,1,12,12,"27.9%"
"7","Cameron Dicker","K","LAC","2022",15,15,"ppr",7,3,3,100,33,0,1,2,0,0,2,2,1,11,11,"34.1%"
"8","Justin Tucker","K","BAL","2022",15,15,"ppr",8,3,3,100,42,0,0,2,1,0,1,1,1,11,11,"99.0%"
"9","Nick Folk","K","NE","2022",15,15,"ppr",9,2,2,100,51,0,1,0,0,1,3,3,1,11,11,"75.5%"
"10","Harrison Butker","K","KC","2022",15,15,"ppr",10,2,2,100,45,0,0,1,1,0,4,4,1,11,11,"91.8%"
"11","Brett Maher","K","DAL","2022",15,15,"ppr",11,2,2,100,53,0,0,1,0,1,3,3,1,11,11,"75.1%"
"12","Tyler Bass","K","BUF","2022",15,15,"ppr",12,2,2,100,49,0,0,1,1,0,2,2,1,9,9,"94.4%"
"13","Matt Gay","K","LAR","2022",15,15,"ppr",13,1,2,50,55,0,0,0,0,1,2,2,1,7,7,"41.5%"
"14","Jason Sanders","K","MIA","2022",15,15,"ppr",14,1,1,100,55,0,0,0,0,1,2,2,1,7,7,"13.2%"
"15","Matt Prater","K","ARI","2022",15,15,"ppr",15,2,3,66.7,33,0,0,2,0,0,1,1,1,7,7,"14.9%"
"16","Greg Joseph","K","MIN","2022",15,15,"ppr",16,1,1,100,41,0,0,0,1,0,2,2,1,6,6,"28.3%"
"17","Jason Myers","K","SEA","2022",15,15,"ppr",17,1,1,100,27,0,1,0,0,0,3,3,1,6,6,"55.6%"
"18","Robbie Gould","K","SF","2022",15,15,"ppr",18,0,0,0,0,0,0,0,0,0,5,5,1,5,5,"42.9%"
"19","Evan McPherson","K","CIN","2022",15,15,"ppr",19,1,1,100,30,0,0,1,0,0,2,3,1,5,5,"86.6%"
"20","Cade York","K","CLE","2022",15,15,"ppr",20,1,1,100,26,0,1,0,0,0,1,1,1,4,4,"8.8%"
"21","Greg Zuerlein","K","NYJ","2022",15,15,"ppr",21,1,1,100,26,0,1,0,0,0,1,1,1,4,4,"15.9%"
"22","Brandon McManus","K","DEN","2022",15,15,"ppr",22,0,0,0,0,0,0,0,0,0,4,4,1,4,4,"36.0%"
"23","Graham Gano","K","NYG","2022",15,15,"ppr",23,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"61.0%"
"24","Randy Bullock","K","TEN","2022",15,15,"ppr",24,0,0,0,0,0,0,0,0,0,2,2,1,2,2,"1.5%"
"25","Chris Boswell","K","PIT","2022",15,15,"ppr",25,0,1,0,0,0,0,0,0,0,2,2,1,2,2,"14.1%"
"26","Ryan Succop","K","TB","2022",15,15,"ppr",26,0,1,0,0,0,0,0,0,0,1,1,1,1,1,"34.3%"
"27","Tristan Vizcaino","K","NE","2022",15,15,"ppr",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.1%"
"28","Joey Slye","K","WAS","2022",15,15,"ppr",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.0%"
"29","Chase McLaughlin","K","IND","2022",15,15,"ppr",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0%"
"30","Taylor Bertolet","K","LAC","2022",15,15,"ppr",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.7%"
"31","Sam Ficken","K","DET","2022",15,15,"ppr",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"32","Zane Gonzalez","K","CAR","2022",15,15,"ppr",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.1%"
"33","Younghoe Koo","K","ATL","2022",15,15,"ppr",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"46.2%"
"34","Wil Lutz","K","NO","2022",15,15,"ppr",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8.0%"
"35","Quinn Nordin","K","NE","2022",15,15,"ppr",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"36","James McCourt","K","JAC","2022",15,15,"ppr",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.1%"
"37","Caleb Shudak","K","TEN","2022",15,15,"ppr",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"38","Ramiz Ahmed","K","GB","2022",15,15,"ppr",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"39","Parker Douglass","K","NYJ","2022",15,15,"ppr",39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"40","Piotr Czech","K","PIT","2022",15,15,"ppr",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"41","Steven Weatherford","K","NYJ","2022",15,15,"ppr",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"42","Ricky Schmit","K","SF","2022",15,15,"ppr",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"43","Zac Derr","K","ATL","2022",15,15,"ppr",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"44","Andrew Wellock","K","CAR","2022",15,15,"ppr",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"45","Carlos Martinez","K","DAL","2022",15,15,"ppr",45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"46","Garrett Rivas","K","TB","2022",15,15,"ppr",46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"47","Jason Reda","K","CLE","2022",15,15,"ppr",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"48","MacKenzie Hoambrecker","K","SF","2022",15,15,"ppr",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"49","Mason Crosby","K","GB","2022",15,15,"ppr",49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3.2%"
"50","Mark Hickok","K","NYG","2022",15,15,"ppr",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
"51","Andrew Jacas","K","SF","2022",15,15,"ppr",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0%"
