"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Miami Dolphins","DST","MIA","2016",15,15,"ppr",1,3,3,1,1,0,0,1,1,22,22,"25.9%"
"2","Indianapolis Colts","DST","IND","2016",15,15,"ppr",2,5,1,2,2,0,0,0,1,18,18,"52.4%"
"3","New England Patriots","DST","NE","2016",15,15,"ppr",3,4,1,2,1,0,0,0,1,17,17,"54.0%"
"4","Dallas Cowboys","DST","DAL","2016",15,15,"ppr",4,4,3,1,2,0,0,0,1,13,13,"90.0%"
"5","New York Giants","DST","NYG","2016",15,15,"ppr",5,1,1,1,1,0,0,0,1,12,12,"6.2%"
"6","Seattle Seahawks","DST","SEA","2016",15,15,"ppr",6,4,0,0,1,0,0,0,1,11,11,"20.5%"
"7","Buffalo Bills","DST","BUF","2016",15,15,"ppr",7,5,0,0,1,0,0,0,1,9,9,"99.0%"
"8","Las Vegas Raiders","DST","LV","2016",15,15,"ppr",8,3,1,1,2,0,0,0,1,9,9,"14.2%"
"9","Green Bay Packers","DST","GB","2016",15,15,"ppr",9,1,3,1,1,0,0,0,1,9,9,"80.7%"
"10","Kansas City Chiefs","DST","KC","2016",15,15,"ppr",10,1,1,2,2,0,0,0,1,8,8,"47.9%"
"11","Carolina Panthers","DST","CAR","2016",15,15,"ppr",11,1,1,2,2,0,0,0,1,8,8,"14.1%"
"12","Atlanta Falcons","DST","ATL","2016",15,15,"ppr",12,2,0,1,1,0,0,0,1,8,8,"1.7%"
"13","Los Angeles Chargers","DST","LAC","2016",15,15,"ppr",13,2,1,1,2,0,0,0,1,7,7,"30.2%"
"14","Philadelphia Eagles","DST","PHI","2016",15,15,"ppr",14,3,1,1,1,0,0,0,1,7,7,"58.2%"
"15","Arizona Cardinals","DST","ARI","2016",15,15,"ppr",15,3,0,1,1,1,0,0,1,7,7,"12.3%"
"16","Houston Texans","DST","HOU","2016",15,15,"ppr",16,2,1,0,0,0,1,0,1,7,7,"0.8%"
"17","Tampa Bay Buccaneers","DST","TB","2016",15,15,"ppr",17,3,0,1,1,0,0,0,1,5,5,"81.2%"
"18","Jacksonville Jaguars","DST","JAC","2016",15,15,"ppr",18,0,2,0,2,0,0,1,1,4,4,"3.8%"
"19","Tennessee Titans","DST","TEN","2016",15,15,"ppr",19,1,1,0,0,0,0,0,1,4,4,"26.3%"
"20","Los Angeles Rams","DST","LAR","2016",15,15,"ppr",20,2,1,0,0,0,0,0,1,4,4,"34.3%"
"21","Pittsburgh Steelers","DST","PIT","2016",15,15,"ppr",21,1,1,0,0,0,0,0,1,4,4,"53.2%"
"22","Chicago Bears","DST","CHI","2016",15,15,"ppr",22,4,0,0,0,0,0,0,1,3,3,"2.2%"
"23","Detroit Lions","DST","DET","2016",15,15,"ppr",23,2,0,0,0,0,0,0,1,3,3,"2.5%"
"24","Denver Broncos","DST","DEN","2016",15,15,"ppr",24,2,0,0,2,0,0,0,1,3,3,"38.8%"
"25","Baltimore Ravens","DST","BAL","2016",15,15,"ppr",25,1,1,0,2,0,0,0,1,3,3,"89.6%"
"26","Washington Commanders","DST","WAS","2016",15,15,"ppr",26,2,0,0,1,0,0,0,1,2,2,"54.8%"
"27","New York Jets","DST","NYJ","2016",15,15,"ppr",27,1,1,0,0,0,0,0,1,2,2,"21.1%"
"28","New Orleans Saints","DST","NO","2016",15,15,"ppr",28,1,0,2,2,0,0,0,1,1,1,"65.3%"
"29","Cincinnati Bengals","DST","CIN","2016",15,15,"ppr",29,1,0,0,0,0,0,0,1,1,1,"31.6%"
"30","Cleveland Browns","DST","CLE","2016",15,15,"ppr",30,1,0,0,0,0,0,0,1,0,0,"37.2%"
"31","San Francisco 49ers","DST","SF","2016",15,15,"ppr",31,1,0,1,2,0,0,0,1,-1,-1,"95.5%"
"32","Minnesota Vikings","DST","MIN","2016",15,15,"ppr",32,0,0,0,0,0,0,0,1,-1,-1,"23.7%"
