"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","Chicago Bears","DST","CHI","2018",9,9,"ppr",1,4,3,1,1,2,0,0,1,28,28,"2.2%"
"2","Miami Dolphins","DST","MIA","2018",9,9,"ppr",2,4,4,0,0,1,0,0,1,25,25,"25.9%"
"3","Minnesota Vikings","DST","MIN","2018",9,9,"ppr",3,10,0,1,0,1,0,0,1,22,22,"23.7%"
"4","San Francisco 49ers","DST","SF","2018",9,9,"ppr",4,8,0,0,1,0,0,0,1,15,15,"95.5%"
"5","Los Angeles Chargers","DST","LAC","2018",9,9,"ppr",5,4,1,0,0,1,0,0,1,13,13,"30.2%"
"6","Tennessee Titans","DST","TEN","2018",9,9,"ppr",6,5,1,1,1,0,0,0,1,10,10,"26.3%"
"7","New York Jets","DST","NYJ","2018",9,9,"ppr",7,4,0,0,0,0,0,0,1,8,8,"21.1%"
"8","Dallas Cowboys","DST","DAL","2018",9,9,"ppr",8,4,0,2,1,0,0,0,1,7,7,"90.0%"
"9","Atlanta Falcons","DST","ATL","2018",9,9,"ppr",9,3,1,0,0,0,0,0,1,6,6,"1.7%"
"10","Detroit Lions","DST","DET","2018",9,9,"ppr",10,1,1,1,0,0,0,0,1,6,6,"2.5%"
"11","Carolina Panthers","DST","CAR","2018",9,9,"ppr",11,3,2,0,1,0,0,0,1,6,6,"14.1%"
"12","Denver Broncos","DST","DEN","2018",9,9,"ppr",12,4,0,0,0,0,0,0,1,5,5,"38.8%"
"13","Houston Texans","DST","HOU","2018",9,9,"ppr",13,2,0,1,1,0,0,0,1,5,5,"0.8%"
"14","Kansas City Chiefs","DST","KC","2018",9,9,"ppr",14,2,1,0,0,0,0,0,1,5,5,"47.9%"
"15","New England Patriots","DST","NE","2018",9,9,"ppr",15,1,0,1,2,0,0,0,1,4,4,"54.0%"
"16","Seattle Seahawks","DST","SEA","2018",9,9,"ppr",16,2,0,0,0,0,0,0,1,3,3,"20.5%"
"17","Pittsburgh Steelers","DST","PIT","2018",9,9,"ppr",17,2,0,0,0,0,0,0,1,3,3,"53.2%"
"18","Buffalo Bills","DST","BUF","2018",9,9,"ppr",18,1,1,0,1,0,0,0,1,2,2,"99.0%"
"19","Green Bay Packers","DST","GB","2018",9,9,"ppr",19,2,0,0,0,0,0,0,1,1,1,"80.7%"
"20","Baltimore Ravens","DST","BAL","2018",9,9,"ppr",20,1,0,0,0,0,0,0,1,1,1,"89.6%"
"21","Cleveland Browns","DST","CLE","2018",9,9,"ppr",21,2,1,0,0,0,0,0,1,0,0,"37.2%"
"22","Washington Commanders","DST","WAS","2018",9,9,"ppr",22,2,1,0,0,0,0,0,1,0,0,"54.8%"
"23","Las Vegas Raiders","DST","LV","2018",9,9,"ppr",23,0,0,0,0,0,0,0,1,-1,-1,"14.2%"
"24","New Orleans Saints","DST","NO","2018",9,9,"ppr",24,0,1,0,0,0,0,0,1,-2,-2,"65.3%"
"25","Los Angeles Rams","DST","LAR","2018",9,9,"ppr",25,0,0,1,1,0,0,0,1,-2,-2,"34.3%"
"26","Tampa Bay Buccaneers","DST","TB","2018",9,9,"ppr",26,2,0,0,1,0,0,0,1,-2,-2,"81.2%"
