"","player","pos","team","season","start_week","end_week","scoring","rank","sack","int","fr","ff","def_td","sfty","spc_td","g","fpts","fpts_g","rost"
"1","New Orleans Saints","DST","NO","2017",6,6,"ppr",1,5,3,2,2,3,0,0,1,32,32,"65.3%"
"2","Houston Texans","DST","HOU","2017",6,6,"ppr",2,4,3,0,1,1,1,0,1,22,22,"0.8%"
"3","New York Giants","DST","NYG","2017",6,6,"ppr",3,4,2,1,2,1,0,0,1,21,21,"6.2%"
"4","Los Angeles Rams","DST","LAR","2017",6,6,"ppr",4,5,1,0,2,0,0,2,1,15,15,"34.3%"
"5","Chicago Bears","DST","CHI","2017",6,6,"ppr",5,3,2,1,1,1,0,0,1,15,15,"2.2%"
"6","Minnesota Vikings","DST","MIN","2017",6,6,"ppr",6,4,3,0,0,0,0,0,1,14,14,"23.7%"
"7","Detroit Lions","DST","DET","2017",6,6,"ppr",7,0,2,1,1,1,0,1,1,11,11,"2.5%"
"8","Cleveland Browns","DST","CLE","2017",6,6,"ppr",8,1,1,0,0,1,0,0,1,9,9,"37.2%"
"9","Pittsburgh Steelers","DST","PIT","2017",6,6,"ppr",9,3,0,0,0,0,1,0,1,9,9,"53.2%"
"10","New England Patriots","DST","NE","2017",6,6,"ppr",10,4,2,0,1,0,0,0,1,9,9,"54.0%"
"11","Baltimore Ravens","DST","BAL","2017",6,6,"ppr",11,4,0,2,2,0,0,2,1,8,8,"89.6%"
"12","Tampa Bay Buccaneers","DST","TB","2017",6,6,"ppr",12,2,1,1,2,1,0,0,1,8,8,"81.2%"
"13","Philadelphia Eagles","DST","PHI","2017",6,6,"ppr",13,2,3,0,0,0,0,0,1,8,8,"58.2%"
"14","Arizona Cardinals","DST","ARI","2017",6,6,"ppr",14,2,2,0,0,0,0,0,1,6,6,"12.3%"
"15","Los Angeles Chargers","DST","LAC","2017",6,6,"ppr",15,1,2,0,1,0,0,0,1,6,6,"30.2%"
"16","San Francisco 49ers","DST","SF","2017",6,6,"ppr",16,1,1,1,2,0,0,0,1,5,5,"95.5%"
"17","Miami Dolphins","DST","MIA","2017",6,6,"ppr",17,2,1,0,0,0,0,0,1,5,5,"25.9%"
"18","Jacksonville Jaguars","DST","JAC","2017",6,6,"ppr",18,3,0,1,1,0,0,0,1,5,5,"3.8%"
"19","Indianapolis Colts","DST","IND","2017",6,6,"ppr",19,1,1,0,0,1,0,0,1,5,5,"52.4%"
"20","Denver Broncos","DST","DEN","2017",6,6,"ppr",20,3,0,0,0,0,0,0,1,5,5,"38.8%"
"21","Washington Commanders","DST","WAS","2017",6,6,"ppr",21,3,1,0,0,0,0,0,1,5,5,"54.8%"
"22","Kansas City Chiefs","DST","KC","2017",6,6,"ppr",22,1,1,0,0,0,0,0,1,4,4,"47.9%"
"23","New York Jets","DST","NYJ","2017",6,6,"ppr",23,0,1,1,1,0,0,0,1,4,4,"21.1%"
"24","Las Vegas Raiders","DST","LV","2017",6,6,"ppr",24,1,0,1,1,0,0,0,1,4,4,"14.2%"
"25","Green Bay Packers","DST","GB","2017",6,6,"ppr",25,0,1,1,2,0,0,0,1,4,4,"80.7%"
"26","Carolina Panthers","DST","CAR","2017",6,6,"ppr",26,3,0,1,1,0,0,0,1,4,4,"14.1%"
"27","Tennessee Titans","DST","TEN","2017",6,6,"ppr",27,1,0,1,1,0,0,0,1,4,4,"26.3%"
"28","Atlanta Falcons","DST","ATL","2017",6,6,"ppr",28,0,1,0,0,0,0,0,1,3,3,"1.7%"
