"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","Joe Mixon","RB","CIN","2020",4,4,"ppr","1","25","151","6.0","34","4","2","6","6","30","5.0","1","0","1","42.1","42.1","99.9%"
"2","Dalvin Cook","RB","MIN","2020",4,4,"ppr","2","27","130","4.8","15","0","2","2","2","16","8.0","0","0","1","28.6","28.6","100.0%"
"3","Melvin Gordon III","RB","KC","2020",4,4,"ppr","3","23","107","4.7","43","3","2","2","3","11","5.5","0","0","1","25.8","25.8","29.3%"
"4","Chris Carson","RB","FA","2020",4,4,"ppr","4","16","80","5.0","18","0","2","3","4","20","6.7","0","0","1","25.0","25.0","0.3%"
"5","Antonio Gibson","RB","WAS","2020",4,4,"ppr","5","13","46","3.5","10","0","1","4","5","82","20.5","0","0","1","22.8","22.8","85.6%"
"6","Jerick McKinnon","RB","KC","2020",4,4,"ppr","6","14","54","3.9","15","0","1","7","8","43","6.1","0","0","1","22.7","22.7","68.7%"
"7","Aaron Jones","RB","GB","2020",4,4,"ppr","7","15","71","4.7","23","1","0","5","5","40","8.0","1","0","1","22.1","22.1","99.6%"
"8","Mike Davis","RB","FA","2020",4,4,"ppr","8","16","84","5.3","21","1","1","5","6","27","5.4","0","0","1","22.1","22.1","1.0%"
"9","Latavius Murray","RB","DEN","2020",4,4,"ppr","9","14","64","4.6","11","0","2","1","2","19","19.0","0","0","1","21.3","21.3","75.6%"
"10","Alvin Kamara","RB","NO","2020",4,4,"ppr","10","19","83","4.4","12","0","1","3","4","36","12.0","0","0","1","20.9","20.9","99.3%"
"11","Ezekiel Elliott","RB","DAL","2020",4,4,"ppr","11","12","54","4.5","24","1","0","8","8","71","8.9","0","1","1","20.5","20.5","97.0%"
"12","Todd Gurley II","RB","FA","2020",4,4,"ppr","12","16","57","3.6","13","0","2","1","1","6","6.0","0","0","1","19.3","19.3","0.1%"
"13","Kareem Hunt","RB","CLE","2020",4,4,"ppr","13","11","71","6.5","14","0","2","0","0","0","0","0","0","1","19.1","19.1","76.3%"
"14","Ronald Jones II","RB","KC","2020",4,4,"ppr","14","20","111","5.6","23","1","0","6","9","17","2.8","0","0","1","18.8","18.8","2.5%"
"15","Devin Singletary","RB","BUF","2020",4,4,"ppr","15","18","56","3.1","11","0","1","5","6","21","4.2","0","0","1","18.7","18.7","91.7%"
