"","player","pos","team","season","start_week","end_week","scoring","rank","rushing_att","rushing_yds","rushing_y_a","rushing_lg","rushing_20","rushing_td","receiving_rec","receiving_tgt","receiving_yds","receiving_y_r","receiving_td","fl","g","fpts","fpts_g","rost"
"1","David Johnson","RB","NO","2016",13,13,"ppr","1","18","84","4.7","14","0","1","9","12","91","10.1","1","0","1","38.5","38.5","0.1%"
"2","Jordan Howard","RB","FA","2016",13,13,"ppr","2","32","117","3.7","25","1","3","0","1","0","0","0","0","1","29.7","29.7","0.0%"
"3","Devonta Freeman","RB","FA","2016",13,13,"ppr","3","15","56","3.7","14","0","2","4","5","49","12.3","0","0","1","26.5","26.5","0.0%"
"4","LeSean McCoy","RB","FA","2016",13,13,"ppr","4","17","130","7.6","54","1","0","7","7","61","8.7","0","0","1","26.1","26.1","2.0%"
"5","Latavius Murray","RB","DEN","2016",13,13,"ppr","5","20","82","4.1","22","1","2","3","5","23","7.7","0","0","1","25.5","25.5","75.6%"
"6","Thomas Rawls","RB","FA","2016",13,13,"ppr","6","15","106","7.1","45","1","2","1","1","12","12.0","0","0","1","24.8","24.8","0.1%"
"7","Melvin Gordon III","RB","KC","2016",13,13,"ppr","7","17","84","4.9","23","1","1","4","6","54","13.5","0","0","1","23.8","23.8","29.3%"
"8","Le'Veon Bell","RB","FA","2016",13,13,"ppr","8","29","118","4.1","19","0","0","6","7","64","10.7","0","1","1","22.2","22.2","0.1%"
"9","Terrance West","RB","FA","2016",13,13,"ppr","9","10","50","5.0","15","0","1","3","3","18","6.0","1","0","1","21.8","21.8","0.0%"
"10","Ezekiel Elliott","RB","DAL","2016",13,13,"ppr","10","20","86","4.3","30","1","1","4","5","19","4.8","0","0","1","20.5","20.5","97.0%"
"11","Spencer Ware","RB","FA","2016",13,13,"ppr","11","14","29","2.1","8","0","1","3","4","23","7.7","1","0","1","20.2","20.2","0.0%"
"12","Rashad Jennings","RB","FA","2016",13,13,"ppr","12","6","19","3.2","6","0","0","6","6","34","5.7","1","0","1","17.3","17.3","0.0%"
"13","Darren Sproles","RB","FA","2016",13,13,"ppr","13","7","14","2.0","5","0","1","6","6","35","5.8","0","0","1","16.9","16.9","0.1%"
"14","Mike Gillislee","RB","FA","2016",13,13,"ppr","14","8","49","6.1","29","1","2","0","0","0","0","0","0","1","16.9","16.9","0.0%"
"15","Jerick McKinnon","RB","KC","2016",13,13,"ppr","15","9","41","4.6","9","0","0","5","6","14","2.8","1","0","1","16.5","16.5","68.7%"
"16","LeGarrette Blount","RB","FA","2016",13,13,"ppr","16","18","88","4.9","43","1","1","0","0","0","0","0","0","1","14.8","14.8","0.1%"
"17","Jay Ajayi","RB","FA","2016",13,13,"ppr","17","12","61","5.1","19","0","0","6","7","26","4.3","0","0","1","14.7","14.7","7.0%"
"18","Doug Martin","RB","FA","2016",13,13,"ppr","18","17","45","2.6","15","0","1","1","1","23","23.0","0","0","1","13.8","13.8","0.0%"
"19","Theo Riddick","RB","FA","2016",13,13,"ppr","19","4","2","0.5","6","0","0","5","6","15","3.0","1","0","1","12.7","12.7","0.0%"
"20","Jeremy Hill","RB","FA","2016",13,13,"ppr","20","23","33","1.4","7","0","1","2","3","12","6.0","0","0","1","12.5","12.5","0.0%"
"21","Kenneth Dixon","RB","FA","2016",13,13,"ppr","21","6","56","9.3","17","0","0","4","4","21","5.3","0","0","1","11.7","11.7","0.1%"
"22","T.J. Yeldon","RB","FA","2016",13,13,"ppr","22","14","55","3.9","8","0","0","3","7","27","9.0","0","0","1","11.2","11.2","0.0%"
"23","Matt Forte","RB","FA","2016",13,13,"ppr","23","9","25","2.8","7","0","0","3","4","54","18.0","0","0","1","10.9","10.9","19.1%"
"24","Carlos Hyde","RB","FA","2016",13,13,"ppr","24","20","92","4.6","12","0","0","1","2","6","6.0","0","0","1","10.8","10.8","0.0%"
"25","Devontae Booker","RB","FA","2016",13,13,"ppr","25","18","35","1.9","6","0","1","1","1","2","2.0","0","0","1","10.7","10.7","0.0%"
"26","Travaris Cadet","RB","FA","2016",13,13,"ppr","26","0","0","0","0","0","0","5","6","53","10.6","0","0","1","10.3","10.3","0.0%"
