"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Kirk Cousins","QB","MIN","2017",6,6,"ppr","1","25","37","67.6","330","8.9","2","1","1","4","26","1","0","1","27.8","27.8","87.8%"
"2","Deshaun Watson","QB","CLE","2017",6,6,"ppr","2","17","29","58.6","225","7.8","3","1","1","6","23","0","0","1","23.3","23.3","75.7%"
"3","Carson Wentz","QB","WAS","2017",6,6,"ppr","3","16","30","53.3","222","7.4","3","0","3","6","25","0","1","1","21.4","21.4","6.5%"
"4","Carson Palmer","QB","FA","2017",6,6,"ppr","4","18","22","81.8","283","12.9","3","1","2","5","-4","0","0","1","20.9","20.9","5.6%"
"5","Ryan Fitzpatrick","QB","FA","2017",6,6,"ppr","5","22","32","68.8","290","9.1","3","2","2","2","12","0","0","1","20.8","20.8","0.0%"
"6","Cam Newton","QB","FA","2017",6,6,"ppr","6","28","52","53.8","239","4.6","1","3","2","11","71","1","0","1","20.7","20.7","9.1%"
"7","Josh McCown","QB","FA","2017",6,6,"ppr","7","31","47","66.0","354","7.5","2","2","4","3","21","0","0","1","20.3","20.3","0.0%"
"8","Tom Brady","QB","TB","2017",6,6,"ppr","8","20","38","52.6","257","6.8","2","1","0","1","-1","0","0","1","16.2","16.2","86.0%"
"9","Trevor Siemian","QB","CHI","2017",6,6,"ppr","9","29","50","58.0","376","7.5","1","2","4","1","9","0","0","1","15.9","15.9","0.1%"
"10","Alex Smith","QB","FA","2017",6,6,"ppr","10","19","34","55.9","246","7.2","1","0","3","4","13","0","0","1","15.1","15.1","5.0%"
"11","Matthew Stafford","QB","LAR","2017",6,6,"ppr","11","25","52","48.1","312","6.0","3","3","5","2","4","0","2","1","14.9","14.9","29.7%"
"12","Philip Rivers","QB","FA","2017",6,6,"ppr","12","25","36","69.4","268","7.4","1","0","1","2","-4","0","0","1","14.3","14.3","20.6%"
"13","Marcus Mariota","QB","ATL","2017",6,6,"ppr","13","23","32","71.9","306","9.6","1","1","1","2","0","0","0","1","14.2","14.2","19.4%"
"14","Jacoby Brissett","QB","CLE","2017",6,6,"ppr","14","21","37","56.8","212","5.7","1","0","1","4","15","0","0","1","14.0","14.0","4.8%"
"15","Blake Bortles","QB","FA","2017",6,6,"ppr","15","23","35","65.7","241","6.9","1","1","5","2","19","0","0","1","13.5","13.5","0.0%"
"16","C.J. Beathard","QB","JAC","2017",6,6,"ppr","16","19","36","52.8","245","6.8","1","1","2","1","14","0","0","1","13.2","13.2","0.1%"
"17","Case Keenum","QB","BUF","2017",6,6,"ppr","17","24","38","63.2","239","6.3","1","1","0","2","15","0","0","1","13.1","13.1","0.4%"
"18","Matt Ryan","QB","IND","2017",6,6,"ppr","18","24","35","68.6","248","7.1","1","1","2","0","0","0","0","1","11.9","11.9","10.6%"
"19","Ben Roethlisberger","QB","FA","2017",6,6,"ppr","19","17","25","68.0","252","10.1","1","1","1","2","-2","0","0","1","11.9","11.9","13.6%"
"20","Jay Cutler","QB","FA","2017",6,6,"ppr","20","19","33","57.6","151","4.6","2","1","0","1","-1","0","0","1","11.9","11.9","0.2%"
"21","Drew Brees","QB","FA","2017",6,6,"ppr","21","20","30","66.7","186","6.2","2","2","0","1","1","0","0","1","11.5","11.5","35.7%"
"22","Jared Goff","QB","DET","2017",6,6,"ppr","22","11","21","52.4","124","5.9","1","0","3","4","9","0","0","1","9.9","9.9","60.4%"
"23","Mitch Trubisky","QB","PIT","2017",6,6,"ppr","23","8","16","50.0","113","7.1","1","0","4","4","32","0","1","1","9.7","9.7","0.8%"
"24","Eli Manning","QB","FA","2017",6,6,"ppr","24","11","19","57.9","128","6.7","1","0","3","1","0","0","0","1","9.1","9.1","2.3%"
"25","Kevin Hogan","QB","TEN","2017",6,6,"ppr","25","20","37","54.1","140","3.8","1","3","4","5","36","0","0","1","7.2","7.2","0.0%"
"26","Derek Carr","QB","LV","2017",6,6,"ppr","26","21","30","70.0","171","5.7","1","2","1","1","0","0","0","1","6.8","6.8","64.3%"
"27","Joe Flacco","QB","NYJ","2017",6,6,"ppr","27","24","41","58.5","180","4.4","0","2","3","1","2","0","0","1","5.4","5.4","0.3%"
"28","Brett Hundley","QB","BAL","2017",6,6,"ppr","28","18","33","54.5","157","4.8","1","3","4","1","3","0","0","1","4.6","4.6","0.0%"
"29","Jameis Winston","QB","NO","2017",6,6,"ppr","29","5","10","50.0","61","6.1","0","0","0","0","0","0","0","1","2.4","2.4","5.6%"
"30","Brian Hoyer","QB","NE","2017",6,6,"ppr","30","4","11","36.4","34","3.1","0","0","1","0","0","0","0","1","1.4","1.4","0.1%"
"31","Aaron Rodgers","QB","GB","2017",6,6,"ppr","31","2","4","50.0","18","4.5","0","0","0","0","0","0","0","1","0.7","0.7","75.1%"
"32","Brock Osweiler","QB","FA","2017",6,6,"ppr","32","2","4","50.0","18","4.5","0","0","0","1","-1","0","0","1","0.6","0.6","0.0%"
