"","player","pos","team","season","start_week","end_week","scoring","rank","passing_cmp","passing_att","passing_pct","passing_yds","passing_y_a","passing_td","passing_int","passing_sacks","rushing_att","rushing_yds","rushing_td","fl","g","fpts","fpts_g","rost"
"1","Tom Brady","QB","TB","2018",14,14,"ppr","1","27","43","62.8","358","8.3","3","0","2","1","3","0","0","1","26.6","26.6","86.0%"
"2","Dak Prescott","QB","DAL","2018",14,14,"ppr","2","42","54","77.8","455","8.4","3","2","3","4","2","0","1","1","24.4","24.4","93.5%"
"3","Josh Johnson","QB","SF","2018",14,14,"ppr","3","11","16","68.8","195","12.2","1","1","0","7","45","1","0","1","24.3","24.3","0.0%"
"4","Ryan Tannehill","QB","TEN","2018",14,14,"ppr","4","14","19","73.7","265","13.9","3","0","4","1","13","0","0","1","23.9","23.9","28.5%"
"5","Andrew Luck","QB","FA","2018",14,14,"ppr","5","27","41","65.9","399","9.7","2","1","2","6","16","0","0","1","23.6","23.6","2.2%"
"6","Patrick Mahomes II","QB","KC","2018",14,14,"ppr","6","35","53","66.0","377","7.1","2","1","3","2","-3","0","0","1","20.8","20.8","100.0%"
"7","Matt Ryan","QB","IND","2018",14,14,"ppr","7","28","42","66.7","262","6.2","3","1","2","1","0","0","0","1","20.5","20.5","10.6%"
"8","Aaron Rodgers","QB","GB","2018",14,14,"ppr","8","21","32","65.6","196","6.1","2","0","4","3","44","0","0","1","20.2","20.2","75.1%"
"9","Eli Manning","QB","FA","2018",14,14,"ppr","9","14","22","63.6","197","9.0","3","0","2","0","0","0","0","1","19.9","19.9","2.3%"
"10","Ben Roethlisberger","QB","FA","2018",14,14,"ppr","10","25","29","86.2","282","9.7","2","0","1","0","0","0","0","1","19.3","19.3","13.6%"
"11","Jameis Winston","QB","NO","2018",14,14,"ppr","11","18","38","47.4","213","5.6","2","1","4","5","47","0","0","1","19.2","19.2","5.6%"
"12","Derek Carr","QB","LV","2018",14,14,"ppr","12","25","34","73.5","322","9.5","2","0","4","1","-1","0","1","1","18.8","18.8","64.3%"
"13","Carson Wentz","QB","WAS","2018",14,14,"ppr","13","22","32","68.8","228","7.1","3","0","2","4","-3","0","1","1","18.8","18.8","6.5%"
"14","Lamar Jackson","QB","BAL","2018",14,14,"ppr","14","13","24","54.2","147","6.1","2","0","2","14","67","0","1","1","18.6","18.6","96.8%"
"15","Nick Mullens","QB","MIN","2018",14,14,"ppr","15","20","33","60.6","332","10.1","2","1","3","5","-10","0","0","1","18.3","18.3","0.0%"
"16","Josh Allen","QB","BUF","2018",14,14,"ppr","16","18","36","50.0","206","5.7","0","2","3","9","101","1","1","1","18.3","18.3","100.0%"
"17","Deshaun Watson","QB","CLE","2018",14,14,"ppr","17","27","38","71.1","267","7.0","1","0","5","5","35","0","0","1","18.2","18.2","75.7%"
"18","Drew Brees","QB","FA","2018",14,14,"ppr","18","24","31","77.4","201","6.5","1","1","1","3","-1","1","1","1","13.9","13.9","35.7%"
"19","Case Keenum","QB","BUF","2018",14,14,"ppr","19","24","42","57.1","186","4.4","1","0","2","4","24","0","0","1","13.8","13.8","0.4%"
"20","Baker Mayfield","QB","LAR","2018",14,14,"ppr","20","18","22","81.8","238","10.8","1","0","1","4","2","0","0","1","13.7","13.7","6.6%"
"21","Philip Rivers","QB","FA","2018",14,14,"ppr","21","19","29","65.5","220","7.6","1","0","2","2","7","0","0","1","13.5","13.5","20.6%"
"22","Cody Kessler","QB","FA","2018",14,14,"ppr","22","25","43","58.1","240","5.6","1","0","4","5","17","0","1","1","13.3","13.3","0.1%"
"23","Jeff Driskel","QB","HOU","2018",14,14,"ppr","23","18","27","66.7","170","6.3","1","0","3","2","12","0","0","1","12.0","12.0","11.6%"
"24","Cam Newton","QB","FA","2018",14,14,"ppr","24","26","42","61.9","265","6.3","0","1","1","5","23","0","0","1","10.9","10.9","9.1%"
"25","Kirk Cousins","QB","MIN","2018",14,14,"ppr","25","20","33","60.6","208","6.3","1","0","2","3","5","0","1","1","10.8","10.8","87.8%"
"26","Sam Darnold","QB","CAR","2018",14,14,"ppr","26","16","24","66.7","170","7.1","1","1","0","4","10","0","0","1","9.8","9.8","3.9%"
"27","Russell Wilson","QB","DEN","2018",14,14,"ppr","27","10","20","50.0","72","3.6","0","1","2","7","61","0","0","1","9.0","9.0","43.7%"
"28","Josh Rosen","QB","FA","2018",14,14,"ppr","28","26","41","63.4","240","5.9","0","1","3","2","3","0","0","1","7.9","7.9","0.0%"
"29","Marcus Mariota","QB","ATL","2018",14,14,"ppr","29","18","24","75.0","162","6.8","0","1","1","4","13","0","0","1","5.8","5.8","19.4%"
"30","Mitch Trubisky","QB","PIT","2018",14,14,"ppr","30","16","30","53.3","110","3.7","1","3","1","6","23","0","0","1","4.7","4.7","0.8%"
"31","Matthew Stafford","QB","LAR","2018",14,14,"ppr","31","15","23","65.2","101","4.4","0","0","1","1","7","0","0","1","4.7","4.7","29.7%"
"32","Joe Webb III","QB","FA","2018",14,14,"ppr","32","0","0","0","0","0","0","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"33","Taylor Heinicke","QB","WAS","2018",14,14,"ppr","33","1","1","100.0","33","33.0","0","0","0","0","0","0","0","1","1.3","1.3","14.0%"
"34","Joshua Dobbs","QB","DET","2018",14,14,"ppr","34","4","9","44.4","24","2.7","0","1","0","2","15","0","0","1","0.5","0.5","0.0%"
"35","Robert Griffin III","QB","FA","2018",14,14,"ppr","35","0","2","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"36","Brock Osweiler","QB","FA","2018",14,14,"ppr","36","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.0%"
"37","Josh McCown","QB","FA","2018",14,14,"ppr","37","0","1","0.0","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"38","DeShone Kizer","QB","FA","2018",14,14,"ppr","38","0","0","0","0","0","0","0","0","1","-1","0","0","1","-0.1","-0.1","0.0%"
"39","Jared Goff","QB","DET","2018",14,14,"ppr","39","20","44","45.5","180","4.1","0","4","3","1","5","0","0","1","-0.3","-0.3","60.4%"
"40","Taysom Hill","QB","NO","2018",14,14,"ppr","40","0","0","0","0","0","0","0","0","1","-6","0","0","1","-0.6","-0.6","45.3%"
"41","Kyle Lauletta","QB","FA","2018",14,14,"ppr","41","0","5","0.0","0","0.0","0","1","0","1","-2","0","0","1","-2.2","-2.2","0.0%"
"42","Mark Sanchez","QB","FA","2018",14,14,"ppr","42","6","14","42.9","38","2.7","0","2","5","0","0","0","0","1","-2.5","-2.5","0.1%"
